playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,keyPassesAttemptAssists,tacklesWon,substituteOn,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,foulAttemptedTackle,handballsConceded,expectedGoals,successfulCrossesOpenPlay,goalAssists,oboxBlocked,successfulCrossesAndCorners,unsuccessfulLayoffs,ownGoalScored,shotsBlockedOutsideBox,lastPlayerTackle,hitWoodwork,rightFootGoals,foulWonPenalty,redCards2ndYellow,cornersTakenInclShortCorners,leftFootGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
27334,Mathieu Debuchy,Defender,St Etienne,152,France,2014-15,47.0,0.3758,0.0,,,58.0,10.0,10.0,75.0,369.0,1.0,,,60.0,,,808.0,86.0,1.0,41.0,277.0,,1.0,12.8742,5.0,51.0,12.0,32.0,18.0,,10.0,0.0,133.0,0.0,,160.0,56.0,10.0,,,150.0,11.0,73.0,45.0,0.0,,363.0,129.0,,,133.0,17.0,623.0,3.0,9.0,144.0,,2.0,17.0,18.0,26.0,2.0,19.0,,1.0,4.0,1.0,1.2539,7.0,1.0,3.0,23.0,1.0,4.0,2.0,1.0,1.0,15.0,1.0,16.0,14.0,5.0,1.0,10.0,2.0,7.0,8.0,1.0,23.0,12.0,1.0,3.0,7.0,6.0,6.0,15.0,17.0,1.0,58.0,61.0,7.0,1.0,0.7122,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,West Bromwich Albion,35,England,2014-15,94.0,1.7082,0.0,,,119.0,22.0,18.0,162.0,888.0,0.0,,,77.0,4.0,,1657.0,111.0,3.0,80.0,705.0,,2.0,23.4589,5.0,64.0,22.0,48.0,362.0,,7.0,0.0,205.0,0.0,,320.0,106.0,22.0,,,454.0,19.0,128.0,31.0,0.0,,875.0,290.0,,,39.0,21.0,1402.0,3.0,29.0,285.0,,3.0,43.0,43.0,44.0,12.0,32.0,4.0,4.0,2.0,8.0,1.1942,9.0,2.0,5.0,56.0,,1.0,,2.0,2.0,46.0,,28.0,65.0,22.0,3.0,14.0,,12.0,13.0,,56.0,22.0,3.0,7.0,20.0,30.0,2.0,17.0,53.0,,167.0,112.0,9.0,,1.1166,13.0,3.0,1.0,13.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2014-15,65.0,0.8462,0.0,,,118.0,35.0,35.0,190.0,1776.0,0.0,,,158.0,12.0,,3150.0,156.0,3.0,44.0,1528.0,,3.0,39.7022,12.0,194.0,34.0,19.0,321.0,,13.0,0.0,221.0,0.0,,771.0,212.0,35.0,,,442.0,31.0,63.0,112.0,0.0,,1739.0,202.0,,,576.0,58.0,2174.0,,58.0,1145.0,,2.0,72.0,74.0,27.0,2.0,20.0,,3.0,2.0,,0.3314,10.0,,3.0,2.0,,,,2.0,2.0,46.0,,12.0,39.0,1.0,3.0,6.0,,7.0,1.0,,2.0,1.0,3.0,8.0,4.0,8.0,22.0,8.0,72.0,,108.0,6.0,7.0,,0.9825,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
158074,Gabriel Paulista,Defender,Besiktas,378,Brazil,2014-15,9.0,0.0292,0.0,,,12.0,6.0,4.0,18.0,129.0,0.0,,,21.0,1.0,,349.0,22.0,,5.0,104.0,,1.0,4.4004,2.0,43.0,4.0,5.0,43.0,,2.0,0.0,31.0,0.0,,58.0,31.0,6.0,,,26.0,4.0,10.0,17.0,0.0,,123.0,19.0,,,21.0,7.0,210.0,1.0,3.0,85.0,,0.0,6.0,7.0,3.0,,3.0,2.0,1.0,,,,1.0,1.0,,,,,,,,4.0,,7.0,4.0,,1.0,5.0,,,,,,1.0,1.0,1.0,,,5.0,3.0,19.0,,7.0,,2.0,,0.0795,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2014-15,99.0,0.3215,0.0,,,90.0,27.0,26.0,130.0,1156.0,0.0,,,150.0,11.0,,2288.0,139.0,2.0,53.0,961.0,,1.0,25.6824,6.0,159.0,19.0,35.0,410.0,,17.0,1.0,238.0,3.0,,421.0,192.0,27.0,,,254.0,17.0,88.0,86.0,0.0,,1125.0,152.0,,,266.0,65.0,1559.0,2.0,21.0,772.0,,4.0,40.0,45.0,34.0,2.0,23.0,1.0,1.0,4.0,1.0,1.7299,7.0,,3.0,2.0,3.0,3.0,,1.0,1.0,64.0,1.0,20.0,18.0,,1.0,16.0,,11.0,2.0,2.0,2.0,7.0,1.0,3.0,1.0,7.0,18.0,19.0,93.0,,59.0,5.0,9.0,,0.6658,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Real Sociedad,188,Spain,2014-15,99.0,1.2037,0.0,,,132.0,28.0,26.0,180.0,1247.0,0.0,,,127.0,9.0,,2311.0,167.0,1.0,88.0,1037.0,,2.0,26.7066,11.0,124.0,23.0,51.0,470.0,,19.0,0.0,266.0,0.0,,505.0,163.0,28.0,,,507.0,22.0,139.0,79.0,0.0,,1224.0,269.0,,,127.0,30.0,1854.0,1.0,35.0,565.0,,3.0,48.0,60.0,65.0,11.0,48.0,2.0,2.0,1.0,1.0,0.3464,2.0,1.0,1.0,42.0,,1.0,,1.0,1.0,48.0,,34.0,20.0,21.0,1.0,14.0,,17.0,7.0,,42.0,9.0,1.0,1.0,12.0,6.0,10.0,24.0,85.0,,145.0,158.0,10.0,1.0,0.2436,5.0,1.0,1.0,5.0,,,1.0,,,,1.0,,,,,,,,,,,,
101184,Calum Chambers,Defender,Cardiff City,97,England,2014-15,109.0,0.9235,1.0,,,124.0,23.0,17.0,152.0,883.0,0.0,,,78.0,6.0,,1570.0,133.0,2.0,86.0,700.0,,1.0,21.096,3.0,78.0,20.0,78.0,67.0,,17.0,0.0,242.0,1.0,,377.0,111.0,23.0,,,375.0,18.0,164.0,47.0,0.0,,866.0,254.0,,,316.0,31.0,1386.0,2.0,12.0,366.0,,7.0,28.0,45.0,49.0,10.0,42.0,6.0,2.0,2.0,1.0,0.576,5.0,1.0,1.0,36.0,1.0,1.0,,1.0,1.0,31.0,,46.0,17.0,19.0,,18.0,,7.0,14.0,,36.0,28.0,,3.0,6.0,20.0,4.0,25.0,45.0,,123.0,127.0,9.0,1.0,0.6393,10.0,1.0,2.0,10.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,
98745,Héctor Bellerín,Defender,Real Betis,185,Spain,2014-15,106.0,1.79,0.0,,,111.0,20.0,17.0,124.0,749.0,0.0,,,51.0,6.0,,1561.0,92.0,1.0,73.0,607.0,,1.0,18.345,2.0,44.0,15.0,74.0,62.0,,4.0,0.0,198.0,2.0,,230.0,106.0,20.0,,,373.0,14.0,147.0,19.0,0.0,,743.0,267.0,,,314.0,18.0,1260.0,2.0,3.0,262.0,,5.0,13.0,38.0,39.0,11.0,31.0,3.0,1.0,4.0,6.0,1.2943,4.0,,3.0,62.0,2.0,1.0,,2.0,2.0,32.0,1.0,46.0,54.0,14.0,1.0,23.0,,8.0,21.0,,62.0,43.0,1.0,,9.0,30.0,5.0,16.0,42.0,1.0,143.0,127.0,10.0,,0.2794,10.0,1.0,,10.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,
80254,Carl Jenkinson,Defender,Bromley,2050,England,2014-15,105.0,,0.0,,,113.0,32.0,29.0,188.0,863.0,,,,55.0,9.0,,2667.0,80.0,3.0,58.0,627.0,,1.0,,11.0,113.0,30.0,72.0,33.0,,10.0,0.0,185.0,,,343.0,126.0,32.0,,,375.0,27.0,130.0,22.0,0.0,,857.0,466.0,,,290.0,48.0,1695.0,1.0,52.0,325.0,,2.0,75.0,51.0,37.0,20.0,27.0,3.0,3.0,6.0,8.0,,10.0,1.0,1.0,129.0,,1.0,,,,33.0,1.0,36.0,46.0,77.0,,5.0,,10.0,23.0,,129.0,43.0,,4.0,24.0,11.0,12.0,14.0,35.0,,197.0,265.0,8.0,1.0,,24.0,2.0,,25.0,1.0,,,1.0,,,,,2.0,,1.0,,,,,,,,
146426,Semi Ajayi,Defender,Hull City,88,Nigeria,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
