playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,putthroughBlockedDistribution,ownGoalScored,tacklesWon,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,lastPlayerTackle,overruns,offsides,oboxBlocked,shotsOnTargetOutsideBox,oboxTarget,redCards2ndYellow,shotsBlockedOutsideBox,handballsConceded,successfulLayoffs,goalAssists,clearancesOffTheLine,goals,awayGoals,homeGoals,rightFootGoals,setPiecesGoals,leftFootGoals,hitWoodwork,unsuccessfulLayoffs,headedGoals,secondGoalAssists,penaltiesTaken,penaltyGoals,foulWonPenalty
55459,Aaron Cresswell,Defender,West Ham United,21,England,2024-25,14.0,1.9027,0.0,,,33.0,18.0,10.0,70.0,521.0,,,8.0,14.0,3.0,,823.0,7.0,21.0,2.0,,14.0,408.0,,,8.6235,6.0,36.0,8.0,7.0,180.0,,2.0,0.0,35.0,,216.0,36.0,18.0,,190.0,6.0,21.0,7.0,0.0,,495.0,111.0,1.0,,,55.0,4.0,43.0,698.0,6.0,17.0,271.0,1.0,,3.0,37.0,28.0,11.0,15.0,,7.0,2.0,0.0872,1.0,4.0,1.0,14.0,13.0,10.0,6.0,2.0,9.0,9.0,1.0,5.0,4.0,1.0,26.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,8.0,7.0,70.0,43.0,0.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164555,Vladimír Coufal,Defender,West Ham United,21,Czech Republic,2024-25,65.0,0.9959,0.0,,,53.0,22.0,11.0,84.0,473.0,,,11.0,40.0,,,1061.0,17.0,66.0,3.0,,43.0,379.0,,,19.2576,4.0,36.0,21.0,48.0,22.0,,16.0,0.0,131.0,,203.0,39.0,22.0,,179.0,18.0,91.0,23.0,0.0,,462.0,155.0,5.0,,,154.0,22.0,10.0,769.0,6.0,23.0,219.0,12.0,,5.0,31.0,27.0,22.0,13.0,1.0,15.0,9.0,,2.0,5.0,,19.0,,9.0,,14.0,23.0,8.0,2.0,2.0,7.0,7.0,19.0,15.0,,2.0,3.0,6.0,11.0,,8.0,,94.0,72.0,0.3018,2.0,0.1911,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
233963,Konstantinos Mavropanos,Defender,West Ham United,21,Greece,2024-25,57.0,0.4163,1.0,,,83.0,33.0,21.0,163.0,1244.0,4.0,,12.0,85.0,2.0,,2037.0,26.0,117.0,12.0,,58.0,1016.0,,,36.8484,4.0,123.0,38.0,31.0,256.0,,16.0,0.0,174.0,,419.0,77.0,33.0,,287.0,26.0,89.0,59.0,0.0,4.0,1201.0,191.0,9.0,,,482.0,17.0,65.0,1575.0,3.0,33.0,795.0,12.0,,4.0,80.0,56.0,35.0,17.0,,24.0,1.0,,3.0,15.0,1.0,1.0,,1.0,,24.0,5.0,5.0,1.0,7.0,11.0,5.0,1.0,5.0,,1.0,10.0,,18.0,,40.0,,87.0,10.0,1.6763,5.0,0.8133,4.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
462116,Jean-Clair Todibo,Defender,West Ham United,21,France,2024-25,70.0,0.0971,0.0,,,66.0,27.0,20.0,125.0,1071.0,1.0,,7.0,54.0,1.0,,1831.0,26.0,90.0,6.0,,62.0,917.0,,2.0,32.2477,6.0,82.0,33.0,44.0,216.0,,6.0,0.0,160.0,,395.0,79.0,27.0,,219.0,27.0,106.0,28.0,0.0,1.0,1043.0,164.0,9.0,,,344.0,16.0,29.0,1347.0,11.0,29.0,727.0,7.0,,3.0,59.0,45.0,47.0,19.0,,28.0,,,,5.0,,3.0,,,,11.0,,2.0,,12.0,19.0,7.0,3.0,18.0,,,5.0,,13.0,,26.0,,116.0,5.0,0.3599,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
214048,Maximilian Kilman,Defender,West Ham United,21,England,2024-25,88.0,1.2202,0.0,,,125.0,38.0,38.0,252.0,1948.0,11.0,,,169.0,6.0,,3349.0,56.0,181.0,12.0,,68.0,1597.0,,3.0,58.1541,22.0,210.0,62.0,32.0,752.0,,13.0,0.0,269.0,,668.0,146.0,38.0,,471.0,50.0,100.0,113.0,0.0,11.0,1912.0,286.0,16.0,,,398.0,23.0,99.0,2424.0,1.0,63.0,1225.0,12.0,,5.0,127.0,104.0,39.0,27.0,,24.0,,,4.0,9.0,,4.0,,,,32.0,,15.0,4.0,18.0,15.0,2.0,4.0,6.0,,4.0,6.0,3.0,40.0,,38.0,,130.0,1.0,1.6663,3.0,0.7423,3.0,3.0,3.0,2.0,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
214590,Aaron Wan-Bissaka,Defender,West Ham United,21,DR Congo,2024-25,132.0,2.7816,0.0,,,208.0,36.0,35.0,259.0,1503.0,,,1.0,56.0,5.0,,3154.0,33.0,183.0,12.0,,160.0,1214.0,,3.0,56.2207,12.0,111.0,59.0,99.0,173.0,,27.0,0.0,315.0,,560.0,174.0,36.0,,689.0,47.0,259.0,23.0,0.0,,1492.0,452.0,64.0,,,498.0,25.0,30.0,2388.0,2.0,36.0,571.0,11.0,,1.0,51.0,94.0,70.0,88.0,1.0,49.0,16.0,,3.0,13.0,5.0,60.0,,16.0,,50.0,20.0,28.0,2.0,26.0,21.0,43.0,60.0,65.0,,2.0,8.0,18.0,11.0,,66.0,,272.0,212.0,1.1935,5.0,0.8787,2.0,2.0,2.0,9.0,5.0,1.0,1.0,1.0,,1.0,,5.0,5.0,,2.0,1.0,1.0,2.0,,,,,,,,,
109533,Emerson,Defender,West Ham United,21,Italy,2024-25,90.0,2.1762,0.0,,,105.0,31.0,26.0,153.0,868.0,,,5.0,38.0,1.0,,2126.0,20.0,101.0,7.0,,83.0,688.0,,2.0,35.2495,13.0,56.0,41.0,70.0,322.0,,13.0,0.0,191.0,,311.0,84.0,31.0,,403.0,34.0,153.0,18.0,0.0,,854.0,264.0,10.0,,,33.0,25.0,27.0,1376.0,19.0,34.0,330.0,22.0,,5.0,48.0,47.0,60.0,47.0,,31.0,6.0,0.1997,4.0,12.0,1.0,27.0,25.0,18.0,7.0,28.0,12.0,15.0,1.0,24.0,29.0,17.0,46.0,24.0,3.0,1.0,5.0,13.0,8.0,3.0,21.0,15.0,202.0,128.0,1.9532,7.0,2.6474,3.0,3.0,,,,3.0,2.0,2.0,,3.0,,3.0,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
518438,Kaelan Casey,Defender,West Ham United U21,12944,England,2024-25,,,0.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,0.0235,,1.0,,,,,,0.0,1.0,,,,1.0,,,,,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536109,Ollie Scarles,Defender,West Ham United U21,12944,England,2024-25,27.0,0.141,0.0,,,31.0,15.0,7.0,59.0,322.0,,,8.0,12.0,1.0,,662.0,6.0,32.0,3.0,,26.0,255.0,,1.0,8.3847,3.0,20.0,9.0,21.0,116.0,,3.0,0.0,59.0,,97.0,34.0,15.0,,132.0,6.0,47.0,6.0,0.0,,318.0,99.0,2.0,,,4.0,5.0,8.0,488.0,5.0,18.0,132.0,5.0,,1.0,28.0,22.0,21.0,17.0,,11.0,1.0,,2.0,1.0,1.0,14.0,,1.0,,9.0,3.0,2.0,1.0,12.0,10.0,5.0,14.0,8.0,,1.0,1.0,2.0,2.0,,11.0,,105.0,29.0,0.1145,,,,,,,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
602903,Ezra Mayers,Defender,West Ham United U21,12944,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
