playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,totalFoulsWon,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,keyPassesAttemptAssists,shotsBlockedInBox,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,expectedGoals,goals,awayGoals,homeGoals,rightFootGoals,lastPlayerTackle,headedGoals,clearancesOffTheLine,unsuccessfulLayoffs,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,leftFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,otherGoals,penaltiesTaken,penaltyGoals
550596,Dominic Sadi,Forward,Bournemouth,91,England,2023-24,1.0,,,0.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,1.0,,,,,,,0.0,,1.0,1.0,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154566,Dominic Solanke,Forward,Tottenham Hotspur,6,England,2023-24,333.0,,2.0343,0.0,,,136.0,38.0,37.0,140.0,533.0,,,234.0,5.0,,3330.0,204.0,6.0,49.0,106.0,385.0,,,6.0,61.6356,1.0,43.0,61.0,197.0,131.0,,3.0,537.0,19.0,,149.0,97.0,38.0,,,261.0,55.0,303.0,98.0,0.0,,479.0,426.0,39.0,,,109.0,42.0,7.0,8.0,1224.0,1.0,135.0,24.0,,3.0,4.0,15.0,,45.0,3.0,31.0,38.0,5.0,13.3027,23.0,78.0,1.0,3.0,22.0,1.0,3.0,16.0,4.0,1.0,2.0,3.0,17.0,17.0,136.0,239.0,,,36.0,27.0,2.0,12.0,60.0,3.0,141.0,27.0,40.0,33.0,11.0,5.0,144.0,4.0,9.0,4.0,4.0,3.0,19.6451,19.0,9.0,10.0,14.0,,4.0,,4.0,,,,,1.0,,,,,3.0,2.0
533463,Dango Ouattara,Forward,Brentford,94,Burkina Faso,2023-24,90.0,,1.4064,0.0,,,116.0,30.0,12.0,145.0,448.0,,,67.0,2.0,,1220.0,118.0,2.0,38.0,83.0,286.0,,,2.0,23.543,6.0,33.0,24.0,58.0,131.0,,0.0,208.0,15.0,,149.0,69.0,30.0,,,186.0,22.0,141.0,35.0,0.0,,438.0,248.0,21.0,,,73.0,15.0,22.0,17.0,849.0,15.0,125.0,12.0,,3.0,29.0,42.0,,17.0,8.0,10.0,7.0,6.0,1.0301,45.0,20.0,2.0,2.0,5.0,,27.0,4.0,3.0,18.0,2.0,8.0,4.0,4.0,32.0,70.0,13.0,,15.0,7.0,2.0,18.0,20.0,28.0,32.0,7.0,13.0,11.0,27.0,3.0,95.0,60.0,8.0,,3.0,4.0,2.6043,1.0,0.0,1.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,
224995,Luis Sinisterra,Forward,Bournemouth,91,Colombia,2023-24,66.0,,1.0688,0.0,,,52.0,20.0,7.0,56.0,281.0,,,36.0,,,691.0,74.0,1.0,34.0,58.0,211.0,,,,18.3,2.0,4.0,18.0,46.0,103.0,,0.0,140.0,18.0,,57.0,47.0,20.0,,,154.0,17.0,104.0,16.0,0.0,,281.0,122.0,29.0,,,31.0,11.0,8.0,14.0,484.0,1.0,72.0,7.0,,0.0,4.0,12.0,,6.0,1.0,8.0,9.0,4.0,2.4862,23.0,19.0,1.0,2.0,10.0,,10.0,4.0,2.0,13.0,2.0,1.0,5.0,5.0,20.0,91.0,,,18.0,6.0,2.0,11.0,18.0,10.0,28.0,6.0,10.0,15.0,12.0,,90.0,,7.0,1.0,2.0,,2.5421,2.0,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,
222683,Justin Kluivert,Forward,Bournemouth,91,Netherlands,2023-24,165.0,,1.6302,0.0,,,94.0,32.0,26.0,105.0,381.0,,,35.0,,,1935.0,92.0,3.0,34.0,80.0,264.0,,,5.0,29.9034,,10.0,23.0,142.0,117.0,,4.0,257.0,15.0,,120.0,88.0,32.0,,,207.0,20.0,222.0,12.0,0.0,,371.0,261.0,24.0,,,61.0,52.0,8.0,12.0,777.0,7.0,75.0,37.0,,5.0,11.0,21.0,,28.0,6.0,22.0,20.0,7.0,4.0154,28.0,34.0,,1.0,5.0,,22.0,5.0,9.0,6.0,4.0,6.0,9.0,9.0,23.0,119.0,1.0,,20.0,13.0,4.0,14.0,41.0,23.0,71.0,13.0,14.0,15.0,14.0,1.0,83.0,6.0,26.0,1.0,9.0,2.0,6.1685,7.0,2.0,5.0,5.0,,,,1.0,2.0,,1.0,,2.0,0.1519,3.0,3.0,,,
128340,Kieffer Moore,Forward,Wrexham,109,Wales,2023-24,13.0,,0.3286,0.0,,,12.0,8.0,,12.0,40.0,,,12.0,,,100.0,9.0,,3.0,3.0,28.0,,,,2.5026,,,2.0,7.0,8.0,,0.0,22.0,,,6.0,4.0,8.0,,,20.0,2.0,10.0,6.0,0.0,,39.0,19.0,1.0,,,12.0,5.0,,,56.0,,8.0,4.0,,0.0,,2.0,,2.0,,1.0,2.0,,1.039,,5.0,,,4.0,,2.0,,,8.0,,,1.0,1.0,6.0,12.0,,,2.0,1.0,,,1.0,2.0,2.0,1.0,3.0,1.0,,,14.0,,,,,,1.4756,1.0,1.0,0.0,,,1.0,,3.0,,,,,,,,,,,
437730,Antoine Semenyo,Forward,Manchester City,43,Ghana,2023-24,249.0,,2.3328,0.0,,,133.0,33.0,25.0,151.0,587.0,,,133.0,2.0,,2110.0,150.0,4.0,63.0,98.0,421.0,,,3.0,37.2411,4.0,20.0,33.0,168.0,76.0,,2.0,399.0,37.0,,165.0,111.0,33.0,,,316.0,29.0,266.0,52.0,0.0,,587.0,373.0,50.0,,,155.0,43.0,6.0,15.0,1132.0,12.0,128.0,28.0,,6.0,18.0,29.0,,24.0,8.0,20.0,31.0,12.0,4.6974,24.0,50.0,5.0,2.0,10.0,1.0,37.0,3.0,8.0,8.0,9.0,8.0,14.0,14.0,81.0,131.0,3.0,,27.0,12.0,9.0,7.0,55.0,37.0,108.0,12.0,19.0,35.0,17.0,2.0,191.0,8.0,15.0,1.0,8.0,1.0,4.6443,8.0,4.0,4.0,4.0,,,,1.0,,,,,4.0,,,,,,
168636,Enes Ünal,Forward,Bournemouth,91,Turkey,2023-24,41.0,,0.1302,0.0,,,16.0,16.0,2.0,17.0,72.0,,,20.0,,,321.0,25.0,1.0,7.0,16.0,52.0,,,,6.2486,,6.0,9.0,30.0,21.0,,0.0,66.0,2.0,,16.0,10.0,16.0,,,41.0,8.0,46.0,9.0,0.0,,65.0,53.0,2.0,,,17.0,10.0,1.0,3.0,166.0,1.0,14.0,6.0,,1.0,1.0,3.0,,9.0,,5.0,11.0,,1.6146,6.0,18.0,,2.0,1.0,,3.0,6.0,2.0,14.0,2.0,,7.0,7.0,11.0,28.0,,,3.0,3.0,2.0,2.0,8.0,3.0,18.0,3.0,7.0,8.0,4.0,2.0,18.0,,2.0,,2.0,1.0,2.9219,2.0,0.0,2.0,1.0,,1.0,,,,,,,,0.138,2.0,2.0,,,
444180,Jaidon Anthony,Forward,Burnley,90,England,2023-24,18.0,,0.0306,0.0,,,9.0,3.0,2.0,13.0,43.0,,,4.0,,,153.0,8.0,1.0,6.0,7.0,29.0,,,,5.9584,,2.0,5.0,15.0,13.0,,0.0,26.0,3.0,,17.0,11.0,3.0,,,20.0,4.0,22.0,1.0,0.0,,40.0,25.0,2.0,,,3.0,4.0,1.0,1.0,75.0,1.0,10.0,2.0,,1.0,4.0,4.0,,2.0,,,1.0,,0.0198,3.0,2.0,,,1.0,,2.0,2.0,,1.0,1.0,,,,3.0,4.0,,,,,1.0,2.0,3.0,2.0,5.0,,1.0,1.0,1.0,,10.0,,2.0,,,,0.0683,,,,,,,,,1.0,,,,,,,,,,
596572,Michael Dacosta,Forward,Bournemouth,91,Spain,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
