playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,oboxTarget,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,clearancesOffTheLine,substituteOff,hitWoodwork,shotsBlockedOutsideBox,expectedGoals,successfulCrossesOpenPlay,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,foulWonPenalty,penaltiesConceded,handballsConceded,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulLayoffs,successfulCornersIntoBox,penaltiesTaken,rightFootGoals,leftFootGoals,penaltyGoals,secondGoalAssists,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow
135363,Andreas Christensen,Defender,Chelsea,8,Denmark,2018-19,26.0,0.0581,0.0,10.0,25.0,8.0,6.0,33.0,458.0,2.0,35.0,3.0,615.0,17.0,32.0,2.0,6.0,14.0,416.0,3.0,6.1642,2.0,27.0,7.0,9.0,125.0,3.0,58.0,2.0,143.0,49.0,8.0,6.0,141.0,5.0,23.0,18.0,0.0,443.0,36.0,4.0,1.0,2.0,170.0,8.0,4.0,9.0,20.0,523.0,1.0,7.0,284.0,1.0,1.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102380,Antonio Rüdiger,Defender,Chelsea,8,Germany,2018-19,121.0,0.7381,0.0,34.0,133.0,33.0,33.0,216.0,2537.0,,158.0,11.0,2874.0,75.0,134.0,6.0,14.0,51.0,2172.0,25.0,33.1199,11.0,95.0,35.0,46.0,503.0,15.0,255.0,7.0,852.0,206.0,33.0,18.0,802.0,29.0,97.0,83.0,0.0,2486.0,243.0,16.0,4.0,8.0,1024.0,28.0,32.0,149.0,158.0,2846.0,11.0,28.0,1519.0,4.0,7.0,83.0,85.0,7.0,6.0,1.9191,20.0,8.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,4.0,14.0,3.0,1.0,3.0,1.0,3.0,2.5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Chelsea,8,England,2018-19,17.0,1.2081,0.0,8.0,25.0,10.0,4.0,29.0,207.0,6.0,4.0,1.0,391.0,2.0,28.0,3.0,2.0,26.0,174.0,23.0,4.4737,,,5.0,15.0,37.0,6.0,45.0,1.0,28.0,27.0,10.0,2.0,125.0,2.0,41.0,2.0,0.0,207.0,73.0,6.0,12.0,,79.0,1.0,3.0,4.0,63.0,309.0,1.0,,59.0,1.0,0.0,4.0,3.0,2.0,3.0,0.821,4.0,,13.0,,3.0,,1.0,2.0,2.0,,8.0,2.0,1.0,5.0,,16.0,2.0,1.0,6.0,,4.0,,,0.7204,6.0,1.0,5.0,3.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2018-19,137.0,3.1358,0.0,105.0,259.0,38.0,38.0,323.0,2483.0,,119.0,15.0,3403.0,50.0,199.0,8.0,121.0,130.0,2112.0,50.0,37.4159,14.0,75.0,39.0,87.0,160.0,16.0,336.0,47.0,792.0,201.0,38.0,45.0,1118.0,31.0,217.0,69.0,0.0,2445.0,515.0,60.0,10.0,16.0,1137.0,39.0,43.0,48.0,394.0,3419.0,313.0,41.0,1063.0,21.0,4.0,64.0,128.0,5.0,7.0,1.6009,12.0,2.0,97.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,22.0,3.0,2.0,12.0,1.0,97.0,3.0,5.0,19.0,,1.0,,2.0,1.1985,21.0,5.0,9.0,,21.0,30.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61603,Danny Drinkwater,Midfielder,Chelsea,8,England,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41270,David Luiz,Defender,Chelsea,8,Brazil,2018-19,122.0,2.7723,0.0,41.0,151.0,36.0,36.0,314.0,2620.0,,154.0,15.0,3239.0,72.0,162.0,8.0,26.0,80.0,2089.0,33.0,34.9298,9.0,144.0,36.0,50.0,930.0,29.0,284.0,15.0,1014.0,203.0,36.0,10.0,938.0,28.0,130.0,82.0,0.0,2515.0,351.0,31.0,10.0,18.0,545.0,34.0,35.0,217.0,131.0,3042.0,10.0,44.0,1369.0,11.0,3.0,163.0,89.0,14.0,8.0,1.7335,20.0,42.0,3.0,3.0,,7.0,4.0,1.0,1.0,1.0,18.0,7.0,4.0,7.0,3.0,3.0,7.0,12.0,10.0,1.0,1.0,1.0,7.0,2.5926,1.0,2.0,2.0,,1.0,,,,,,0.5925,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,
105700,Davide Zappacosta,Defender,Chelsea,8,Italy,2018-19,8.0,0.1554,0.0,,13.0,4.0,1.0,15.0,75.0,3.0,5.0,1.0,125.0,2.0,6.0,,3.0,3.0,58.0,6.0,0.6179,,4.0,,6.0,4.0,1.0,14.0,,21.0,4.0,4.0,,24.0,,9.0,3.0,0.0,73.0,23.0,,2.0,,28.0,2.0,3.0,2.0,22.0,113.0,14.0,1.0,36.0,,0.0,2.0,5.0,,1.0,0.0406,2.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,0.0889,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42786,Eden Hazard,Forward,Chelsea,8,Belgium,2018-19,206.0,10.0044,0.0,14.0,267.0,37.0,32.0,285.0,1819.0,5.0,53.0,9.0,2925.0,33.0,275.0,7.0,57.0,255.0,1434.0,240.0,34.078,,4.0,35.0,173.0,750.0,104.0,481.0,10.0,387.0,103.0,37.0,5.0,1376.0,28.0,428.0,20.0,0.0,1759.0,662.0,9.0,138.0,,384.0,12.0,12.0,100.0,298.0,2678.0,12.0,,193.0,6.0,2.0,18.0,29.0,34.0,43.0,15.2396,59.0,13.0,38.0,16.0,11.0,14.0,8.0,19.0,19.0,1.0,83.0,20.0,8.0,67.0,,110.0,20.0,16.0,41.0,,8.0,3.0,14.0,10.5384,13.0,15.0,52.0,92.0,35.0,,58.0,1.0,,1.0,0.1951,2.0,2.0,3.0,19.0,4.0,11.0,5.0,4.0,,,,,,,,,,,,,,,,,
109533,Emerson,Defender,Chelsea,8,Italy,2018-19,34.0,0.6536,0.0,14.0,36.0,10.0,7.0,44.0,436.0,3.0,14.0,2.0,660.0,9.0,35.0,2.0,23.0,30.0,386.0,20.0,9.5111,,8.0,11.0,25.0,177.0,6.0,69.0,10.0,112.0,28.0,10.0,5.0,236.0,9.0,55.0,5.0,0.0,431.0,93.0,9.0,10.0,1.0,46.0,8.0,8.0,6.0,101.0,625.0,56.0,4.0,159.0,7.0,0.0,8.0,13.0,2.0,1.0,0.1672,3.0,2.0,25.0,,,,1.0,,,,5.0,2.0,1.0,4.0,,25.0,2.0,2.0,5.0,,,,,0.2722,3.0,,1.0,,3.0,3.0,,,,,0.1876,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
199598,Ethan Ampadu,Defender,Chelsea,8,Wales,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
