playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCornersIntoBox,successfulLaunches,unsuccessfulCornersIntoBox,leftFootGoals,throwInsToOppositionPlayer,lastPlayerTackle,attemptsFromSetPieces,clearancesOffTheLine,headedGoals,redCards2ndYellow,hitWoodwork,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,putthroughBlockedDistribution
57214,André Santos,Defender,Arsenal,3,Brazil,2011-12,60.0,3.0,0.0,4.0,4.0,4.0,49.0,13.0,3.0,94.0,15.0,,10.0,10.0,107.0,19.0,778.0,2.0,,2.0,5.0,2.0,24.0,3.0,5.0,1012.0,,4.0,91.0,3.0,,71.0,647.0,22.0,,,12.0,15.0,14.0,56.0,358.0,8.0,0.0,151.0,0.0,260.0,100.0,15.0,,14.0,8.0,358.0,11.0,19.0,25.0,127.0,20.0,0.0,754.0,9.0,7.0,173.0,35.0,14.0,3.0,67.0,18.0,35.0,24.0,93.0,1083.0,78.0,1.0,15.0,318.0,3.0,2.0,13.0,34.0,,2.0,3.0,,2.0,10.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Arsenal,3,France,2011-12,74.0,20.0,0.0,3.0,2.0,,42.0,8.0,,148.0,21.0,2.0,6.0,20.0,163.0,68.0,1126.0,1.0,,0.0,1.0,1.0,81.0,8.0,20.0,1701.0,,24.0,128.0,,,71.0,925.0,11.0,1.0,,19.0,50.0,17.0,50.0,43.0,26.0,0.0,202.0,1.0,419.0,78.0,21.0,,7.0,7.0,557.0,17.0,68.0,25.0,121.0,57.0,0.0,1103.0,6.0,12.0,280.0,35.0,3.0,,506.0,12.0,35.0,38.0,158.0,1668.0,188.0,4.0,16.0,426.0,,2.0,15.0,57.0,1.0,,1.0,,,16.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2011-12,22.0,5.0,1.0,1.0,,,15.0,,,32.0,9.0,1.0,3.0,5.0,37.0,27.0,268.0,,,,4.0,,1.0,1.0,5.0,493.0,,1.0,17.0,8.0,,17.0,204.0,2.0,,,5.0,13.0,13.0,21.0,12.0,1.0,0.0,39.0,,73.0,25.0,9.0,,4.0,2.0,124.0,5.0,27.0,7.0,38.0,,0.0,264.0,,7.0,83.0,11.0,1.0,2.0,147.0,10.0,3.0,27.0,36.0,404.0,39.0,,7.0,112.0,,0.0,5.0,18.0,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
90801,Ignasi Miquel,Defender,Arsenal,3,Spain,2011-12,10.0,3.0,0.0,1.0,,,8.0,,,21.0,4.0,,,1.0,30.0,1.0,139.0,,1.0,,3.0,,8.0,,3.0,215.0,,6.0,11.0,,,9.0,100.0,3.0,1.0,,,11.0,6.0,4.0,48.0,1.0,0.0,21.0,,72.0,17.0,4.0,,3.0,,56.0,6.0,1.0,1.0,13.0,2.0,0.0,137.0,,,41.0,5.0,,2.0,5.0,1.0,9.0,9.0,14.0,205.0,12.0,,10.0,56.0,,0.0,9.0,11.0,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2011-12,41.0,2.0,1.0,,1.0,,26.0,4.0,2.0,59.0,18.0,1.0,3.0,14.0,64.0,7.0,638.0,,1.0,,4.0,,27.0,4.0,2.0,1166.0,,8.0,65.0,3.0,,46.0,548.0,6.0,2.0,,4.0,42.0,21.0,33.0,50.0,9.0,0.0,106.0,,234.0,55.0,18.0,,3.0,4.0,246.0,18.0,7.0,12.0,79.0,19.0,0.0,626.0,3.0,1.0,105.0,23.0,11.0,8.0,283.0,12.0,13.0,26.0,71.0,885.0,68.0,5.0,6.0,330.0,1.0,3.0,5.0,31.0,,,,,,12.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2011-12,49.0,5.0,0.0,1.0,4.0,6.0,34.0,7.0,3.0,83.0,16.0,,7.0,15.0,105.0,35.0,621.0,1.0,3.0,0.0,1.0,,39.0,5.0,5.0,1253.0,1.0,17.0,83.0,2.0,,61.0,500.0,29.0,1.0,,9.0,35.0,13.0,32.0,270.0,9.0,2.0,132.0,1.0,226.0,72.0,16.0,,11.0,8.0,268.0,11.0,35.0,17.0,93.0,22.0,0.0,610.0,3.0,7.0,197.0,23.0,18.0,5.0,20.0,10.0,26.0,16.0,105.0,983.0,103.0,5.0,20.0,253.0,,1.0,22.0,33.0,,,6.0,,1.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2011-12,102.0,5.0,0.0,4.0,6.0,1.0,85.0,17.0,2.0,176.0,33.0,1.0,2.0,33.0,257.0,8.0,1698.0,2.0,,2.0,,,101.0,11.0,5.0,2874.0,,39.0,188.0,8.0,,126.0,1367.0,33.0,3.0,2.0,12.0,170.0,42.0,63.0,410.0,26.0,2.0,290.0,0.0,729.0,211.0,33.0,1.0,26.0,7.0,441.0,34.0,8.0,18.0,189.0,62.0,0.0,1670.0,11.0,3.0,310.0,59.0,15.0,18.0,453.0,33.0,91.0,74.0,106.0,2244.0,11.0,2.0,53.0,1005.0,1.0,9.0,81.0,98.0,,,6.0,,,3.0,9.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2011-12,32.0,,0.0,3.0,2.0,,17.0,6.0,1.0,90.0,21.0,,4.0,21.0,118.0,1.0,1092.0,,1.0,,,,46.0,6.0,,1830.0,,17.0,60.0,4.0,,31.0,925.0,18.0,1.0,,2.0,93.0,25.0,15.0,182.0,12.0,0.0,92.0,,548.0,106.0,21.0,,5.0,,228.0,21.0,1.0,1.0,46.0,29.0,0.0,1073.0,4.0,1.0,128.0,12.0,2.0,12.0,297.0,9.0,35.0,49.0,65.0,1298.0,,4.0,36.0,746.0,,2.0,28.0,40.0,,,11.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13439,Sébastien Squillaci,Defender,Arsenal,3,France,2011-12,,,0.0,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,,,9.0,,,,,,,3.0,,,,,2.0,2.0,,,,0.0,,,1.0,,1.0,,,,,2.0,,,,,0.0,3.0,,,1.0,,,,1.0,,,,1.0,5.0,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15943,Thomas Vermaelen,Defender,Arsenal,3,Belgium,2011-12,84.0,4.0,0.0,12.0,11.0,1.0,47.0,26.0,3.0,156.0,29.0,1.0,9.0,28.0,211.0,8.0,1459.0,6.0,1.0,2.0,1.0,,97.0,9.0,4.0,2478.0,1.0,43.0,131.0,3.0,,77.0,1145.0,44.0,1.0,1.0,9.0,120.0,25.0,41.0,576.0,24.0,4.0,215.0,4.0,489.0,135.0,29.0,1.0,8.0,2.0,397.0,22.0,8.0,5.0,118.0,54.0,0.0,1433.0,15.0,8.0,255.0,39.0,6.0,15.0,249.0,33.0,67.0,103.0,145.0,1924.0,53.0,2.0,44.0,855.0,1.0,7.0,55.0,84.0,,,10.0,,1.0,9.0,5.0,4.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
