playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,setPiecesGoals,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,winningGoal,homeGoals,timesTackled,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,redCards2ndYellow,ownGoalScored,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals
60252,Andros Townsend,Midfielder,Newcastle,4,England,2015-16,106.0,0.2551,0.0,8.0,16.0,0.1882,29.0,21.0,,63.0,16.0,2.0,22.0,,12.0,73.0,47.0,392.0,4.0,,2.0,4.0,8.0,3.0,1.0,1.0,1153.0,1.0,,8.0,73.0,3.0,39.0,73.0,315.0,0.3902,26.0,10.0,19.0,1.0,98.0,57.0,13.0,179.0,26.0,117.0,65.0,16.0,,1.0,,5.0,4.0,39.0,245.0,16.0,,70.0,1.0,171.0,,0.0,382.0,5.0,11.0,249.0,24.0,31.0,2.0,108.0,7.0,11.0,,4.0,110.0,756.0,8.0,3.0,2.0,2.0,5.0,91.0,3.0,,0.1899,0.0,10.0,12.0,13.0,8.0,1.0,2.0,29.0,17.0,4.0,34.0,1.0,2.0,2.0,0.0,2.0,64.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2015-16,95.0,0.3653,0.0,1.0,,,48.0,,,80.0,20.0,,12.0,,16.0,121.0,,835.0,,,1.0,4.0,58.0,3.0,,,1225.0,,,23.0,112.0,3.0,24.0,77.0,670.0,17.226,8.0,29.0,18.0,,72.0,226.0,14.0,207.0,19.0,262.0,125.0,20.0,,,,9.0,,6.0,285.0,15.0,,,,149.0,35.0,0.0,810.0,,,164.0,39.0,15.0,3.0,247.0,31.0,42.0,,44.0,100.0,1053.0,,12.0,,1.0,20.0,429.0,20.0,,0.0143,5.0,41.0,31.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171427,Daniel Barlaser,Midfielder,Newcastle,4,England,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41733,Georginio Wijnaldum,Midfielder,Newcastle,4,Netherlands,2015-16,177.0,2.8813,0.0,13.0,29.0,10.9494,38.0,41.0,3.0,168.0,38.0,5.0,58.0,,36.0,190.0,14.0,1252.0,11.0,5.0,3.0,2.0,68.0,6.0,4.0,14.0,3168.0,14.0,3.0,43.0,164.0,10.0,43.0,139.0,1024.0,53.1605,43.0,16.0,59.0,10.0,134.0,439.0,51.0,341.0,16.0,358.0,228.0,38.0,1.0,4.0,7.0,6.0,,33.0,657.0,49.0,4.0,26.0,10.0,273.0,25.0,0.0,1213.0,12.0,8.0,387.0,32.0,50.0,6.0,195.0,16.0,27.0,1.0,38.0,260.0,1750.0,7.0,7.0,,3.0,8.0,413.0,8.0,,7.9821,1.0,22.0,52.0,6.0,,,,8.0,8.0,1.0,,2.0,,3.0,,,,4.0,6.0,,,,1.0,0.2634,4.0,,,,,,,,,,,,,,,,
43521,Henri Saivet,Midfielder,Newcastle,4,Senegal,2015-16,16.0,0.0063,0.0,,,,13.0,,,16.0,4.0,,1.0,,2.0,20.0,,82.0,,,,2.0,7.0,,,,148.0,,,6.0,16.0,1.0,2.0,15.0,58.0,2.8296,1.0,2.0,3.0,,10.0,18.0,1.0,32.0,2.0,38.0,20.0,4.0,,,,4.0,,2.0,15.0,2.0,,,,25.0,1.0,0.0,81.0,,,26.0,9.0,1.0,,22.0,1.0,5.0,,4.0,4.0,115.0,,2.0,,,2.0,47.0,1.0,,,0.0,4.0,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58771,Jack Colback,Midfielder,Newcastle,4,England,2015-16,125.0,1.2067,0.0,3.0,4.0,0.6558,81.0,12.0,,120.0,29.0,1.0,19.0,,28.0,162.0,19.0,1066.0,1.0,,2.0,1.0,45.0,3.0,,3.0,2396.0,3.0,1.0,20.0,156.0,5.0,38.0,131.0,828.0,31.0745,15.0,39.0,37.0,1.0,105.0,324.0,44.0,281.0,21.0,378.0,168.0,29.0,,,,17.0,1.0,5.0,448.0,32.0,,42.0,1.0,236.0,25.0,0.0,1026.0,8.0,9.0,262.0,64.0,7.0,13.0,210.0,49.0,63.0,,76.0,154.0,1517.0,31.0,10.0,,2.0,17.0,473.0,26.0,1.0,0.8336,11.0,42.0,60.0,6.0,,,,35.0,17.0,7.0,,11.0,,3.0,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,
50232,Jonjo Shelvey,Midfielder,Newcastle,4,England,2015-16,93.0,2.7644,0.0,20.0,16.0,1.4323,37.0,36.0,11.0,147.0,31.0,5.0,33.0,,25.0,264.0,24.0,1473.0,1.0,1.0,10.0,6.0,28.0,2.0,7.0,1.0,2268.0,1.0,,16.0,81.0,6.0,33.0,69.0,1042.0,16.2895,38.0,25.0,41.0,2.0,77.0,409.0,7.0,174.0,20.0,468.0,181.0,31.0,1.0,7.0,1.0,9.0,,13.0,625.0,35.0,,87.0,2.0,146.0,12.0,0.0,1398.0,20.0,10.0,424.0,28.0,25.0,2.0,372.0,21.0,45.0,1.0,167.0,224.0,1906.0,3.0,8.0,2.0,10.0,35.0,613.0,17.0,,2.0363,8.0,117.0,47.0,7.0,,,,73.0,29.0,18.0,,1.0,,11.0,,,,4.0,48.0,,,,,0.1234,3.0,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Newcastle,4,France,2015-16,274.0,4.1093,0.0,11.0,12.0,3.6276,54.0,27.0,6.0,294.0,37.0,7.0,122.0,1.0,37.0,334.0,102.0,1385.0,1.0,3.0,2.0,,112.0,7.0,5.0,6.0,3221.0,6.0,6.0,57.0,221.0,11.0,89.0,166.0,1009.0,51.4143,50.0,36.0,62.0,9.0,217.0,290.0,30.0,495.0,35.0,417.0,225.0,37.0,,5.0,1.0,8.0,,97.0,723.0,51.0,,103.0,9.0,383.0,55.0,0.0,1377.0,15.0,29.0,689.0,46.0,83.0,5.0,355.0,50.0,35.0,,42.0,323.0,2177.0,44.0,6.0,,2.0,13.0,369.0,23.0,4.0,2.8499,3.0,40.0,59.0,41.0,,,,2.0,41.0,,,2.0,,2.0,,,,1.0,1.0,1.0,,,,0.0517,1.0,,,,,,,,,,,,,,,,
155513,Rolando Aarons,Midfielder,Newcastle,4,Jamaica,2015-16,34.0,0.2867,0.0,,1.0,0.8669,13.0,2.0,,13.0,10.0,1.0,1.0,,3.0,19.0,9.0,119.0,1.0,,,7.0,10.0,1.0,,,377.0,,,6.0,29.0,1.0,6.0,25.0,93.0,10.0362,4.0,10.0,11.0,,28.0,39.0,8.0,63.0,2.0,44.0,23.0,10.0,,,,3.0,1.0,10.0,51.0,10.0,,9.0,,53.0,4.0,0.0,116.0,1.0,,66.0,10.0,5.0,2.0,12.0,9.0,6.0,,7.0,24.0,253.0,30.0,1.0,,,5.0,52.0,5.0,,0.3093,1.0,6.0,13.0,3.0,,,,,3.0,,,6.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48773,Siem de Jong,Midfielder,Newcastle,4,Netherlands,2015-16,43.0,0.1404,0.0,2.0,3.0,0.6582,16.0,6.0,,45.0,18.0,1.0,22.0,,3.0,49.0,4.0,193.0,,,,15.0,26.0,,,3.0,446.0,3.0,3.0,19.0,32.0,,7.0,25.0,139.0,7.4289,1.0,2.0,5.0,2.0,24.0,54.0,6.0,75.0,2.0,65.0,21.0,18.0,,,,6.0,,5.0,88.0,5.0,,6.0,2.0,49.0,7.0,0.0,188.0,3.0,3.0,76.0,10.0,3.0,1.0,35.0,7.0,4.0,,5.0,39.0,271.0,2.0,3.0,,,2.0,57.0,6.0,,0.7761,0.0,4.0,12.0,,,,,3.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
