playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,penaltiesSaved,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,throwInsToOwnPlayer,substituteOff,throughBalls,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,forwardPasses,penaltiesTaken,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,hitWoodwork,handballsConceded,penaltyGoalsConceded,rightFootGoals,headedGoals,setPiecesGoals,redCards2ndYellow
9007,Tony Hibbert,Defender,Everton PL2,7592,England,2009-10,0.0,20.0,0.0,1.0,39.0,,,31.0,,73.0,17.0,143.0,580.0,,,15.0,2.0,,1478.0,52.0,5.0,47.0,402.0,,,18.0,24.0,70.0,24.0,29.0,,10.0,0.0,91.0,,51.0,20.0,,,7.0,1.0,287.0,19.0,76.0,5.0,,559.0,15.0,302.0,6.0,,,35.0,1067.0,67.0,168.0,,70.0,21.0,18.0,1.0,1.0,2.0,2.0,1.0,58.0,1.0,3.0,18.0,10.0,1.0,7.0,44.0,1.0,3.0,58.0,11.0,1.0,24.0,6.0,12.0,48.0,1.0,152.0,3.0,,,,,,,,,,,,,,,,,,,,,
12745,Leighton Baines,Defender,Everton,11,England,2009-10,0.0,37.0,0.0,2.0,131.0,,,69.0,,210.0,37.0,356.0,1464.0,,,47.0,11.0,,3330.0,174.0,10.0,149.0,1036.0,,,68.0,25.0,141.0,46.0,109.0,,56.0,2.0,305.0,,153.0,37.0,,,24.0,2.0,759.0,36.0,258.0,25.0,,1379.0,43.0,832.0,24.0,,,72.0,2764.0,114.0,421.0,,146.0,59.0,30.0,18.0,9.0,16.0,9.0,,128.0,3.0,,72.0,22.0,,39.0,83.0,,24.0,237.0,68.0,7.0,45.0,6.0,18.0,76.0,1.0,340.0,,1.0,8.0,1.0,0.0,117.0,1.0,34.0,1.0,1.0,1.0,1.0,16.0,67.0,1.0,1.0,,,,,,
10466,John Heitinga,Defender,Ajax,215,Netherlands,2009-10,0.0,31.0,0.0,8.0,116.0,,,91.0,,160.0,29.0,278.0,1070.0,,,65.0,9.0,,2591.0,159.0,5.0,122.0,661.0,,,18.0,21.0,165.0,32.0,88.0,,28.0,0.0,275.0,,89.0,31.0,,,27.0,4.0,421.0,27.0,210.0,37.0,,1013.0,6.0,414.0,3.0,,,131.0,1611.0,91.0,380.0,,118.0,45.0,5.0,11.0,6.0,19.0,10.0,,13.0,2.0,2.0,9.0,28.0,,8.0,14.0,,4.0,17.0,16.0,13.0,64.0,15.0,50.0,96.0,,12.0,2.0,4.0,3.0,,,3.0,1.0,2.0,,,,,6.0,1.0,,,,,,,,
7645,Phil Jagielka,Defender,Stoke City,110,England,2009-10,0.0,12.0,0.0,0.0,28.0,,,23.0,,66.0,11.0,141.0,526.0,9.0,,45.0,5.0,,1035.0,66.0,3.0,34.0,319.0,,,3.0,25.0,133.0,10.0,15.0,,11.0,0.0,94.0,,54.0,12.0,,,3.0,2.0,191.0,7.0,49.0,32.0,3.0,486.0,1.0,234.0,,6.0,,66.0,778.0,54.0,197.0,,75.0,25.0,3.0,1.0,2.0,6.0,,,8.0,1.0,1.0,3.0,13.0,,10.0,6.0,1.0,,8.0,5.0,4.0,20.0,9.0,4.0,25.0,,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,
6219,Sylvain Distin,Defender,Bournemouth,91,France,2009-10,0.0,32.0,0.0,2.0,84.0,,,59.0,,151.0,32.0,291.0,1087.0,1.0,,140.0,8.0,,2860.0,178.0,9.0,93.0,681.0,,,5.0,35.0,418.0,39.0,29.0,,25.0,0.0,262.0,,111.0,32.0,,,13.0,5.0,299.0,30.0,122.0,85.0,,1050.0,2.0,549.0,9.0,1.0,,115.0,1783.0,125.0,498.0,,140.0,63.0,1.0,,2.0,5.0,4.0,,7.0,1.0,,1.0,55.0,1.0,14.0,12.0,,2.0,7.0,7.0,3.0,46.0,26.0,15.0,84.0,2.0,4.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,
16854,Philippe Senderos,Defender,Aston Villa,7,Switzerland,2009-10,0.0,2.0,0.0,0.0,,,,2.0,,4.0,1.0,8.0,24.0,,,1.0,1.0,,91.0,4.0,,3.0,13.0,,,,2.0,11.0,,,,1.0,0.0,4.0,,3.0,2.0,,,,,7.0,,3.0,1.0,,23.0,,12.0,,,,3.0,45.0,3.0,9.0,,4.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,1.0,2.0,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2009-10,0.0,3.0,0.0,0.0,4.0,,,7.0,,5.0,,18.0,35.0,,,,,,105.0,14.0,,14.0,16.0,,,1.0,1.0,2.0,3.0,4.0,,1.0,0.0,18.0,,5.0,3.0,,,1.0,,13.0,3.0,18.0,,,34.0,1.0,29.0,6.0,,,1.0,82.0,10.0,5.0,,13.0,4.0,1.0,1.0,,,,,4.0,,3.0,1.0,,,4.0,5.0,,1.0,4.0,2.0,,6.0,,1.0,1.0,,11.0,,,1.0,,,,,,,,,,,,,,,,,,,
69140,Shkodran Mustafi,Defender,Levante,855,Germany,2009-10,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61933,Shane Duffy,Defender,Norwich City U21,12946,Ireland,2009-10,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,Joseph Yobo,Defender,Norwich City,45,Nigeria,2009-10,0.0,17.0,0.0,2.0,24.0,,,35.0,,51.0,14.0,113.0,361.0,,,42.0,3.0,,1184.0,84.0,7.0,48.0,197.0,,,,17.0,169.0,22.0,18.0,,9.0,0.0,108.0,,43.0,17.0,,,16.0,1.0,87.0,15.0,66.0,36.0,,347.0,,202.0,4.0,,,51.0,650.0,46.0,161.0,,62.0,21.0,,2.0,2.0,3.0,1.0,,1.0,1.0,3.0,,6.0,,8.0,,1.0,,1.0,3.0,1.0,19.0,11.0,11.0,34.0,,,2.0,1.0,,1.0,0.0,,,,1.0,,,1.0,,,,,,,,,,
