playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,savesMadeCaught,groundDuelsLost,totalTackles,keyPassesAttemptAssists,tacklesLost,tacklesWon,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,blocks,clearancesOffTheLine,throughBalls,goalAssists,offsides,unsuccessfulLayoffs,ownGoalScored,shotsBlockedInBox,iboxBlocked,handballsConceded,goals,awayGoals,homeGoals,headedGoals,hitWoodwork,secondGoalAssists,successfulCornersIntoBox,rightFootGoals,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,setPiecesGoals,leftFootGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
85971,Son Heung-Min,Forward,Tottenham Hotspur,6,South Korea,2024-25,5.1313,0.0,,,126.0,30.0,24.0,133.0,833.0,,18.0,2.0,,2116.0,80.0,3.0,37.0,74.0,684.0,,2.0,37.5618,,16.0,35.0,305.0,,28.0,0.0,193.0,,192.0,85.0,30.0,,,523.0,32.0,175.0,6.0,0.0,,813.0,295.0,29.0,,,62.0,5.0,16.0,1217.0,1.0,195.0,,1.0,7.0,32.0,113.0,,101.0,17.0,41.0,8.0,9.0,9.0,0.0811,18.0,39.0,33.0,31.0,9.0,6.0,38.0,18.0,12.0,131.0,,11.0,41.0,60.0,73.0,1.0,13.0,29.0,1.0,6.0,25.0,274.0,12.0,13.0,9.0,3.0,7.3528,26.0,2.0,8.5554,14.0,14.0,,,4.0,9.0,12.0,2.0,,9.0,9.0,,7.0,2.0,5.0,,4.0,,5.0,4.0,5.0,5.0,,,,,3.0,1.0,2.0,1.0
212319,Richarlison,Forward,Tottenham Hotspur,6,Brazil,2024-25,0.608,0.0,,,35.0,15.0,4.0,36.0,96.0,,33.0,,,500.0,29.0,3.0,6.0,19.0,58.0,,1.0,6.9354,,8.0,9.0,25.0,,13.0,0.0,84.0,,30.0,11.0,15.0,,,28.0,6.0,51.0,10.0,0.0,,90.0,73.0,1.0,,,17.0,,2.0,194.0,,34.0,,2.0,1.0,14.0,55.0,,32.0,5.0,3.0,2.0,3.0,2.0,,2.0,15.0,4.0,5.0,,11.0,,2.0,23.0,30.0,,,14.0,5.0,22.0,,8.0,,,7.0,,24.0,,4.0,,4.0,3.7163,7.0,1.0,3.9269,3.0,3.0,1.0,,,1.0,3.0,2.0,,2.0,2.0,,4.0,2.0,2.0,3.0,,,,,,,,,,,1.0,,,
511499,Mathys Tel,Forward,Tottenham Hotspur,6,France,2024-25,1.5058,0.0,,,47.0,13.0,11.0,52.0,223.0,,11.0,1.0,,913.0,51.0,2.0,19.0,47.0,161.0,,,19.7525,1.0,8.0,20.0,89.0,,16.0,0.0,126.0,,48.0,38.0,13.0,,,123.0,18.0,115.0,4.0,0.0,,219.0,160.0,15.0,,,22.0,2.0,10.0,453.0,4.0,55.0,,2.0,5.0,14.0,75.0,,68.0,16.0,13.0,10.0,6.0,5.0,0.044,9.0,14.0,9.0,19.0,,2.0,8.0,7.0,7.0,40.0,,7.0,31.0,28.0,46.0,1.0,5.0,5.0,1.0,14.0,6.0,64.0,7.0,5.0,,6.0,2.9788,9.0,5.0,3.1945,5.0,5.0,1.0,,2.0,1.0,1.0,3.0,,9.0,9.0,,2.0,1.0,1.0,,,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
165153,Timo Werner,Forward,Tottenham Hotspur,6,Germany,2024-25,1.5159,0.0,,,45.0,18.0,4.0,51.0,198.0,,1.0,,,508.0,21.0,,24.0,21.0,145.0,,2.0,11.8394,,6.0,12.0,71.0,,5.0,0.0,49.0,,51.0,18.0,18.0,,,117.0,12.0,48.0,,0.0,,195.0,108.0,10.0,,,21.0,1.0,2.0,326.0,2.0,33.0,,0.0,6.0,8.0,28.0,,27.0,6.0,7.0,2.0,4.0,3.0,,,8.0,3.0,24.0,,14.0,2.0,3.0,1.0,34.0,,9.0,8.0,25.0,14.0,,5.0,7.0,,3.0,1.0,55.0,8.0,4.0,,,0.9763,3.0,2.0,0.5196,2.0,2.0,1.0,,2.0,3.0,5.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,
154566,Dominic Solanke,Forward,Tottenham Hotspur,6,England,2024-25,1.1533,0.0,,,97.0,27.0,25.0,101.0,353.0,,107.0,2.0,,2206.0,117.0,3.0,26.0,71.0,241.0,,2.0,45.2662,1.0,23.0,43.0,84.0,,36.0,1.0,305.0,,103.0,38.0,27.0,,,164.0,40.0,198.0,46.0,0.0,,317.0,264.0,17.0,,,69.0,1.0,11.0,750.0,,89.0,,0.0,4.0,28.0,188.0,,127.0,18.0,11.0,7.0,11.0,1.0,,16.0,44.0,19.0,3.0,2.0,2.0,,1.0,61.0,117.0,,11.0,31.0,3.0,82.0,,18.0,18.0,,36.0,,97.0,2.0,7.0,2.0,16.0,10.973,26.0,7.0,9.0033,16.0,16.0,9.0,,3.0,3.0,5.0,7.0,1.0,14.0,14.0,2.0,9.0,2.0,7.0,2.0,,,,5.0,1.0,1.0,,,,,2.0,,1.0,1.0
242898,Brennan Johnson,Forward,Crystal Palace,31,Wales,2024-25,2.0489,0.0,,,125.0,33.0,24.0,138.0,571.0,,27.0,1.0,,2179.0,91.0,4.0,63.0,84.0,429.0,,1.0,41.2415,,10.0,38.0,57.0,,26.0,4.0,192.0,,158.0,63.0,33.0,,,322.0,34.0,165.0,7.0,0.0,,571.0,257.0,19.0,,,194.0,4.0,4.0,916.0,4.0,117.0,,5.0,13.0,20.0,101.0,,81.0,39.0,16.0,13.0,26.0,6.0,,11.0,43.0,14.0,47.0,,9.0,,6.0,20.0,135.0,2.0,22.0,22.0,47.0,39.0,,23.0,36.0,,27.0,,162.0,10.0,10.0,,14.0,10.3966,20.0,3.0,9.1557,9.0,9.0,3.0,,,3.0,12.0,3.0,,11.0,11.0,3.0,11.0,5.0,6.0,,4.0,,,8.0,,,,,,,3.0,2.0,,
550839,Wilson Odobert,Forward,Tottenham Hotspur,6,France,2024-25,0.7564,0.0,,,35.0,16.0,9.0,37.0,243.0,,12.0,,,849.0,33.0,2.0,19.0,29.0,202.0,,1.0,21.0291,1.0,5.0,20.0,53.0,,3.0,0.0,82.0,,48.0,34.0,16.0,,,145.0,18.0,70.0,4.0,0.0,,237.0,121.0,12.0,,,50.0,4.0,4.0,412.0,1.0,65.0,,0.0,2.0,10.0,49.0,,41.0,14.0,6.0,9.0,5.0,4.0,,5.0,8.0,3.0,21.0,3.0,7.0,1.0,4.0,8.0,38.0,,6.0,17.0,21.0,34.0,,4.0,9.0,,2.0,,92.0,2.0,6.0,3.0,1.0,1.6118,4.0,4.0,0.9721,2.0,2.0,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,,,,,,,,
490145,Dane Scarlett,Forward,Tottenham Hotspur U21,12968,England,2024-25,0.0002,0.0,,,1.0,3.0,,2.0,5.0,,1.0,,,31.0,3.0,,1.0,2.0,3.0,,,0.8954,,1.0,1.0,1.0,,1.0,0.0,4.0,,2.0,3.0,3.0,,,1.0,1.0,3.0,1.0,0.0,,5.0,3.0,,,,1.0,,,10.0,,2.0,,0.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,3.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,0.0358,1.0,,0.0498,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
499721,Mikey Moore,Forward,Tottenham Hotspur,6,England,2024-25,0.5568,0.0,,,13.0,10.0,3.0,14.0,78.0,,7.0,,,361.0,12.0,,7.0,11.0,63.0,,,7.1358,,4.0,5.0,15.0,,7.0,0.0,45.0,,25.0,11.0,10.0,,,45.0,5.0,38.0,1.0,0.0,,75.0,63.0,2.0,,,8.0,1.0,1.0,155.0,,20.0,,0.0,1.0,,33.0,,27.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,12.0,1.0,7.0,6.0,1.0,6.0,14.0,,2.0,13.0,15.0,20.0,,1.0,7.0,,3.0,3.0,30.0,2.0,3.0,1.0,3.0,0.2006,1.0,4.0,,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
574799,Damola Ajayi,Forward,Tottenham Hotspur U21,12968,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
