playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,successfulCrossesAndCorners,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,foulAttemptedTackle,handballsConceded,expectedGoals,blockedShots,offsides,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,lastPlayerTackle,redCards2ndYellow,iboxBlocked,oboxBlocked,headedGoals,shotsBlockedOutsideBox,leftFootGoals,clearancesOffTheLine,goalAssists,shotsOnTargetOutsideBox,oboxTarget,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
153682,Harry Wilson,Forward,Fulham,54,Wales,2023-24,72.0,2.7379,0.0,,,103.0,35.0,16.0,121.0,582.0,,,11.0,1.0,,1614.0,6.0,81.0,7.0,76.0,432.0,,6.0,30.1155,,2.0,11.0,30.0,83.0,,40.0,1.0,153.0,,124.0,78.0,35.0,,,311.0,23.0,142.0,5.0,0.0,,564.0,11.0,215.0,,,198.0,29.0,898.0,3.0,162.0,,6.0,18.0,30.0,9.0,13.0,1.0,3.5381,21.0,29.0,3.0,20.0,18.0,4.0,2.0,19.0,12.0,,45.0,57.0,,16.0,66.0,24.0,2.0,,7.0,16.0,30.0,28.0,16.0,14.0,15.0,3.0,21.0,10.0,177.0,5.0,11.0,2.0,17.0,,3.3849,11.0,5.0,6.0,6.0,6.0,,,6.0,5.0,,5.0,4.0,,6.0,3.0,3.0,1.0,0.1592,19.0,2.0,3.0,3.0,11.0,1.0,1.0,,
102057,Raúl Jiménez,Forward,Fulham,54,Mexico,2023-24,133.0,0.9912,1.0,,,102.0,24.0,18.0,113.0,373.0,,,104.0,,,1402.0,60.0,93.0,5.0,49.0,248.0,,6.0,26.682,,,13.0,26.0,94.0,,21.0,2.0,226.0,,91.0,43.0,24.0,,,160.0,21.0,122.0,44.0,1.0,,363.0,11.0,212.0,,,90.0,12.0,631.0,3.0,102.0,,3.0,11.0,21.0,2.0,17.0,4.0,5.6601,18.0,31.0,4.0,25.0,5.0,7.0,3.0,6.0,2.0,,21.0,70.0,1.0,11.0,73.0,8.0,4.0,5.0,6.0,12.0,5.0,44.0,14.0,12.0,10.0,3.0,17.0,4.0,98.0,,13.0,2.0,11.0,,5.1552,10.0,12.0,8.0,8.0,8.0,,,8.0,2.0,2.0,2.0,,,,2.0,2.0,,,,,,,,,5.0,,
244042,Rodrigo Muniz,Forward,Fulham,54,Brazil,2023-24,184.0,0.9327,0.0,,,79.0,26.0,18.0,83.0,219.0,,,185.0,,,1597.0,110.0,120.0,5.0,45.0,129.0,,1.0,23.6058,,,20.0,27.0,69.0,,34.0,2.0,304.0,,62.0,34.0,26.0,,,86.0,22.0,119.0,75.0,0.0,,205.0,11.0,190.0,,,38.0,7.0,533.0,1.0,50.0,,1.0,4.0,20.0,,27.0,3.0,9.2622,7.0,56.0,1.0,14.0,2.0,9.0,2.0,8.0,,,10.0,126.0,,17.0,74.0,6.0,7.0,7.0,4.0,13.0,2.0,47.0,29.0,3.0,5.0,3.0,24.0,6.0,50.0,,11.0,3.0,19.0,1.0,8.727,17.0,4.0,16.0,16.0,15.0,,,15.0,2.0,2.0,2.0,,,1.0,2.0,2.0,,,,,,,,,2.0,,
440323,Armando Broja,Forward,Burnley,90,Albania,2023-24,70.0,0.2902,0.0,,,16.0,21.0,6.0,17.0,119.0,,,34.0,,,535.0,24.0,39.0,1.0,29.0,101.0,,1.0,6.24,,1.0,3.0,9.0,25.0,,11.0,0.0,109.0,,20.0,16.0,21.0,,,74.0,8.0,75.0,10.0,0.0,,111.0,6.0,80.0,,,19.0,1.0,252.0,,28.0,,0.0,1.0,2.0,,2.0,3.0,0.3867,3.0,9.0,,14.0,2.0,1.0,1.0,15.0,,,6.0,45.0,,3.0,46.0,5.0,0.0,1.0,3.0,20.0,2.0,38.0,7.0,,15.0,1.0,9.0,,55.0,,6.0,1.0,8.0,1.0,2.3781,4.0,6.0,1.0,1.0,4.0,,,4.0,,,,,,1.0,,,,,,,,,,1.0,3.0,,
159533,Adama Traoré,Forward,West Ham United,21,Spain,2023-24,29.0,0.8899,0.0,,,19.0,17.0,1.0,21.0,111.0,,,15.0,,,364.0,6.0,26.0,1.0,17.0,87.0,,2.0,11.3505,,,2.0,13.0,15.0,,4.0,0.0,55.0,,31.0,13.0,17.0,,,76.0,12.0,40.0,9.0,0.0,,111.0,7.0,73.0,,,32.0,3.0,217.0,1.0,19.0,,2.0,2.0,7.0,5.0,7.0,3.0,2.1365,4.0,10.0,,3.0,21.0,2.0,1.0,16.0,5.0,,9.0,25.0,,4.0,23.0,2.0,1.0,2.0,1.0,6.0,21.0,15.0,3.0,3.0,9.0,,5.0,1.0,33.0,2.0,1.0,1.0,4.0,,1.5289,1.0,,3.0,3.0,1.0,,,1.0,,,,,,3.0,2.0,2.0,,,,,,,,,1.0,,
245824,Carlos Vinícius,Forward,Fulham,54,Brazil,2023-24,32.0,0.0967,0.0,,,15.0,13.0,2.0,15.0,61.0,,,15.0,,,306.0,11.0,11.0,2.0,7.0,46.0,,,2.7507,,,1.0,5.0,8.0,,2.0,1.0,43.0,,14.0,9.0,13.0,,,27.0,3.0,28.0,4.0,0.0,,60.0,,41.0,,,23.0,,116.0,,19.0,,2.0,,3.0,,5.0,1.0,1.5287,3.0,9.0,,6.0,1.0,2.0,0.0,11.0,,,5.0,16.0,,5.0,21.0,4.0,2.0,,1.0,6.0,1.0,13.0,4.0,2.0,2.0,,4.0,,16.0,,2.0,,1.0,,1.6022,,6.0,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,2.0,,
96994,Bobby De Cordova-Reid,Forward,Leicester City,13,Jamaica,2023-24,74.0,1.1699,0.0,,,81.0,33.0,17.0,93.0,442.0,,,37.0,1.0,,1424.0,24.0,68.0,6.0,55.0,339.0,,4.0,23.8795,,4.0,12.0,29.0,73.0,,25.0,2.0,142.0,,123.0,60.0,33.0,,,220.0,23.0,105.0,13.0,0.0,,439.0,13.0,180.0,,,124.0,10.0,713.0,6.0,135.0,,4.0,12.0,28.0,6.0,8.0,2.0,4.3819,22.0,26.0,2.0,13.0,29.0,6.0,3.0,16.0,6.0,,38.0,58.0,,15.0,50.0,22.0,3.0,4.0,8.0,12.0,29.0,22.0,18.0,14.0,8.0,2.0,16.0,5.0,122.0,9.0,16.0,1.0,12.0,,4.5488,7.0,4.0,1.0,1.0,4.0,,,4.0,3.0,1.0,3.0,1.0,,2.0,1.0,1.0,,,1.0,,,,,,2.0,,
153133,Alex Iwobi,Forward,Fulham,54,Nigeria,2023-24,106.0,3.9705,0.0,,,144.0,32.0,27.0,186.0,1012.0,,,25.0,,,2341.0,19.0,82.0,11.0,76.0,786.0,,5.0,33.5829,,2.0,6.0,41.0,202.0,,5.0,2.0,188.0,,296.0,150.0,32.0,,,562.0,30.0,163.0,6.0,0.0,,999.0,20.0,367.0,,,278.0,40.0,1420.0,11.0,277.0,,2.0,42.0,51.0,12.0,20.0,7.0,5.432,31.0,37.0,6.0,18.0,52.0,5.0,2.0,5.0,13.0,,52.0,87.0,,51.0,87.0,18.0,3.0,4.0,13.0,33.0,57.0,62.0,17.0,18.0,40.0,,12.0,15.0,236.0,9.0,17.0,1.0,9.0,1.0,5.3291,18.0,8.0,6.0,6.0,10.0,,,10.0,7.0,,7.0,1.0,,2.0,7.0,7.0,,,7.0,1.0,,,5.0,,1.0,,
47431,Willian,Forward,Fulham,54,Brazil,2023-24,93.0,4.4983,0.0,,,140.0,31.0,24.0,154.0,1059.0,,,25.0,3.0,,2054.0,16.0,86.0,4.0,77.0,845.0,,2.0,29.0076,,1.0,10.0,28.0,413.0,,30.0,1.0,179.0,,227.0,99.0,31.0,,,602.0,24.0,154.0,9.0,0.0,,1035.0,19.0,300.0,,,90.0,60.0,1416.0,2.0,324.0,,1.0,14.0,42.0,11.0,18.0,1.0,6.1296,18.0,28.0,8.0,29.0,35.0,4.0,0.0,7.0,21.0,,33.0,75.0,,42.0,77.0,13.0,4.0,4.0,7.0,25.0,54.0,51.0,10.0,11.0,29.0,,9.0,9.0,329.0,6.0,15.0,,7.0,,5.1368,17.0,1.0,7.0,7.0,9.0,,,9.0,8.0,,8.0,,,2.0,7.0,7.0,1.0,0.2352,36.0,11.0,2.0,2.0,16.0,,3.0,2.0,2.0
490146,Jay Stansfield,Forward,Birmingham City,41,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
