playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,tacklesLost,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,expectedGoals,substituteOff,hitWoodwork,throughBalls,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,goals,awayGoals,homeGoals,leftFootGoals,expectedGoalsFreekick,cornersTakenInclShortCorners,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,successfulCornersIntoBox,secondGoalAssists,headedGoals,penaltiesTaken,penaltyGoals
232980,Max Aarons,Defender,Rangers,67,England,2019-20,175.0,,2.7942,0.0,,,168.0,36.0,36.0,283.0,1339.0,,,72.0,5.0,,3240.0,,50.0,167.0,8.0,,82.0,145.0,1018.0,,,4.0,64.5673,,12.0,73.0,71.0,125.0,55.0,,49.0,0.0,342.0,17.0,,476.0,178.0,36.0,,51.0,502.0,63.0,82.0,270.0,22.0,0.0,,1316.0,530.0,,,456.0,29.0,37.0,38.0,2275.0,81.0,570.0,12.0,,7.0,115.0,124.0,,16.0,6.0,4.0,14.0,0.8856,48.0,8.0,1.0,2.0,1.0,57.0,3.0,2.0,16.0,4.0,4.0,45.0,39.0,22.0,4.0,18.0,57.0,4.0,4.0,20.0,30.0,48.0,29.0,2.0,352.0,260.0,2.0,3.0,0.597,,,,,,,,,,,,,,,,,,,,,
113564,Sam Byram,Defender,Leeds United,2,England,2019-20,87.0,,0.5688,0.0,,,98.0,17.0,15.0,141.0,636.0,,,82.0,3.0,,1294.0,1.0,39.0,97.0,2.0,,23.0,54.0,480.0,,,2.0,23.429,,4.0,61.0,23.0,48.0,163.0,,8.0,0.0,184.0,8.0,,232.0,73.0,17.0,,9.0,239.0,21.0,14.0,102.0,43.0,0.0,,625.0,193.0,,,56.0,16.0,26.0,15.0,1037.0,30.0,257.0,9.0,,4.0,43.0,58.0,2.0,1.0,5.0,2.0,4.0,0.2536,40.0,10.0,,3.0,,6.0,1.0,1.0,1.0,2.0,2.0,38.0,13.0,6.0,4.0,18.0,6.0,4.0,8.0,6.0,22.0,6.0,8.0,,185.0,113.0,1.0,1.0,1.3889,2.0,1.0,,,,,,,,,,,,,,,,,,,
198826,Ben Godfrey,Defender,Sheffield United U21,19592,England,2019-20,70.0,,0.465,1.0,,,102.0,30.0,30.0,201.0,1660.0,,,108.0,2.0,,2646.0,,42.0,105.0,7.0,1.0,20.0,39.0,1364.0,,,2.0,55.4121,1.0,9.0,148.0,62.0,28.0,466.0,,9.0,0.0,175.0,4.0,,568.0,162.0,30.0,,4.0,330.0,55.0,8.0,67.0,66.0,1.0,,1631.0,227.0,,,462.0,15.0,25.0,95.0,2005.0,50.0,1129.0,9.0,,3.0,99.0,92.0,,,,6.0,,0.4764,22.0,15.0,,,,3.0,,,,5.0,5.0,12.0,,3.0,,8.0,3.0,,9.0,1.0,14.0,8.0,37.0,,164.0,11.0,,1.0,0.7256,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
83428,Grant Hanley,Defender,Hibernian,58,Scotland,2019-20,38.0,,0.033,0.0,,,61.0,15.0,14.0,113.0,658.0,,,62.0,2.0,,1262.0,,18.0,89.0,3.0,,10.0,45.0,513.0,,,2.0,21.8504,1.0,4.0,76.0,25.0,20.0,158.0,,20.0,0.0,127.0,7.0,,244.0,56.0,15.0,,1.0,94.0,22.0,3.0,65.0,44.0,0.0,,631.0,124.0,,,205.0,12.0,31.0,32.0,877.0,14.0,451.0,11.0,,4.0,52.0,42.0,1.0,,1.0,2.0,,0.2149,24.0,7.0,,,,,,,,2.0,2.0,10.0,,,1.0,9.0,,1.0,5.0,,15.0,2.0,18.0,,51.0,,,,0.6236,1.0,,,,,,,,,,,,,,,,,,,,
192303,Christoph Zimmermann,Defender,Norwich City,45,Germany,2019-20,44.0,,0.057,0.0,,,66.0,17.0,16.0,138.0,661.0,,,49.0,3.0,,1431.0,,22.0,73.0,3.0,2.0,11.0,46.0,477.0,,,3.0,26.5167,,12.0,87.0,27.0,22.0,89.0,,9.0,0.0,117.0,4.0,,305.0,79.0,17.0,,2.0,139.0,24.0,6.0,68.0,27.0,0.0,,642.0,150.0,,,226.0,9.0,19.0,46.0,875.0,32.0,384.0,3.0,,3.0,72.0,55.0,1.0,,1.0,1.0,,0.334,32.0,5.0,1.0,,,,,,,,,8.0,,1.0,1.0,11.0,,1.0,4.0,,21.0,5.0,18.0,,41.0,3.0,,2.0,0.3693,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
194799,Jamal Lewis,Defender,Newcastle United,4,Northern Ireland,2019-20,101.0,,1.2445,0.0,,,147.0,28.0,25.0,220.0,1044.0,,,29.0,2.0,,2303.0,,22.0,116.0,8.0,,56.0,109.0,793.0,,,2.0,49.5445,,15.0,55.0,56.0,79.0,330.0,,23.0,1.0,217.0,15.0,,432.0,141.0,28.0,,30.0,365.0,48.0,51.0,188.0,7.0,0.0,,1034.0,374.0,,,33.0,15.0,25.0,31.0,1710.0,43.0,469.0,7.0,,4.0,73.0,85.0,3.0,10.0,2.0,4.0,5.0,0.8471,51.0,7.0,,,,34.0,2.0,,10.0,1.0,1.0,25.0,24.0,15.0,2.0,16.0,34.0,2.0,3.0,12.0,35.0,35.0,12.0,,249.0,218.0,,1.0,0.3644,4.0,,1.0,2.0,2.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,
84384,Timm Klose,Defender,Bristol City,113,Switzerland,2019-20,32.0,,0.0271,0.0,,,36.0,7.0,7.0,60.0,393.0,,,38.0,,,585.0,,21.0,31.0,1.0,,3.0,14.0,318.0,,,,11.2127,,,27.0,13.0,11.0,160.0,,7.0,0.0,63.0,,,142.0,30.0,7.0,,1.0,58.0,12.0,2.0,25.0,17.0,0.0,,384.0,67.0,,,57.0,8.0,7.0,15.0,475.0,7.0,275.0,1.0,,0.0,24.0,27.0,,,2.0,,1.0,,8.0,1.0,,,,,,,,,,4.0,,,2.0,6.0,,2.0,1.0,1.0,2.0,2.0,6.0,,34.0,3.0,,1.0,0.2005,1.0,,,,,,,,,,,,,,,,,,,,
101061,Philip Heise,Defender,Norwich City,45,Germany,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444253,Jordan Thomas,Defender,Barnet,34,England,2019-20,1.0,,,0.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232667,Akin Famewo,Defender,Hull City,88,England,2019-20,,,,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
