playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,aerialDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,goalAssists,substituteOn,shotsBlockedInBox,iboxBlocked,goals,awayGoals,unsuccessfulLayoffs,homeGoals,headedGoals,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,rightFootGoals,cornersTakenInclShortCorners,leftFootGoals,redCards2ndYellow,unsuccessfulCornersIntoBox,hitWoodwork,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,secondGoalAssists,foulWonPenalty,setPiecesGoals,ownGoalScored,otherGoals
37748,Bacary Sagna,Defender,Manchester City,43,France,2012-13,90.0,,2.1045,0.0,,,173.0,25.0,25.0,198.0,1497.0,,,110.0,9.0,,2240.0,166.0,5.0,1.0,91.0,1259.0,,,4.0,26.3635,10.0,90.0,26.0,55.0,41.0,,25.0,0.0,256.0,,525.0,105.0,25.0,,,752.0,21.0,146.0,75.0,0.0,,1484.0,370.0,,,653.0,21.0,32.0,40.0,2193.0,29.0,564.0,,1.0,2.0,25.0,65.0,35.0,17.0,1.0,1.0,1.0,0.0373,56.0,2.0,5.0,11.0,89.0,1.0,2.0,17.0,2.0,2.0,17.0,28.0,20.0,10.0,1.0,15.0,89.0,32.0,1.0,15.0,46.0,10.0,7.0,278.0,231.0,1.0,2.0,0.1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,West Bromwich Albion,35,England,2012-13,128.0,,2.4744,0.0,,,152.0,27.0,23.0,178.0,1108.0,,,90.0,7.0,,2099.0,138.0,5.0,,98.0,901.0,,,2.0,25.2017,8.0,79.0,23.0,78.0,513.0,,11.0,0.0,266.0,,384.0,111.0,27.0,,,531.0,18.0,176.0,40.0,0.0,,1093.0,358.0,,,29.0,19.0,64.0,29.0,1796.0,25.0,416.0,,1.0,2.0,26.0,68.0,50.0,17.0,4.0,3.0,6.0,0.2865,76.0,5.0,3.0,6.0,79.0,5.0,3.0,17.0,5.0,5.0,54.0,35.0,28.0,20.0,,25.0,79.0,38.0,2.0,23.0,56.0,11.0,8.0,182.0,181.0,3.0,3.0,0.43,3.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2012-13,69.0,,1.0338,1.0,,,123.0,34.0,33.0,145.0,1702.0,,,129.0,14.0,,3028.0,142.0,5.0,1.0,54.0,1499.0,,,3.0,34.9813,15.0,163.0,29.0,28.0,340.0,,19.0,2.0,211.0,,780.0,122.0,34.0,,,350.0,24.0,82.0,88.0,1.0,,1691.0,154.0,,,489.0,12.0,52.0,58.0,2043.0,39.0,1207.0,,,3.0,22.0,67.0,41.0,,5.0,6.0,,1.7849,34.0,12.0,,4.0,,,,,6.0,6.0,37.0,,3.0,11.0,6.0,1.0,,2.0,6.0,5.0,23.0,1.0,20.0,93.0,1.0,,,1.8515,,1.0,8.0,8.0,3.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
15943,Thomas Vermaelen,Defender,Vissel Kobe,2738,Belgium,2012-13,87.0,,0.8051,0.0,,,92.0,29.0,25.0,160.0,1167.0,,,121.0,5.0,,2237.0,139.0,6.0,,72.0,923.0,,,2.0,30.8433,16.0,131.0,32.0,33.0,468.0,,19.0,0.0,226.0,,442.0,89.0,29.0,,,329.0,26.0,105.0,67.0,0.0,,1144.0,191.0,,,178.0,20.0,47.0,84.0,1521.0,70.0,679.0,,,3.0,68.0,40.0,54.0,1.0,5.0,3.0,3.0,0.6255,43.0,8.0,2.0,,5.0,1.0,3.0,1.0,4.0,4.0,20.0,2.0,4.0,8.0,5.0,1.0,5.0,5.0,5.0,,35.0,10.0,19.0,79.0,12.0,2.0,3.0,0.6899,,4.0,4.0,4.0,,,,,,0.151,2.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2012-13,53.0,,0.2128,1.0,,,91.0,25.0,20.0,128.0,765.0,,,89.0,7.0,,1673.0,117.0,4.0,1.0,60.0,601.0,,,3.0,16.8252,4.0,122.0,17.0,21.0,223.0,,16.0,2.0,170.0,,318.0,91.0,25.0,,,185.0,13.0,81.0,57.0,1.0,,753.0,142.0,,,189.0,15.0,41.0,36.0,1042.0,27.0,453.0,,1.0,1.0,37.0,41.0,32.0,1.0,,4.0,,1.3019,42.0,10.0,2.0,3.0,3.0,,,1.0,4.0,4.0,21.0,,1.0,7.0,5.0,3.0,3.0,3.0,6.0,1.0,35.0,2.0,9.0,35.0,,1.0,,1.9887,1.0,5.0,,,2.0,2.0,,0.0,,,,,,,,2.0,,,,,,,,,,,,,
57214,André Santos,Defender,Arsenal,3,Brazil,2012-13,35.0,,0.3777,0.0,,,30.0,8.0,3.0,34.0,310.0,,,8.0,1.0,,395.0,26.0,,,23.0,261.0,,,,5.0707,2.0,10.0,4.0,30.0,131.0,,3.0,0.0,61.0,,91.0,32.0,8.0,,,167.0,4.0,53.0,3.0,0.0,,303.0,58.0,,,29.0,4.0,16.0,15.0,427.0,5.0,114.0,,,0.0,4.0,9.0,5.0,5.0,1.0,1.0,,0.3308,19.0,3.0,1.0,9.0,4.0,,,5.0,2.0,2.0,8.0,2.0,5.0,3.0,,5.0,4.0,14.0,2.0,3.0,16.0,1.0,,59.0,28.0,,,0.2011,,5.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Real Sociedad,188,Spain,2012-13,33.0,,0.6521,0.0,,,47.0,10.0,9.0,57.0,432.0,,,23.0,5.0,,792.0,38.0,1.0,,27.0,365.0,,,1.0,8.0804,6.0,24.0,5.0,21.0,195.0,,7.0,2.0,71.0,,156.0,43.0,10.0,,,226.0,4.0,48.0,11.0,0.0,,424.0,92.0,,,9.0,6.0,25.0,10.0,630.0,15.0,152.0,,,2.0,10.0,22.0,12.0,3.0,1.0,1.0,,0.3143,17.0,5.0,,3.0,12.0,,1.0,3.0,,,9.0,10.0,6.0,2.0,,4.0,12.0,7.0,4.0,3.0,15.0,3.0,,72.0,54.0,1.0,1.0,0.2159,1.0,1.0,,,1.0,1.0,,0.0,,,,,,,,,,1.0,,,,,,,,,,,
13439,Sébastien Squillaci,Defender,Arsenal,3,France,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Bromley,2050,England,2012-13,51.0,,0.6488,1.0,,,91.0,14.0,14.0,119.0,797.0,,,34.0,5.0,,1188.0,65.0,2.0,,48.0,639.0,,,,14.6113,6.0,33.0,11.0,34.0,39.0,,6.0,0.0,116.0,,252.0,62.0,14.0,,,400.0,9.0,82.0,17.0,0.0,,790.0,207.0,,,352.0,12.0,8.0,39.0,1123.0,26.0,285.0,,1.0,0.0,28.0,39.0,17.0,7.0,1.0,2.0,2.0,0.7701,32.0,3.0,2.0,6.0,52.0,,1.0,7.0,1.0,1.0,13.0,4.0,9.0,13.0,2.0,8.0,52.0,20.0,1.0,13.0,19.0,10.0,4.0,154.0,109.0,2.0,1.0,0.1954,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,
