playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,keyPassesAttemptAssists,shotsBlockedInBox,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,successfulCrossesOpenPlay,expectedGoalsFreekick,goalAssists,successfulLayoffs,foulWonPenalty,successfulCrossesAndCorners,unsuccessfulLayoffs,penaltiesConceded,throwInsToOppositionPlayer,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,substituteOn,redCards2ndYellow,penaltiesTaken,rightFootGoals,penaltyGoals,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox
102380,Antonio Rüdiger,Defender,Real Madrid,186,Germany,2018-19,121.0,,0.7381,0.0,,34.0,,133.0,33.0,33.0,216.0,2537.0,,158.0,11.0,,2874.0,134.0,6.0,14.0,51.0,2172.0,,,1.0,33.1199,11.0,95.0,35.0,46.0,503.0,,15.0,255.0,7.0,,852.0,206.0,33.0,,,802.0,29.0,97.0,83.0,0.0,,2486.0,243.0,16.0,4.0,,,1024.0,149.0,2846.0,28.0,1519.0,,7.0,83.0,85.0,7.0,6.0,1.9191,20.0,8.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,75.0,25.0,8.0,4.0,2.0,18.0,1.0,1.0,1.0,4.0,14.0,3.0,8.0,28.0,32.0,1.0,158.0,11.0,3.0,1.0,3.0,4.0,2.5438,,,,,,,,,,,,,,,,,,,,,,
82263,Marcos Alonso,Defender,Celta de Vigo,176,Spain,2018-19,150.0,,2.5632,0.0,,74.0,,217.0,31.0,31.0,281.0,1881.0,,120.0,13.0,,2761.0,193.0,6.0,75.0,127.0,1557.0,,,1.0,27.9113,10.0,86.0,28.0,96.0,738.0,,37.0,343.0,23.0,,651.0,213.0,31.0,,,933.0,22.0,223.0,66.0,0.0,,1851.0,474.0,46.0,16.0,,,130.0,43.0,2746.0,42.0,676.0,,6.0,64.0,110.0,14.0,7.0,1.4606,31.0,2.0,89.0,2.0,2.0,8.0,2.0,3.0,3.0,54.0,74.0,29.0,6.0,2.0,28.0,16.0,,89.0,6.0,24.0,15.0,2.0,28.0,39.0,,362.0,253.0,2.0,6.0,8.0,15.0,3.4007,9.0,0.5334,4.0,5.0,2.0,9.0,1.0,1.0,19.0,2.0,8.0,8.0,1.0,,,,,,,,,
135363,Andreas Christensen,Defender,Barcelona,178,Denmark,2018-19,26.0,,0.0581,0.0,,10.0,,25.0,8.0,6.0,33.0,458.0,,35.0,3.0,,615.0,32.0,2.0,6.0,14.0,416.0,,,,6.1642,2.0,27.0,7.0,9.0,125.0,,3.0,58.0,2.0,,143.0,49.0,8.0,,,141.0,5.0,23.0,18.0,0.0,,443.0,36.0,4.0,1.0,,,170.0,9.0,523.0,7.0,284.0,,1.0,8.0,15.0,,,,,,,,,,,,,17.0,3.0,,,,6.0,,,,,,,2.0,8.0,4.0,,20.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,
103192,Kurt Zouma,Defender,West Ham United,21,France,2018-19,92.0,,0.637,1.0,,32.0,,138.0,32.0,29.0,237.0,1442.0,,150.0,10.0,,2612.0,152.0,5.0,24.0,54.0,1103.0,,,1.0,37.1532,14.0,120.0,38.0,40.0,488.0,,15.0,244.0,15.0,,535.0,158.0,32.0,,,379.0,33.0,94.0,98.0,0.0,,1405.0,279.0,21.0,7.0,,,305.0,102.0,1826.0,54.0,826.0,,3.0,99.0,97.0,4.0,3.0,1.0686,15.0,,2.0,2.0,2.0,1.0,,1.0,1.0,52.0,41.0,4.0,3.0,,11.0,1.0,2.0,2.0,3.0,12.0,4.0,12.0,20.0,54.0,,114.0,15.0,,1.0,1.0,12.0,1.4956,,,2.0,,,,,,6.0,,,,,3.0,1.0,,,,,,,
105700,Davide Zappacosta,Defender,Atalanta,456,Italy,2018-19,8.0,,0.1554,0.0,,,,13.0,4.0,1.0,15.0,75.0,,5.0,1.0,,125.0,6.0,,3.0,3.0,58.0,,,,0.6179,,4.0,,6.0,4.0,,1.0,14.0,,,21.0,4.0,4.0,,,24.0,,9.0,3.0,0.0,,73.0,23.0,,2.0,,,28.0,2.0,113.0,1.0,36.0,,0.0,2.0,5.0,,1.0,0.0406,2.0,,1.0,,,,,1.0,1.0,2.0,6.0,1.0,,,,1.0,,1.0,,1.0,2.0,,2.0,3.0,,22.0,14.0,,,,,0.0889,,,,,,,,,1.0,,,,,3.0,,,,,,,,
19419,Gary Cahill,Defender,Bournemouth,91,England,2018-19,,,0.0014,0.0,,,,2.0,2.0,,2.0,18.0,,1.0,,,22.0,1.0,,,,16.0,,,,0.3797,,1.0,,,2.0,,,1.0,,,13.0,,2.0,,,11.0,,,1.0,0.0,,18.0,2.0,,,,,2.0,,19.0,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
41328,César Azpilicueta,Defender,Atlético de Madrid,175,Spain,2018-19,137.0,,3.1358,0.0,,105.0,,259.0,38.0,38.0,323.0,2483.0,,119.0,15.0,,3403.0,199.0,8.0,121.0,130.0,2112.0,,,1.0,37.4159,14.0,75.0,39.0,87.0,160.0,,16.0,336.0,47.0,,792.0,201.0,38.0,,,1118.0,31.0,217.0,69.0,0.0,,2445.0,515.0,60.0,10.0,,,1137.0,48.0,3419.0,41.0,1063.0,,4.0,64.0,128.0,5.0,7.0,1.6009,12.0,2.0,97.0,1.0,2.0,2.0,2.0,4.0,4.0,50.0,50.0,22.0,3.0,2.0,45.0,12.0,1.0,97.0,3.0,5.0,19.0,16.0,39.0,43.0,,394.0,313.0,1.0,,2.0,21.0,1.1985,21.0,,5.0,9.0,1.0,21.0,,1.0,30.0,,,,2.0,,,,,,,,,
41270,David Luiz,Defender,Pafos,11097,Brazil,2018-19,122.0,,2.7723,0.0,,41.0,,151.0,36.0,36.0,314.0,2620.0,,154.0,15.0,,3239.0,162.0,8.0,26.0,80.0,2089.0,,,1.0,34.9298,9.0,144.0,36.0,50.0,930.0,,29.0,284.0,15.0,,1014.0,203.0,36.0,,,938.0,28.0,130.0,82.0,0.0,,2515.0,351.0,31.0,10.0,,,545.0,217.0,3042.0,44.0,1369.0,,3.0,163.0,89.0,14.0,8.0,1.7335,20.0,42.0,3.0,3.0,,7.0,4.0,1.0,1.0,72.0,33.0,18.0,7.0,4.0,10.0,7.0,3.0,3.0,7.0,12.0,10.0,18.0,34.0,35.0,1.0,131.0,10.0,1.0,1.0,7.0,11.0,2.5926,1.0,0.5925,2.0,2.0,,1.0,,,,,9.0,9.0,,,,,,,,,,
109533,Emerson,Defender,West Ham United,21,Italy,2018-19,34.0,,0.6536,0.0,,14.0,,36.0,10.0,7.0,44.0,436.0,,14.0,2.0,,660.0,35.0,2.0,23.0,30.0,386.0,,,,9.5111,,8.0,11.0,25.0,177.0,,6.0,69.0,10.0,,112.0,28.0,10.0,,,236.0,9.0,55.0,5.0,0.0,,431.0,93.0,9.0,10.0,,,46.0,6.0,625.0,4.0,159.0,,0.0,8.0,13.0,2.0,1.0,0.1672,3.0,2.0,25.0,,,,1.0,,,9.0,20.0,5.0,2.0,1.0,5.0,4.0,,25.0,2.0,2.0,5.0,1.0,8.0,8.0,,101.0,56.0,,,,7.0,0.2722,3.0,0.1876,,1.0,,3.0,,,3.0,,2.0,2.0,,3.0,,,,,,,,
199598,Ethan Ampadu,Defender,Leeds United,2,Wales,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
