playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,putthroughBlockedDistribution,goalkeeperSmother,successfulDribbles,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,overruns,shotsOnTargetOutsideBox,oboxTarget,leftFootGoals,clearancesOffTheLine,setPiecesGoals,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,ownGoalScored,redCards2ndYellow,secondGoalAssists,penaltiesConceded,penaltiesTaken,penaltyGoals,foulWonPenalty
179268,Marc Cucurella,Defender,Chelsea,8,Spain,2025-26,108.0,3.2138,1.0,,55.0,,130.0,34.0,4.0,31.0,177.0,1445.0,,,69.0,9.0,,2710.0,,33.0,120.0,3.0,84.0,1225.0,,1.0,39.6239,35.0,14.0,87.0,37.0,75.0,531.0,,29.0,0.0,228.0,469.0,113.0,34.0,,15.0,,657.0,34.0,9.0,159.0,36.0,1.0,,1425.0,265.0,,,153.0,45.0,32.0,43.0,2029.0,4.0,25.0,624.0,23.0,,1.0,8.0,47.0,62.0,3.0,73.0,,1.0,13.0,6.0,6.0,1.8067,14.0,2.0,27.0,30.0,1.0,5.0,0.0,1.0,1.0,13.0,5.0,5.0,84.0,21.0,5.0,40.0,1.0,2.0,1.0,30.0,5.0,8.0,19.0,40.0,8.0,292.0,156.0,1.0,2.3464,,,,,,,,,,,,,,,,,,,,
109646,Tosin Adarabioyo,Defender,Chelsea,8,England,2025-26,25.0,0.4047,0.0,,17.0,,44.0,16.0,,8.0,72.0,757.0,14.0,,58.0,2.0,,789.0,,17.0,58.0,2.0,17.0,665.0,,1.0,13.1674,1.0,2.0,66.0,14.0,8.0,259.0,,,0.0,83.0,213.0,22.0,16.0,,9.0,,203.0,12.0,1.0,25.0,41.0,0.0,14.0,732.0,78.0,,,259.0,6.0,9.0,20.0,874.0,2.0,12.0,482.0,1.0,,1.0,2.0,28.0,31.0,8.0,6.0,,,,1.0,,,1.0,4.0,,,,1.0,,,,,,,4.0,,1.0,1.0,,,,,1.0,1.0,,8.0,5.0,26.0,3.0,,0.1073,,,,,,,,,,,,,,,,,,,,
242880,Benoît Badiashile,Defender,Chelsea,8,France,2025-26,15.0,0.0679,0.0,,7.0,,16.0,8.0,,6.0,31.0,439.0,17.0,,17.0,,,471.0,,9.0,17.0,2.0,9.0,389.0,,,9.3984,,4.0,27.0,10.0,6.0,205.0,,2.0,0.0,32.0,119.0,16.0,8.0,,3.0,1.0,100.0,8.0,,15.0,8.0,0.0,17.0,414.0,35.0,,,76.0,6.0,10.0,19.0,499.0,3.0,7.0,308.0,,,1.0,2.0,15.0,15.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,4.0,4.0,39.0,,,,,,,,,,,,,,,,,,,,,,,
460028,Levi Colwill,Defender,Chelsea U21,12943,England,2025-26,6.0,0.114,0.0,,3.0,,11.0,3.0,,2.0,19.0,192.0,7.0,,10.0,,,225.0,,4.0,11.0,1.0,5.0,170.0,,,2.781,,1.0,14.0,4.0,2.0,68.0,,2.0,0.0,17.0,76.0,9.0,3.0,,1.0,,54.0,3.0,1.0,7.0,6.0,0.0,7.0,177.0,22.0,,,40.0,1.0,5.0,3.0,229.0,,4.0,119.0,1.0,,,0.0,8.0,2.0,1.0,4.0,,,,,,,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,,1.0,,,,2.0,3.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
574458,Mamadou Sarr,Defender,Chelsea,8,Senegal,2025-26,4.0,0.002,0.0,,1.0,,3.0,3.0,,1.0,6.0,52.0,9.0,,2.0,,,100.0,,1.0,2.0,,1.0,46.0,,,2.5375,,,5.0,3.0,3.0,24.0,,,0.0,6.0,17.0,2.0,3.0,,1.0,,3.0,3.0,1.0,4.0,1.0,0.0,9.0,43.0,7.0,,,6.0,,1.0,,63.0,1.0,1.0,43.0,,,,0.0,3.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,5.0,1.0,,0.4359,,,,,,,,,,,,,,,,,,,,
551210,Jorrel Hato,Defender,Chelsea,8,Netherlands,2025-26,55.0,0.6329,0.0,,36.0,,43.0,22.0,,12.0,61.0,761.0,17.0,,34.0,,,1142.0,,18.0,61.0,2.0,45.0,692.0,,1.0,21.339,8.0,2.0,39.0,27.0,37.0,337.0,,2.0,0.0,116.0,200.0,50.0,22.0,,14.0,1.0,248.0,25.0,10.0,82.0,16.0,0.0,17.0,734.0,97.0,,,128.0,15.0,18.0,8.0,993.0,5.0,8.0,456.0,13.0,,,7.0,18.0,27.0,10.0,22.0,,7.0,4.0,,,,4.0,1.0,2.0,3.0,,,,,,4.0,,,14.0,5.0,,16.0,,6.0,,3.0,,4.0,2.0,22.0,7.0,96.0,31.0,,0.3071,1.0,,,,,,,,,,,,,,,,,,,
180736,Trevoh Chalobah,Defender,Chelsea,8,England,2025-26,95.0,1.0515,1.0,,35.0,,84.0,34.0,,31.0,159.0,2283.0,27.0,,135.0,9.0,,2782.0,,60.0,134.0,3.0,59.0,2074.0,,2.0,40.8607,5.0,5.0,178.0,37.0,35.0,851.0,,18.0,0.0,229.0,506.0,119.0,34.0,,12.0,2.0,626.0,34.0,7.0,94.0,75.0,1.0,27.0,2206.0,186.0,,,795.0,20.0,35.0,50.0,2686.0,1.0,34.0,1499.0,10.0,,,3.0,75.0,61.0,3.0,19.0,,7.0,1.0,3.0,5.0,2.4915,13.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,,1.0,,,17.0,1.0,1.0,9.0,1.0,2.0,2.0,4.0,1.0,8.0,3.0,23.0,17.0,131.0,15.0,2.0,1.4319,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
225796,Reece James,Defender,Chelsea,8,England,2025-26,77.0,3.1853,0.0,,48.0,,100.0,29.0,4.0,20.0,146.0,1324.0,,,47.0,4.0,,1961.0,2.0,16.0,112.0,,81.0,1121.0,,,25.5292,23.0,10.0,41.0,20.0,61.0,262.0,,22.0,0.0,189.0,347.0,102.0,29.0,,15.0,2.0,632.0,20.0,24.0,142.0,31.0,0.0,,1275.0,298.0,,,468.0,27.0,33.0,57.0,1845.0,5.0,11.0,576.0,20.0,,,4.0,46.0,49.0,9.0,36.0,,11.0,12.0,9.0,7.0,2.1192,13.0,6.0,28.0,41.0,2.0,1.0,2.0,6.0,81.0,30.0,,,16.0,5.0,3.0,16.0,0.0,11.0,,96.0,3.0,6.0,16.0,33.0,6.0,247.0,105.0,6.0,1.036,1.0,5.0,5.0,,,1.0,17.0,2.0,7.0,7.0,46.0,2.0,0.2959,,,,,,,
482609,Malo Gusto,Defender,Chelsea,8,France,2025-26,87.0,2.9856,1.0,,53.0,,125.0,34.0,3.0,26.0,167.0,1264.0,,,33.0,3.0,,2267.0,2.0,18.0,101.0,3.0,86.0,1056.0,,2.0,37.7945,24.0,7.0,39.0,36.0,69.0,158.0,,20.0,1.0,188.0,353.0,122.0,34.0,,29.0,1.0,575.0,33.0,28.0,155.0,15.0,0.0,,1234.0,316.0,,,447.0,20.0,31.0,41.0,1807.0,15.0,26.0,534.0,10.0,,1.0,3.0,42.0,59.0,8.0,51.0,,13.0,12.0,3.0,6.0,1.5128,9.0,9.0,17.0,46.0,2.0,1.0,0.0,1.0,,12.0,3.0,3.0,48.0,21.0,2.0,19.0,2.0,12.0,1.0,46.0,2.0,3.0,11.0,24.0,5.0,306.0,145.0,1.0,1.5564,1.0,1.0,1.0,1.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,,
444463,Wesley Fofana,Defender,Chelsea,8,France,2025-26,74.0,0.6179,2.0,,19.0,,69.0,25.0,1.0,20.0,99.0,1253.0,2.0,,103.0,3.0,,1726.0,1.0,34.0,114.0,1.0,45.0,1124.0,,,25.1843,2.0,10.0,129.0,24.0,40.0,229.0,,17.0,0.0,188.0,391.0,81.0,25.0,,9.0,,409.0,23.0,9.0,85.0,69.0,0.0,2.0,1228.0,123.0,,,546.0,27.0,40.0,30.0,1569.0,8.0,17.0,746.0,15.0,,,5.0,30.0,43.0,5.0,11.0,,10.0,1.0,3.0,1.0,0.0638,5.0,,,1.0,,1.0,,,,1.0,1.0,1.0,16.0,,3.0,7.0,,4.0,,1.0,3.0,4.0,1.0,10.0,19.0,87.0,13.0,,0.7214,,,,,,,,,,,,1.0,,,2.0,,,,,
