playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,hitWoodwork,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
179268,Marc Cucurella,Defender,Chelsea,8,Spain,2024-25,138.0,,2.3939,1.0,,,119.0,36.0,33.0,184.0,1633.0,,89.0,9.0,,2989.0,141.0,5.0,,56.0,109.0,1406.0,,,4.0,39.7782,18.0,11.0,80.0,38.0,81.0,612.0,,38.0,3.0,279.0,,520.0,130.0,36.0,,,743.0,33.0,190.0,32.0,0.0,,1603.0,282.0,,,182.0,37.0,28.0,43.0,2321.0,40.0,711.0,12.0,,8.0,65.0,59.0,5.0,5.0,12.0,1.0,4.2153,67.0,19.0,2.0,1.0,17.0,26.0,5.0,3.0,0.0,3.0,3.0,2.0,1.0,5.0,6.0,6.0,57.0,76.0,19.0,2.0,33.0,5.0,1.0,1.0,22.0,2.0,9.0,1.0,2.0,26.0,16.0,2.0,7.0,9.0,45.0,4.0,16.0,319.0,226.0,5.0,3.0,1.0,2.8019,,,,,,,,,,,,,,
109646,Tosin Adarabioyo,Defender,Chelsea,8,England,2024-25,41.0,,0.2221,0.0,,,54.0,22.0,15.0,102.0,1177.0,12.0,70.0,7.0,,1404.0,72.0,1.0,,5.0,30.0,1033.0,,,2.0,19.1549,1.0,6.0,79.0,14.0,13.0,355.0,,9.0,0.0,113.0,,353.0,41.0,22.0,,,347.0,13.0,43.0,42.0,0.0,12.0,1142.0,110.0,,,432.0,8.0,11.0,42.0,1348.0,24.0,728.0,4.0,,4.0,48.0,33.0,,4.0,2.0,,0.9895,17.0,9.0,2.0,1.0,,,1.0,1.0,0.0,,7.0,,,,1.0,1.0,28.0,14.0,,4.0,2.0,1.0,,1.0,4.0,,1.0,,,,1.0,4.0,7.0,1.0,13.0,4.0,7.0,37.0,4.0,2.0,,,0.9317,2.0,,,,,,,,,,,,,
242880,Benoît Badiashile,Defender,Chelsea,8,France,2024-25,10.0,,0.0782,0.0,,,21.0,5.0,3.0,30.0,303.0,10.0,10.0,,,333.0,19.0,,,,11.0,260.0,,,1.0,3.5991,,1.0,12.0,5.0,8.0,118.0,,2.0,0.0,29.0,,104.0,18.0,5.0,,,115.0,5.0,19.0,8.0,0.0,10.0,288.0,33.0,,,59.0,6.0,6.0,13.0,342.0,1.0,158.0,2.0,,0.0,9.0,14.0,,,,,,9.0,,,,1.0,,,,,,2.0,,,,,,2.0,,,,,,,,3.0,,1.0,,,,1.0,,,,6.0,,2.0,22.0,,1.0,,,,,,,,,,,,,,,,,
460028,Levi Colwill,Defender,Chelsea U21,12943,England,2024-25,120.0,,1.2138,0.0,,,152.0,35.0,35.0,267.0,2595.0,99.0,139.0,10.0,,3149.0,156.0,6.0,1.0,33.0,73.0,2241.0,,,5.0,41.6079,14.0,10.0,116.0,41.0,64.0,1052.0,,21.0,1.0,276.0,,844.0,121.0,35.0,,,761.0,35.0,137.0,83.0,0.0,99.0,2405.0,309.0,,,588.0,45.0,33.0,87.0,2965.0,57.0,1570.0,19.0,,9.0,115.0,107.0,3.0,3.0,4.0,1.0,2.3256,47.0,14.0,3.0,1.0,1.0,10.0,2.0,5.0,1.0,1.0,,,,3.0,2.0,2.0,56.0,36.0,,2.0,12.0,1.0,,1.0,13.0,,5.0,,1.0,10.0,13.0,2.0,10.0,5.0,34.0,6.0,25.0,111.0,7.0,1.0,1.0,,1.8855,,2.0,1.0,,,,,,,,,,,
180736,Trevoh Chalobah,Defender,Chelsea,8,England,2024-25,74.0,,0.2855,0.0,,,78.0,25.0,23.0,150.0,1094.0,2.0,76.0,5.0,,1974.0,106.0,3.0,,23.0,61.0,894.0,,,,11.9712,7.0,14.0,104.0,25.0,43.0,204.0,,22.0,0.0,180.0,,402.0,85.0,25.0,,,355.0,22.0,104.0,45.0,0.0,2.0,1070.0,183.0,,,416.0,19.0,29.0,50.0,1419.0,41.0,590.0,6.0,,3.0,72.0,54.0,1.0,2.0,7.0,3.0,1.0401,31.0,16.0,2.0,1.0,,9.0,3.0,1.0,2.0,,2.0,,1.0,1.0,2.0,2.0,31.0,26.0,2.0,,13.0,1.0,1.0,2.0,8.0,,3.0,,1.0,9.0,12.0,,9.0,5.0,23.0,8.0,12.0,72.0,13.0,5.0,,,0.7867,,1.0,,,,,,,,,,,,
225796,Reece James,Defender,Chelsea,8,England,2024-25,38.0,,1.159,0.0,,,52.0,19.0,12.0,86.0,743.0,,33.0,2.0,,1064.0,51.0,2.0,,18.0,27.0,621.0,,,2.0,12.7174,10.0,2.0,21.0,14.0,29.0,168.0,,11.0,0.0,89.0,,274.0,66.0,19.0,,,360.0,12.0,56.0,24.0,0.0,,713.0,159.0,,,214.0,8.0,13.0,36.0,985.0,13.0,305.0,4.0,,1.0,34.0,30.0,1.0,3.0,3.0,,1.0689,10.0,8.0,4.0,1.0,6.0,17.0,1.0,,0.0,2.0,7.0,19.0,1.0,8.0,1.0,1.0,9.0,7.0,12.0,1.0,8.0,1.0,1.0,1.0,1.0,,6.0,,,35.0,15.0,1.0,5.0,6.0,9.0,7.0,6.0,87.0,52.0,7.0,2.0,,0.436,1.0,1.0,1.0,1.0,4.0,3.0,3.0,13.0,0.1332,,,,,
482609,Malo Gusto,Defender,Chelsea,8,France,2024-25,86.0,,1.9356,0.0,,,100.0,32.0,19.0,133.0,1214.0,,24.0,4.0,,1858.0,78.0,5.0,,47.0,69.0,1042.0,,,1.0,26.8547,21.0,3.0,40.0,26.0,71.0,185.0,,20.0,0.0,164.0,,327.0,119.0,32.0,,,603.0,21.0,140.0,9.0,0.0,,1177.0,234.0,,,437.0,20.0,24.0,39.0,1656.0,16.0,488.0,13.0,,4.0,33.0,38.0,10.0,6.0,5.0,,0.3225,45.0,16.0,2.0,1.0,32.0,43.0,,2.0,,5.0,13.0,,4.0,10.0,1.0,1.0,15.0,44.0,9.0,1.0,21.0,,4.0,,16.0,,11.0,,,43.0,28.0,1.0,11.0,17.0,29.0,4.0,8.0,265.0,107.0,6.0,5.0,,1.704,,,,,,,,,,1.0,,,,
444463,Wesley Fofana,Defender,Chelsea,8,France,2024-25,52.0,,0.2226,0.0,,,53.0,14.0,14.0,72.0,781.0,1.0,40.0,1.0,,1176.0,64.0,2.0,,9.0,37.0,695.0,,,2.0,13.792,6.0,2.0,52.0,13.0,39.0,115.0,,16.0,0.0,116.0,,245.0,54.0,14.0,,,249.0,11.0,76.0,27.0,0.0,1.0,757.0,103.0,,,346.0,24.0,14.0,14.0,966.0,12.0,460.0,16.0,,7.0,19.0,37.0,,,,,,13.0,3.0,,,,1.0,,,,,,,,,,,13.0,12.0,5.0,,5.0,,,,1.0,,3.0,,,1.0,8.0,,3.0,1.0,12.0,8.0,9.0,75.0,15.0,4.0,,,0.4415,,1.0,,,,,,,,,,,,
622758,Aaron Anselmino,Defender,Chelsea U21,12943,Argentina,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577016,Josh Acheampong,Defender,Chelsea U21,12943,England,2024-25,6.0,,0.0152,0.0,,,10.0,4.0,2.0,20.0,123.0,,7.0,,,169.0,5.0,,,3.0,4.0,99.0,,,1.0,2.1464,,,1.0,3.0,,26.0,,1.0,0.0,11.0,,45.0,7.0,4.0,,,37.0,3.0,4.0,1.0,0.0,,121.0,22.0,,,41.0,,1.0,4.0,139.0,5.0,66.0,,,1.0,10.0,6.0,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,6.0,3.0,,,1.0,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,11.0,1.0,1.0,,,0.2215,,,,,,,,,,,,,,
