playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,oboxBlocked,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,overruns,throughBalls,offsides,shotsOnTargetOutsideBox,shotsBlockedInBox,oboxTarget,iboxBlocked,foulAttemptedTackle,goals,awayGoals,homeGoals,rightFootGoals,headedGoals,clearancesOffTheLine,hitWoodwork,penaltiesConceded,leftFootGoals,otherGoals,goalAssists,substituteOn,secondGoalAssists,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,foulWonPenalty
15282,Peter Whittingham,Midfielder,Blackburn Rovers,5,England,2013-14,92.0,4.8077,0.0,,39.0,,168.0,32.0,30.0,244.0,1314.0,,,24.0,6.0,,2661.0,13.0,81.0,8.0,51.0,70.0,978.0,,2.0,55.1861,49.0,4.0,68.0,55.0,79.0,418.0,,17.0,1.0,173.0,21.0,,428.0,155.0,32.0,,,9.0,,623.0,47.0,36.0,149.0,11.0,0.0,,1271.0,24.0,460.0,16.0,,,258.0,92.0,1873.0,22.0,503.0,,3.0,76.0,53.0,3.0,13.0,16.0,3.0504,33.0,22.0,34.0,12.0,114.0,56.0,1.0,1.0,1.0,34.0,27.0,,3.0,141.0,17.0,30.0,11.0,18.0,33.0,74.0,210.0,2.0,2.0,12.0,1.0,3.445,6.0,4.0,1.0,12.0,1.0,12.0,1.0,7.0,3.0,1.0,2.0,,1.0,1.0,1.0,,2.0,,5.0,2.0,,15.0,15.0,0.8552,1.0,1.0,
48853,Gary Medel,Midfielder,Boca Juniors,540,Chile,2013-14,130.0,0.8539,0.0,,79.0,,148.0,34.0,34.0,218.0,1820.0,,,56.0,2.0,,2873.0,28.0,144.0,9.0,39.0,116.0,1400.0,,2.0,58.6242,6.0,6.0,62.0,55.0,102.0,571.0,,25.0,0.0,274.0,25.0,,502.0,206.0,34.0,,,18.0,,625.0,46.0,22.0,218.0,28.0,0.0,,1742.0,4.0,265.0,14.0,,,495.0,202.0,2191.0,16.0,978.0,,6.0,70.0,70.0,,4.0,2.0,0.3015,12.0,14.0,2.0,4.0,,1.0,,,1.0,,4.0,,1.0,3.0,10.0,61.0,10.0,33.0,65.0,,252.0,7.0,11.0,4.0,2.0,0.4225,1.0,,1.0,2.0,,2.0,,10.0,,,,,,1.0,,,,,1.0,,,,,,,,
77877,Kim Bo-Kyung,Midfielder,Wigan Athletic,111,South Korea,2013-14,159.0,1.7415,0.0,,34.0,,90.0,28.0,21.0,111.0,664.0,,,42.0,1.0,,1674.0,38.0,106.0,6.0,34.0,102.0,533.0,,1.0,30.0035,18.0,1.0,17.0,31.0,121.0,142.0,,39.0,0.0,265.0,21.0,,177.0,127.0,28.0,,,12.0,,346.0,25.0,72.0,223.0,4.0,0.0,,652.0,10.0,243.0,29.0,,,180.0,20.0,1030.0,9.0,211.0,,4.0,21.0,29.0,4.0,3.0,9.0,1.2149,20.0,21.0,8.0,3.0,8.0,4.0,2.0,2.0,1.0,,36.0,,19.0,15.0,11.0,22.0,1.0,24.0,37.0,6.0,165.0,4.0,13.0,3.0,,1.1376,4.0,2.0,1.0,6.0,,6.0,,10.0,1.0,0.0,1.0,,1.0,,1.0,1.0,,,,7.0,,,,,,,
78008,Magnus Eikrem,Midfielder,Molde,203,Norway,2013-14,6.0,1.1667,0.0,,6.0,,17.0,6.0,1.0,29.0,145.0,,,2.0,,,198.0,1.0,11.0,2.0,4.0,10.0,102.0,,,7.522,12.0,2.0,2.0,8.0,5.0,45.0,,3.0,0.0,17.0,1.0,,48.0,14.0,6.0,,,2.0,,87.0,6.0,,15.0,1.0,0.0,,141.0,,36.0,1.0,,,41.0,14.0,190.0,,41.0,,0.0,12.0,3.0,4.0,5.0,1.0,0.0422,1.0,1.0,2.0,3.0,10.0,12.0,,,,6.0,3.0,,,6.0,,4.0,,1.0,6.0,3.0,11.0,,,3.0,,0.3011,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,5.0,,1.0,1.0,0.042,,,
49845,Aron Gunnarsson,Midfielder,Cardiff City,97,Iceland,2013-14,105.0,0.7525,0.0,,34.0,,105.0,23.0,17.0,115.0,520.0,,,70.0,2.0,,1539.0,42.0,93.0,7.0,21.0,65.0,382.0,,,34.9091,12.0,1.0,40.0,33.0,63.0,131.0,,23.0,0.0,198.0,13.0,,182.0,48.0,23.0,,,7.0,,228.0,26.0,17.0,128.0,28.0,0.0,,507.0,2.0,163.0,9.0,,,119.0,23.0,760.0,6.0,178.0,,1.0,10.0,23.0,1.0,7.0,3.0,0.9303,11.0,6.0,3.0,6.0,,1.0,2.0,2.0,2.0,,26.0,,4.0,3.0,8.0,27.0,11.0,23.0,27.0,,88.0,2.0,7.0,6.0,,2.3249,1.0,2.0,1.0,,1.0,,1.0,7.0,1.0,0.0,1.0,1.0,,,,,,,2.0,6.0,,,,,,,
49438,Jordon Mutch,Midfielder,Crawley Town,1525,England,2013-14,223.0,2.5532,0.0,,50.0,,215.0,35.0,26.0,256.0,994.0,,,156.0,4.0,,2264.0,102.0,181.0,5.0,32.0,127.0,681.0,,2.0,53.5536,27.0,,34.0,53.0,121.0,241.0,,41.0,1.0,404.0,17.0,,357.0,111.0,35.0,,,8.0,,444.0,48.0,57.0,248.0,54.0,0.0,,975.0,20.0,436.0,41.0,,,200.0,57.0,1497.0,9.0,311.0,,5.0,41.0,49.0,11.0,11.0,20.0,5.4756,44.0,32.0,47.0,10.0,18.0,17.0,8.0,8.0,4.0,6.0,84.0,,23.0,61.0,24.0,42.0,8.0,47.0,27.0,11.0,196.0,1.0,7.0,10.0,3.0,6.4571,10.0,9.0,7.0,5.0,1.0,5.0,1.0,12.0,7.0,4.0,3.0,2.0,2.0,,,,3.0,,5.0,9.0,,3.0,3.0,0.1682,,,
44925,Don Cowie,Midfielder,Wigan Athletic,111,Scotland,2013-14,43.0,0.7728,0.0,,14.0,,49.0,18.0,10.0,56.0,354.0,,,27.0,2.0,,960.0,13.0,37.0,5.0,15.0,23.0,289.0,,1.0,21.1795,12.0,,18.0,28.0,30.0,52.0,,5.0,0.0,80.0,10.0,,96.0,30.0,18.0,,,4.0,,201.0,23.0,15.0,53.0,14.0,0.0,,353.0,4.0,109.0,4.0,,,117.0,9.0,506.0,4.0,108.0,,2.0,7.0,13.0,8.0,2.0,1.0,0.1551,5.0,10.0,13.0,1.0,6.0,11.0,,,,3.0,20.0,,3.0,16.0,4.0,10.0,2.0,8.0,13.0,3.0,89.0,3.0,3.0,1.0,3.0,0.4308,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,8.0,,,,,,,
55913,Craig Noone,Midfielder,Bolton Wanderers,30,England,2013-14,134.0,2.8313,0.0,,16.0,,51.0,17.0,13.0,66.0,230.0,,,30.0,2.0,,1225.0,20.0,84.0,5.0,15.0,74.0,149.0,,,28.868,13.0,,15.0,28.0,114.0,15.0,,19.0,0.0,218.0,7.0,,72.0,74.0,17.0,,,5.0,,119.0,23.0,81.0,188.0,10.0,0.0,,226.0,23.0,281.0,40.0,,,81.0,15.0,633.0,7.0,69.0,,2.0,15.0,11.0,21.0,8.0,7.0,1.8033,19.0,2.0,83.0,5.0,6.0,24.0,,,1.0,3.0,30.0,2.0,36.0,87.0,12.0,11.0,,13.0,18.0,1.0,62.0,8.0,3.0,5.0,,1.3587,10.0,6.0,1.0,6.0,3.0,6.0,3.0,8.0,1.0,1.0,0.0,,,,1.0,,1.0,,1.0,4.0,,,,,,,
112137,Mats Møller Dæhli,Midfielder,Molde,203,Norway,2013-14,41.0,0.2034,0.0,,3.0,,25.0,13.0,5.0,29.0,272.0,,,15.0,,,626.0,11.0,26.0,1.0,5.0,22.0,238.0,,2.0,13.1626,5.0,,1.0,13.0,30.0,91.0,,6.0,0.0,67.0,1.0,,69.0,46.0,13.0,,,,,156.0,12.0,20.0,52.0,4.0,0.0,,270.0,2.0,65.0,13.0,,,63.0,5.0,354.0,1.0,87.0,,0.0,4.0,3.0,,3.0,2.0,0.6846,3.0,3.0,5.0,,,,1.0,1.0,,,12.0,3.0,8.0,5.0,1.0,3.0,,1.0,7.0,,49.0,2.0,4.0,,,0.4993,2.0,1.0,,,3.0,,3.0,,1.0,1.0,0.0,1.0,,,,,,,,8.0,,,,,,,
61934,Jo Inge Berget,Midfielder,Malmö FF,993,Norway,2013-14,,0.0241,0.0,,,,1.0,1.0,,1.0,4.0,,,1.0,,,11.0,,1.0,,,,2.0,,,,,,,,,2.0,,,0.0,1.0,,,1.0,,1.0,,,,,3.0,,,,1.0,0.0,,4.0,,1.0,,,,1.0,1.0,6.0,,,,0.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0682,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
