playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,penaltiesSaved,savesFromPenalty,overruns,awayGoals,totalTouchesInOppositionBox,penaltyGoalsConceded,winningGoal,homeGoals,timesTackled,secondGoalAssists,otherGoals,lastPlayerTackle,goalKicks
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2015-16,229.0,9.0,4.7422,0.0,23.0,21.0,6.5622,78.0,46.0,20.0,261.0,31.0,4.0,81.0,29.0,299.0,32.0,2154.0,5.0,5.0,12.0,2.0,9.0,53.0,14.0,6.0,12.0,10.0,2623.0,10.0,5.0,26.0,190.0,10.0,76.0,163.0,1797.0,3.0,32.7183,33.0,1.0,20.0,28.0,11.0,203.0,543.0,47.0,419.0,32.0,618.0,248.0,31.0,6.0,5.0,19.0,26.0,1189.0,18.0,38.0,11.0,366.0,27.0,0.0,2101.0,25.0,19.0,514.0,59.0,39.0,11.0,674.0,47.0,56.0,3.0,1.0,58.0,319.0,2774.0,9.0,2.0,2.0,12.0,6.0,678.0,31.0,3.0,8.631,4.0,38.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153133,Alex Iwobi,Forward,Arsenal,3,Nigeria,2015-16,37.0,,1.2305,0.0,2.0,7.0,1.5647,8.0,13.0,3.0,47.0,13.0,2.0,26.0,8.0,53.0,8.0,368.0,2.0,,,5.0,,8.0,,1.0,,4.0,632.0,4.0,2.0,6.0,31.0,1.0,17.0,29.0,309.0,,4.8273,10.0,,1.0,6.0,2.0,31.0,149.0,5.0,68.0,8.0,100.0,38.0,13.0,1.0,2.0,3.0,8.0,246.0,5.0,8.0,2.0,60.0,2.0,0.0,368.0,6.0,6.0,111.0,5.0,16.0,,48.0,3.0,3.0,,,6.0,71.0,499.0,5.0,7.0,1.0,,1.0,69.0,3.0,,1.8801,0.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Arsenal,3,England,2015-16,71.0,6.0,1.2933,0.0,10.0,5.0,1.8608,23.0,13.0,5.0,66.0,22.0,,24.0,9.0,77.0,33.0,439.0,1.0,2.0,5.0,13.0,6.0,19.0,,2.0,9.0,2.0,919.0,2.0,2.0,10.0,81.0,3.0,30.0,72.0,336.0,3.0,10.9952,19.0,2.0,9.0,11.0,5.0,61.0,104.0,13.0,152.0,18.0,103.0,58.0,22.0,2.0,1.0,6.0,15.0,251.0,8.0,34.0,5.0,133.0,9.0,0.0,435.0,8.0,20.0,187.0,17.0,36.0,5.0,146.0,11.0,12.0,1.0,,26.0,86.0,716.0,5.0,8.0,2.0,5.0,1.0,120.0,7.0,,1.3709,0.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37265,Alexis Sánchez,Forward,Arsenal,3,Chile,2015-16,258.0,8.0,9.0259,0.0,36.0,38.0,14.5906,47.0,71.0,36.0,257.0,30.0,4.0,124.0,28.0,292.0,40.0,1434.0,13.0,13.0,12.0,2.0,15.0,64.0,7.0,12.0,11.0,13.0,2446.0,13.0,8.0,42.0,234.0,7.0,79.0,212.0,1071.0,3.0,25.6432,58.0,,6.0,23.0,24.0,216.0,470.0,65.0,492.0,29.0,405.0,130.0,30.0,12.0,10.0,17.0,64.0,942.0,16.0,53.0,24.0,428.0,22.0,0.0,1427.0,33.0,38.0,602.0,30.0,100.0,3.0,249.0,32.0,24.0,11.0,,71.0,310.0,2179.0,2.0,12.0,5.0,12.0,2.0,211.0,12.0,4.0,12.7751,1.0,35.0,37.0,0.9769,1.0,1.0,1.0,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Arsenal,3,England,2015-16,19.0,,0.0853,0.0,1.0,1.0,0.1564,8.0,1.0,1.0,24.0,12.0,,3.0,2.0,32.0,1.0,195.0,,,,10.0,,24.0,2.0,1.0,,,315.0,,,11.0,29.0,,9.0,16.0,157.0,,4.7727,2.0,,21.0,3.0,1.0,8.0,42.0,3.0,48.0,3.0,77.0,28.0,12.0,1.0,,,1.0,65.0,3.0,1.0,1.0,24.0,13.0,0.0,193.0,,,47.0,8.0,5.0,8.0,50.0,6.0,10.0,,,6.0,26.0,273.0,,,,,3.0,98.0,4.0,,0.1047,2.0,8.0,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2015-16,55.0,7.0,,1.0,2.0,3.0,,24.0,5.0,,67.0,20.0,,4.0,13.0,127.0,27.0,505.0,2.0,,,7.0,,28.0,,,7.0,,1225.0,,,15.0,48.0,3.0,26.0,35.0,347.0,,,6.0,9.0,54.0,23.0,,40.0,43.0,4.0,103.0,7.0,206.0,68.0,20.0,,1.0,4.0,11.0,200.0,20.0,27.0,,75.0,13.0,1.0,500.0,2.0,14.0,236.0,20.0,7.0,5.0,141.0,13.0,20.0,,,31.0,115.0,878.0,122.0,2.0,,,44.0,185.0,7.0,,,3.0,60.0,43.0,,,,1.0,,,,1.0,3.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Arsenal,3,England,2015-16,54.0,,0.8395,0.0,4.0,11.0,3.1443,11.0,16.0,,34.0,11.0,2.0,11.0,7.0,34.0,2.0,148.0,4.0,,1.0,4.0,,27.0,,1.0,,6.0,578.0,6.0,6.0,17.0,44.0,2.0,14.0,34.0,113.0,,7.1297,5.0,,6.0,10.0,3.0,37.0,37.0,9.0,98.0,11.0,37.0,20.0,11.0,1.0,2.0,3.0,13.0,98.0,8.0,2.0,3.0,71.0,10.0,0.0,140.0,5.0,5.0,85.0,8.0,14.0,,38.0,6.0,2.0,,,1.0,36.0,281.0,,7.0,1.0,1.0,,16.0,4.0,,3.001,1.0,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48844,David Ospina,Goalkeeper,Arsenal,3,Colombia,2015-16,,,0.0089,0.0,,,,,,,,4.0,,,4.0,49.0,,110.0,,,,,,,2.0,,,,360.0,,,,1.0,1.0,,1.0,26.0,,4.2576,,6.0,1.0,5.0,,,11.0,1.0,1.0,,93.0,49.0,4.0,,,,,25.0,4.0,,,1.0,,0.0,39.0,,,49.0,,,,6.0,,,,,35.0,,151.0,,,,,26.0,36.0,,,,0.0,49.0,6.0,,,,,,,,,,,33.0,1.0,3.0,17.0,2.0,9.0,1.0,2.0,12.0,8.0,8.0,,,,,,,,,,,,,,,,,,
56864,Francis Coquelin,Midfielder,Arsenal,3,France,2015-16,85.0,2.0,1.0268,1.0,3.0,,,72.0,5.0,3.0,101.0,26.0,,50.0,21.0,122.0,,1116.0,,,3.0,5.0,,36.0,8.0,,2.0,,1646.0,,,17.0,145.0,6.0,37.0,126.0,938.0,,17.9098,6.0,1.0,22.0,15.0,,68.0,311.0,24.0,230.0,23.0,340.0,188.0,26.0,,,15.0,6.0,589.0,9.0,,,194.0,19.0,0.0,1100.0,5.0,3.0,167.0,57.0,30.0,7.0,323.0,24.0,76.0,,,56.0,142.0,1453.0,,8.0,,3.0,5.0,407.0,18.0,2.0,0.1868,5.0,21.0,37.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
158074,Gabriel Paulista,Defender,Arsenal,3,Brazil,2015-16,57.0,,0.2772,1.0,1.0,4.0,1.3165,43.0,10.0,1.0,74.0,21.0,,,18.0,109.0,,1110.0,1.0,,,3.0,,83.0,10.0,,,3.0,1761.0,3.0,,32.0,106.0,6.0,15.0,55.0,967.0,,18.9897,1.0,5.0,112.0,16.0,1.0,25.0,289.0,11.0,163.0,7.0,395.0,134.0,21.0,,,15.0,1.0,294.0,10.0,,1.0,80.0,51.0,1.0,1078.0,6.0,,168.0,28.0,3.0,13.0,384.0,9.0,61.0,,,34.0,42.0,1412.0,1.0,,1.0,,26.0,707.0,7.0,,0.8431,4.0,35.0,37.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
