playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,foulWonPenalty,goals,offsides,shotsOnTargetOutsideBox,unsuccessfulLayoffs,shotsBlockedInBox,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,substituteOff,hitWoodwork,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,penaltiesConceded,secondGoalAssists,clearancesOffTheLine,penaltiesTaken,penaltyGoals,setPiecesGoals,ownGoalScored,drops,otherGoals,overruns,goalKicks,lastPlayerTackle
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2019-20,81.0,6.0,1.3619,1.0,1.0,1.0,0.2292,41.0,3.0,2.0,108.0,20.0,2.0,2.0,15.0,152.0,12.0,840.0,0.0,1.0,5.0,29.0,3.0,6.0,1.0,1383.0,1.0,12.0,90.0,1.0,20.0,73.0,653.0,15.0,19.0,4.0,21.9046,9.0,3.0,32.0,21.0,69.0,57.0,13.0,0.0,171.0,9.0,0.0,323.0,86.0,20.0,18.0,15.0,268.0,20.0,1.0,12.0,33.0,142.0,17.0,0.0,821.0,2.0,6.0,242.0,23.0,19.0,3.0,319.0,15.0,28.0,35.0,141.0,1275.0,147.0,1.0,25.0,426.0,8.0,0.4479,4.0,44.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2019-20,176.0,5.0,1.5944,0.0,8.0,26.0,11.342,31.0,44.0,3.0,104.0,30.0,4.0,20.0,22.0,119.0,10.0,505.0,2.0,3.0,8.0,87.0,,5.0,14.0,1877.0,14.0,58.0,126.0,2.0,29.0,97.0,374.0,115.0,,4.0,30.0448,20.0,,14.0,25.0,118.0,116.0,45.0,1.0,302.0,14.0,8.0,112.0,76.0,30.0,15.0,23.0,242.0,23.0,,10.0,60.0,215.0,29.0,0.0,460.0,18.0,10.0,247.0,16.0,24.0,,127.0,44.0,7.0,12.0,150.0,866.0,,3.0,,149.0,28.0,8.5641,8.0,15.0,29.0,0.2964,1.0,10.0,13.0,2.0,2.0,5.0,2.0,8.0,1.0,1.0,3.0,5.0,3.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80201,Bernd Leno,Goalkeeper,Arsenal,3,Germany,2019-20,4.0,,0.0069,0.0,,,,,,,4.0,30.0,,,30.0,222.0,,800.0,0.0,,,12.0,7.0,,,2650.0,,2.0,14.0,4.0,1.0,4.0,504.0,,,6.0,40.9432,,15.0,26.0,39.0,2.0,193.0,4.0,0.0,18.0,,0.0,408.0,260.0,30.0,,,35.0,35.0,,,,6.0,10.0,0.0,480.0,,,229.0,,1.0,,199.0,,,74.0,,1168.0,,,101.0,543.0,,,2.0,218.0,57.0,,,,,,,,,,,,,,,1.0,,1.0,17.0,47.0,11.0,7.0,1.0,17.0,113.0,5.0,2.0,367.0,71.0,42.0,65.0,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2019-20,120.0,7.0,2.0091,0.0,4.0,4.0,1.1603,36.0,9.0,5.0,108.0,26.0,5.0,8.0,19.0,125.0,50.0,675.0,1.0,,7.0,48.0,4.0,8.0,3.0,1753.0,3.0,41.0,103.0,1.0,34.0,96.0,532.0,60.0,10.0,2.0,25.2173,16.0,5.0,11.0,18.0,79.0,184.0,28.0,1.0,223.0,9.0,0.0,235.0,87.0,26.0,15.0,23.0,311.0,17.0,,59.0,45.0,175.0,7.0,0.0,666.0,5.0,19.0,294.0,21.0,32.0,3.0,69.0,22.0,12.0,18.0,187.0,1132.0,88.0,,11.0,247.0,8.0,0.9675,6.0,17.0,44.0,,,1.0,10.0,,,4.0,,,1.0,,,4.0,,9.0,1.0,,,,,,,,,,,,,,,9.0,1.0,8.0,5.0,,,,,,,,,,,,
101184,Calum Chambers,Defender,Arsenal,3,England,2019-20,68.0,4.0,0.8698,0.0,4.0,2.0,0.7584,26.0,8.0,,87.0,14.0,1.0,,13.0,140.0,30.0,796.0,0.0,1.0,1.0,68.0,3.0,4.0,1.0,1103.0,1.0,30.0,78.0,4.0,22.0,40.0,621.0,29.0,11.0,1.0,12.9561,6.0,4.0,41.0,15.0,38.0,124.0,4.0,0.0,146.0,6.0,1.0,293.0,69.0,14.0,16.0,6.0,209.0,11.0,,30.0,16.0,78.0,38.0,0.0,784.0,6.0,12.0,215.0,10.0,11.0,7.0,284.0,18.0,16.0,35.0,95.0,1099.0,72.0,1.0,25.0,451.0,8.0,0.7956,5.0,53.0,49.0,,,1.0,,,,3.0,,1.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2019-20,73.0,15.0,0.0725,0.0,3.0,5.0,0.3207,53.0,7.0,1.0,93.0,21.0,1.0,1.0,19.0,174.0,57.0,593.0,0.0,,2.0,49.0,3.0,15.0,,1559.0,,29.0,83.0,1.0,37.0,63.0,390.0,19.0,28.0,1.0,2.3644,11.0,10.0,45.0,20.0,44.0,46.0,4.0,0.0,156.0,17.0,1.0,258.0,69.0,21.0,21.0,,237.0,19.0,,57.0,10.0,107.0,20.0,0.0,582.0,2.0,4.0,295.0,32.0,6.0,4.0,182.0,16.0,22.0,29.0,107.0,1128.0,175.0,,53.0,197.0,10.0,0.02,1.0,81.0,53.0,,,1.0,,,,,,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182539,Dani Ceballos,Midfielder,Arsenal,3,Spain,2019-20,125.0,3.0,1.9694,0.0,5.0,3.0,0.5203,45.0,8.0,6.0,109.0,24.0,2.0,10.0,18.0,151.0,25.0,1251.0,0.0,4.0,6.0,34.0,2.0,9.0,1.0,1699.0,1.0,25.0,116.0,,31.0,107.0,1024.0,23.0,,4.0,24.87,26.0,2.0,11.0,21.0,100.0,393.0,35.0,0.0,241.0,11.0,0.0,309.0,153.0,24.0,22.0,9.0,657.0,21.0,,61.0,39.0,207.0,9.0,0.0,1192.0,5.0,16.0,281.0,23.0,27.0,3.0,354.0,19.0,32.0,76.0,195.0,1612.0,5.0,4.0,14.0,452.0,13.0,0.5691,1.0,42.0,52.0,,,,,2.0,,1.0,2.0,,,,,1.0,,12.0,,,,,,,,,,,,,,,,63.0,6.0,34.0,,,1.0,,,,,,,,,,
41270,David Luiz,Defender,Arsenal,3,Brazil,2019-20,90.0,3.0,1.2264,2.0,4.0,8.0,2.6845,28.0,19.0,12.0,101.0,33.0,1.0,1.0,32.0,268.0,2.0,1799.0,0.0,1.0,1.0,94.0,8.0,3.0,1.0,2811.0,1.0,42.0,98.0,3.0,12.0,46.0,1370.0,18.0,,5.0,42.9552,3.0,9.0,126.0,38.0,48.0,692.0,14.0,1.0,188.0,5.0,2.0,587.0,128.0,33.0,12.0,3.0,386.0,35.0,,2.0,8.0,94.0,52.0,2.0,1692.0,11.0,5.0,303.0,16.0,5.0,37.0,443.0,30.0,32.0,161.0,77.0,2141.0,3.0,1.0,39.0,1148.0,15.0,1.6376,5.0,167.0,88.0,0.3562,,2.0,1.0,5.0,,3.0,5.0,1.0,,1.0,7.0,3.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2019-20,50.0,,0.1489,1.0,2.0,5.0,2.8328,7.0,13.0,2.0,33.0,13.0,,1.0,7.0,35.0,1.0,140.0,1.0,1.0,6.0,15.0,,,3.0,633.0,3.0,8.0,34.0,,11.0,27.0,103.0,30.0,,1.0,9.1053,5.0,,5.0,8.0,42.0,32.0,10.0,1.0,84.0,9.0,1.0,27.0,15.0,13.0,2.0,7.0,54.0,8.0,,1.0,22.0,69.0,7.0,1.0,127.0,8.0,4.0,80.0,5.0,10.0,,24.0,16.0,2.0,2.0,57.0,257.0,,1.0,,51.0,8.0,3.1316,0.0,2.0,5.0,,,2.0,3.0,,1.0,1.0,,1.0,1.0,,,1.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2019-20,4.0,,0.0126,0.0,,,,1.0,,,4.0,2.0,,3.0,1.0,5.0,1.0,35.0,0.0,,1.0,,,,,97.0,,,4.0,,,4.0,30.0,,,,0.4594,,,2.0,,4.0,11.0,1.0,0.0,8.0,,0.0,8.0,5.0,2.0,,1.0,20.0,,,1.0,2.0,8.0,,0.0,35.0,,,12.0,1.0,2.0,,9.0,,1.0,,7.0,50.0,,,,10.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
