playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,clearancesOffTheLine,successfulLaunches,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,ownGoalScored,otherGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2018-19,96.0,5.0,2.293,0.0,11.0,13.0,2.0,4.2486,34.0,22.0,5.0,128.0,28.0,6.0,23.0,14.0,139.0,10.0,773.0,4.0,4.0,2.0,5.0,14.0,1.0,34.0,1.0,4.0,5.0,5.0,1327.0,5.0,2.0,21.0,79.0,2.0,33.0,66.0,608.0,78.0,3.0,19.701,19.0,3.0,13.0,6.0,75.0,202.0,20.0,1.0,175.0,6.0,2.0,201.0,89.0,28.0,4.0,1.0,16.0,3.0,11.0,412.0,11.0,10.0,38.0,6.0,141.0,13.0,0.0,760.0,9.0,16.0,230.0,18.0,12.0,1.0,222.0,21.0,9.0,26.0,148.0,1029.0,13.0,10.0,5.0,2.0,227.0,14.0,1.0,3.4024,0.0,11.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2018-19,65.0,1.0,0.9521,1.0,1.0,3.0,,1.1028,33.0,4.0,,78.0,16.0,1.0,,11.0,97.0,17.0,451.0,1.0,1.0,1.0,,5.0,,18.0,2.0,,1.0,2.0,985.0,2.0,,12.0,70.0,2.0,34.0,64.0,340.0,24.0,2.0,17.8048,5.0,11.0,17.0,1.0,53.0,32.0,12.0,0.0,135.0,18.0,0.0,158.0,59.0,16.0,,1.0,11.0,,14.0,201.0,15.0,17.0,31.0,1.0,117.0,6.0,0.0,445.0,1.0,5.0,179.0,22.0,19.0,4.0,161.0,8.0,19.0,14.0,100.0,782.0,98.0,2.0,,7.0,154.0,4.0,,0.902,1.0,19.0,32.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153133,Alex Iwobi,Forward,Arsenal,3,Nigeria,2018-19,142.0,12.0,5.5595,0.0,11.0,14.0,13.0,2.6128,28.0,24.0,3.0,182.0,35.0,6.0,26.0,22.0,211.0,45.0,951.0,3.0,2.0,2.0,3.0,13.0,1.0,25.0,1.0,1.0,12.0,10.0,1972.0,10.0,5.0,21.0,91.0,2.0,54.0,87.0,713.0,119.0,6.0,32.2188,34.0,10.0,32.0,8.0,121.0,360.0,13.0,0.0,233.0,20.0,1.0,257.0,90.0,35.0,1.0,3.0,14.0,,39.0,547.0,30.0,45.0,95.0,8.0,208.0,4.0,0.0,949.0,10.0,20.0,438.0,14.0,46.0,1.0,126.0,8.0,12.0,27.0,208.0,1415.0,15.0,15.0,3.0,8.0,205.0,4.0,1.0,3.4876,0.0,29.0,35.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2018-19,249.0,5.0,3.3569,0.0,19.0,30.0,2.0,11.148,35.0,62.0,10.0,187.0,35.0,8.0,39.0,27.0,199.0,24.0,771.0,13.0,24.0,4.0,3.0,8.0,,140.0,4.0,2.0,5.0,15.0,2470.0,15.0,10.0,93.0,181.0,1.0,65.0,134.0,556.0,203.0,3.0,33.9485,23.0,29.0,31.0,16.0,156.0,182.0,54.0,9.0,430.0,26.0,9.0,183.0,73.0,35.0,2.0,12.0,19.0,1.0,23.0,441.0,30.0,24.0,84.0,16.0,290.0,47.0,0.0,724.0,32.0,22.0,381.0,16.0,46.0,1.0,220.0,51.0,15.0,16.0,186.0,1313.0,4.0,9.0,3.0,1.0,136.0,26.0,1.0,11.66,2.0,12.0,23.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.108,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80201,Bernd Leno,Goalkeeper,Arsenal,3,Germany,2018-19,5.0,,0.019,0.0,,,,,,,,4.0,32.0,,,31.0,284.0,,922.0,,,,,1.0,,8.0,6.0,,,,2835.0,,,1.0,13.0,1.0,2.0,6.0,481.0,,7.0,45.3521,,32.0,42.0,,4.0,188.0,5.0,0.0,18.0,,,538.0,298.0,32.0,,,,,,75.0,41.0,,1.0,,10.0,7.0,0.0,558.0,,1.0,289.0,,,,196.0,,4.0,157.0,,1276.0,,,,146.0,563.0,,,,0.0,280.0,57.0,,,,,37.0,,,,,,,,9.0,37.0,227.0,6.0,7.0,16.0,105.0,8.0,1.0,6.0,325.0,83.0,31.0,67.0,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2018-19,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Arsenal,3,England,2018-19,154.0,,0.7733,0.0,11.0,11.0,,1.627,63.0,24.0,2.0,195.0,31.0,,8.0,29.0,311.0,14.0,1484.0,2.0,,,6.0,2.0,,119.0,5.0,4.0,,5.0,2586.0,5.0,,55.0,154.0,7.0,52.0,90.0,1084.0,39.0,3.0,47.1953,16.0,107.0,52.0,5.0,99.0,357.0,4.0,,308.0,25.0,,547.0,233.0,31.0,4.0,2.0,27.0,,10.0,520.0,45.0,14.0,,5.0,189.0,64.0,0.0,1462.0,13.0,8.0,405.0,36.0,23.0,12.0,392.0,34.0,69.0,89.0,188.0,1983.0,2.0,1.0,6.0,42.0,653.0,11.0,2.0,2.2819,9.0,116.0,85.0,1.0,,,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2018-19,6.0,,0.0598,0.0,,,1.0,,3.0,,,13.0,3.0,,,2.0,17.0,3.0,75.0,,,,,1.0,,3.0,,,,,165.0,,,2.0,4.0,,6.0,3.0,58.0,4.0,,2.1091,1.0,2.0,3.0,,4.0,7.0,,0.0,10.0,1.0,,23.0,8.0,3.0,,,1.0,,,35.0,3.0,3.0,3.0,,7.0,1.0,0.0,75.0,,2.0,29.0,2.0,,3.0,22.0,1.0,,,23.0,111.0,13.0,1.0,,2.0,23.0,,1.0,,0.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Arsenal,3,England,2018-19,23.0,,0.4664,0.0,1.0,2.0,1.0,0.8235,3.0,3.0,,14.0,8.0,1.0,1.0,1.0,14.0,,54.0,1.0,,0.0,,7.0,,21.0,,,,1.0,147.0,1.0,,14.0,14.0,,4.0,7.0,39.0,9.0,1.0,2.109,4.0,1.0,3.0,1.0,9.0,19.0,2.0,0.0,37.0,2.0,1.0,20.0,11.0,8.0,,,1.0,1.0,4.0,33.0,3.0,,7.0,1.0,16.0,7.0,0.0,53.0,1.0,,27.0,2.0,2.0,,9.0,3.0,1.0,1.0,6.0,87.0,,1.0,,,7.0,1.0,1.0,0.7926,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89572,Denis Suárez,Midfielder,Arsenal,3,Spain,2018-19,12.0,,0.0266,0.0,,,,,1.0,,,3.0,4.0,,1.0,,3.0,,34.0,,,,,4.0,,,,,,,67.0,,,,6.0,,2.0,6.0,31.0,,,1.9175,,,1.0,,12.0,7.0,1.0,0.0,18.0,,,4.0,5.0,4.0,,,,,6.0,23.0,1.0,,7.0,,18.0,,0.0,33.0,,,14.0,1.0,4.0,,14.0,,1.0,,9.0,59.0,1.0,,,,8.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
