playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesSaved,savesFromPenalty,crossesNotClaimed,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,expectedGoals,expectedGoalsFreekick,blockedShots,goalAssists,goals,awayGoals,shotsOnTargetOutsideBox,shotsBlockedInBox,homeGoals,oboxTarget,lastPlayerTackle,unsuccessfulDribbles,headedGoals,freekickTotal,iboxBlocked,cornersWon,attemptsFromSetPieces,hitWoodwork,foulAttemptedTackle,clearancesOffTheLine,offsides,oboxBlocked,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,secondGoalAssists,overruns,penaltiesConceded,ownGoalScored,handballsConceded,rightFootGoals,leftFootGoals,unsuccessfulLayoffs,foulWonPenalty,redCards2ndYellow,otherGoals,penaltiesTaken,penaltyGoals
158983,Wataru Endo,Midfielder,Liverpool,14,Japan,2024-25,26.0,0.1018,0.0,,12.0,,,11.0,20.0,1.0,11.0,189.0,,,7.0,,,261.0,24.0,,9.0,21.0,174.0,,,3.8637,2.0,,8.0,5.0,22.0,51.0,,7.0,0.0,50.0,,49.0,14.0,20.0,4.0,88.0,5.0,43.0,3.0,0.0,,187.0,21.0,2.0,,,54.0,4.0,253.0,1.0,,90.0,,0.0,,3.0,19.0,,,,,,,,5.0,1.0,,,,4.0,3.0,,7.0,1.0,3.0,,8.0,1.0,15.0,6.0,35.0,4.0,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2024-25,134.0,5.8831,0.0,,38.0,,5.0,148.0,36.0,29.0,177.0,1243.0,,,42.0,8.0,,2496.0,102.0,4.0,61.0,83.0,1012.0,,1.0,30.2011,50.0,,14.0,29.0,111.0,290.0,,24.0,1.0,236.0,,275.0,133.0,36.0,18.0,647.0,25.0,194.0,19.0,0.0,,1178.0,285.0,21.0,,,290.0,54.0,1661.0,12.0,11.0,432.0,,6.0,29.0,46.0,7.0,,,,6.0,23.0,3.5471,42.0,44.0,18.0,13.0,10.0,10.0,23.0,108.0,1.0,34.0,28.0,40.0,19.0,20.0,5.0,44.0,9.0,388.0,35.0,7.3435,0.1918,25.0,6.0,6.0,4.0,7.0,12.0,2.0,7.0,,17.0,,4.0,12.0,18.0,4.0,1.0,15.0,,4.0,13.0,17.0,5.0,10.0,13.0,,,,,1.0,1.0,5.0,3.0,,,,,
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2024-25,187.0,5.639,0.0,,95.0,,6.0,144.0,35.0,30.0,182.0,1424.0,,,54.0,9.0,,2607.0,170.0,3.0,86.0,151.0,1193.0,,1.0,25.5772,40.0,,29.0,24.0,152.0,431.0,,40.0,1.0,357.0,,397.0,148.0,35.0,37.0,850.0,21.0,303.0,19.0,0.0,,1383.0,326.0,16.0,,,322.0,49.0,1954.0,13.0,24.0,414.0,,6.0,38.0,52.0,5.0,,,,2.0,14.0,4.7247,25.0,35.0,18.0,22.0,7.0,7.0,35.0,63.0,,55.0,64.0,43.0,11.0,58.0,6.0,62.0,22.0,274.0,9.0,2.8328,0.0612,13.0,5.0,5.0,3.0,2.0,8.0,2.0,2.0,,21.0,2.0,1.0,8.0,16.0,1.0,2.0,49.0,,2.0,5.0,71.0,20.0,42.0,5.0,,1.0,,,1.0,2.0,1.0,2.0,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2024-25,84.0,1.5781,1.0,,39.0,,2.0,53.0,33.0,19.0,67.0,1059.0,,,28.0,1.0,,1710.0,90.0,1.0,23.0,76.0,970.0,,1.0,26.5474,19.0,,8.0,27.0,70.0,314.0,,25.0,2.0,174.0,,239.0,97.0,33.0,17.0,584.0,26.0,146.0,14.0,0.0,,1029.0,146.0,12.0,,,251.0,22.0,1367.0,13.0,4.0,409.0,,1.0,14.0,16.0,14.0,,,,1.0,13.0,4.7774,19.0,12.0,7.0,1.0,7.0,7.0,14.0,64.0,,13.0,7.0,44.0,6.0,22.0,9.0,18.0,7.0,255.0,28.0,4.3357,,15.0,3.0,3.0,1.0,3.0,10.0,2.0,3.0,,8.0,,,10.0,8.0,,,13.0,,1.0,5.0,1.0,,,5.0,,,,,1.0,2.0,1.0,,1.0,1.0,,,
444884,Harvey Elliott,Midfielder,Aston Villa,7,England,2024-25,16.0,0.6524,0.0,,5.0,,1.0,34.0,18.0,2.0,40.0,269.0,,,3.0,,,360.0,11.0,1.0,9.0,10.0,211.0,,,7.7442,8.0,2.0,3.0,6.0,14.0,43.0,,1.0,0.0,27.0,,76.0,15.0,18.0,2.0,152.0,5.0,24.0,1.0,0.0,,260.0,65.0,4.0,,,81.0,18.0,350.0,1.0,3.0,80.0,,1.0,6.0,8.0,16.0,,,,,4.0,1.3269,13.0,3.0,7.0,3.0,2.0,2.0,2.0,23.0,,5.0,9.0,8.0,9.0,3.0,2.0,,1.0,69.0,8.0,1.7614,0.0675,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,,4.0,,1.0,2.0,3.0,1.0,1.0,,,1.0,2.0,6.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2024-25,140.0,3.5328,1.0,,69.0,,8.0,158.0,37.0,37.0,200.0,1904.0,,,40.0,11.0,,3168.0,184.0,5.0,40.0,158.0,1663.0,,,36.6996,22.0,4.0,57.0,35.0,126.0,482.0,,52.0,0.0,324.0,,505.0,193.0,37.0,34.0,943.0,30.0,284.0,26.0,1.0,,1882.0,324.0,37.0,,,596.0,41.0,2462.0,9.0,18.0,765.0,,6.0,42.0,58.0,,,,,4.0,5.0,0.3837,13.0,29.0,3.0,4.0,,,14.0,28.0,,25.0,3.0,56.0,8.0,35.0,10.0,47.0,60.0,321.0,10.0,1.1183,,7.0,4.0,,,5.0,1.0,,5.0,,30.0,,,1.0,5.0,,,21.0,,,6.0,,,,6.0,,4.0,,,,,,,,,,,
491501,James McConnell,Midfielder,Liverpool U21,15987,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596042,Kieran Morrison,Midfielder,Liverpool,14,Northern Ireland,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440148,Tyler Morton,Midfielder,Liverpool,14,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
