playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,successfulCrossesAndCorners,throwInsToOppositionPlayer,groundDuelsLost,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,foulAttemptedTackle,handballsConceded,expectedGoalsOnTarget,oboxBlocked,substituteOn,headedGoals,clearancesOffTheLine,substituteOff,shotsBlockedOutsideBox,expectedGoals,iboxTarget,shotsOnTargetInBox,expectedGoalsFreekick,shotsOnTargetOutsideBox,shotsBlockedInBox,oboxTarget,freekickTotal,iboxBlocked,attemptsFromSetPieces,goalAssists,penaltiesConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,hitWoodwork,unsuccessfulLayoffs,ownGoalScored,rightFootGoals,redCards2ndYellow,penaltyGoalsConceded,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2015-16,102.0,,,0.0,,84.0,,215.0,33.0,33.0,323.0,1510.0,,32.0,10.0,,2970.0,21.0,143.0,6.0,60.0,132.0,1129.0,,,,24.0,25.0,57.0,45.0,95.0,,26.0,245.0,24.0,,660.0,161.0,33.0,,,727.0,39.0,213.0,11.0,0.0,,1499.0,555.0,63.0,23.0,,,541.0,52.0,58.0,2358.0,62.0,471.0,,6.0,108.0,80.0,11.0,13.0,6.0,16.0,1.0,3.0,70.0,1.0,1.0,11.0,55.0,81.0,21.0,1.0,19.0,70.0,10.0,29.0,8.0,19.0,214.0,289.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,Crystal Palace,31,France,2015-16,69.0,,0.2528,0.0,,30.0,,102.0,22.0,21.0,151.0,1243.0,,120.0,5.0,,1855.0,45.0,123.0,4.0,16.0,48.0,1023.0,,,23.752,4.0,13.0,137.0,30.0,371.0,,14.0,192.0,10.0,,604.0,158.0,22.0,,,372.0,26.0,72.0,75.0,0.0,,1213.0,199.0,20.0,8.0,,,212.0,37.0,69.0,1554.0,18.0,720.0,,1.0,49.0,64.0,,1.0,1.0,5.0,,,,1.0,1.0,,,24.0,10.0,,1.0,,4.0,2.0,22.0,9.0,56.0,4.0,5.0,,0.6613,1.0,1.0,1.0,2.0,2.0,1.0,0.6981,,,,,,,,,,,,,,,,,,,,,,,,
12450,Kolo Touré,Defender,Celtic,61,Cote d’Ivoire,2015-16,23.0,,0.0606,0.0,,22.0,,37.0,14.0,9.0,86.0,465.0,,23.0,2.0,,859.0,14.0,40.0,2.0,8.0,31.0,357.0,,,6.474,1.0,7.0,45.0,14.0,106.0,,2.0,63.0,5.0,,211.0,58.0,14.0,,,106.0,12.0,40.0,9.0,0.0,,446.0,114.0,17.0,7.0,,,119.0,25.0,22.0,596.0,35.0,273.0,,1.0,49.0,27.0,,2.0,2.0,2.0,,,1.0,1.0,,,,9.0,5.0,,1.0,1.0,,1.0,3.0,2.0,29.0,2.0,1.0,,0.3017,2.0,5.0,1.0,,3.0,2.0,0.2217,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
38454,Dejan Lovren,Defender,PAOK Salonika,237,Croatia,2015-16,60.0,,0.4185,0.0,,34.0,,96.0,24.0,22.0,162.0,1052.0,,101.0,8.0,,1897.0,21.0,124.0,3.0,13.0,44.0,810.0,,,23.0687,9.0,20.0,153.0,24.0,273.0,,12.0,184.0,11.0,,428.0,97.0,24.0,,,297.0,21.0,83.0,80.0,0.0,,1033.0,224.0,25.0,1.0,,,271.0,37.0,80.0,1376.0,41.0,594.0,,2.0,66.0,61.0,1.0,7.0,6.0,15.0,,,3.0,,,1.0,2.0,39.0,9.0,,1.0,3.0,9.0,1.0,14.0,23.0,80.0,6.0,12.0,,0.5584,2.0,2.0,,,3.0,2.0,1.2855,5.0,5.0,0.0566,1.0,5.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2015-16,33.0,,0.1046,0.0,,12.0,,32.0,5.0,5.0,47.0,222.0,,18.0,3.0,,438.0,9.0,24.0,,10.0,15.0,166.0,,,5.9021,2.0,2.0,18.0,5.0,80.0,,1.0,57.0,6.0,,82.0,29.0,5.0,,,94.0,5.0,39.0,9.0,0.0,,220.0,79.0,10.0,2.0,,,23.0,12.0,9.0,346.0,8.0,82.0,,3.0,15.0,16.0,1.0,,,1.0,1.0,,6.0,,,1.0,10.0,24.0,2.0,,4.0,6.0,1.0,1.0,3.0,9.0,37.0,33.0,2.0,,,,,,,1.0,,0.0131,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
100059,Alberto Moreno,Defender,Como,1065,Spain,2015-16,122.0,,3.8668,0.0,,92.0,,145.0,32.0,28.0,246.0,1323.0,,29.0,6.0,,2547.0,15.0,143.0,3.0,56.0,129.0,992.0,,,26.0111,58.0,15.0,48.0,36.0,581.0,,22.0,265.0,32.0,,479.0,138.0,32.0,,,655.0,33.0,236.0,14.0,0.0,,1282.0,476.0,69.0,16.0,,,42.0,63.0,85.0,2170.0,52.0,458.0,,3.0,101.0,78.0,25.0,13.0,8.0,23.0,1.0,1.0,87.0,1.0,6.0,36.0,42.0,107.0,23.0,1.0,18.0,102.0,15.0,18.0,5.0,29.0,221.0,243.0,26.0,,1.3412,12.0,4.0,,,3.0,12.0,1.636,5.0,5.0,0.2452,2.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,31.0,9.0,12.0,1.0,,,,,,,,,
68815,Steven Caulker,Defender,Wigan Athletic,111,Sierra Leone,2015-16,8.0,,0.0155,0.0,,2.0,,15.0,6.0,1.0,21.0,68.0,,16.0,1.0,,149.0,7.0,11.0,1.0,,2.0,46.0,,,0.8485,1.0,1.0,14.0,2.0,11.0,,1.0,19.0,,,38.0,7.0,6.0,,,25.0,1.0,3.0,9.0,0.0,,68.0,34.0,2.0,,,,12.0,6.0,1.0,112.0,3.0,22.0,,0.0,6.0,4.0,,1.0,2.0,2.0,,,1.0,,,,3.0,1.0,,,1.0,1.0,,,2.0,,7.0,5.0,,,0.5077,,5.0,,,,,0.1481,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
102548,Tiago Ilori,Defender,Sporting CP,255,Portugal,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26793,Martin Skrtel,Defender,Istanbul Basaksehir,2133,Slovakia,2015-16,53.0,,0.5877,0.0,,23.0,,103.0,22.0,21.0,172.0,1173.0,,87.0,6.0,,1886.0,29.0,88.0,3.0,6.0,30.0,945.0,,,23.0522,5.0,14.0,147.0,29.0,252.0,,6.0,141.0,4.0,,495.0,92.0,22.0,,,272.0,26.0,54.0,58.0,0.0,,1133.0,215.0,20.0,1.0,,,366.0,41.0,56.0,1455.0,38.0,729.0,,5.0,69.0,57.0,,4.0,3.0,6.0,,2.0,1.0,1.0,1.0,,,24.0,3.0,,,1.0,3.0,1.0,20.0,21.0,60.0,5.0,7.0,,0.3842,1.0,1.0,,,1.0,1.0,0.7314,2.0,2.0,,,3.0,,,3.0,,,1.0,,,,,,1.0,1.0,,,,,,
91979,Jon Flanagan,Defender,Rangers,67,England,2015-16,31.0,,0.1453,0.0,,11.0,,30.0,5.0,5.0,43.0,254.0,,12.0,2.0,,421.0,5.0,21.0,1.0,7.0,14.0,206.0,,,4.4839,1.0,,17.0,5.0,10.0,,1.0,52.0,3.0,,89.0,27.0,5.0,,,99.0,4.0,40.0,7.0,0.0,,252.0,75.0,9.0,2.0,,,121.0,9.0,5.0,370.0,8.0,113.0,,1.0,13.0,21.0,1.0,,,,,,6.0,,,1.0,8.0,26.0,2.0,,2.0,6.0,,4.0,2.0,7.0,34.0,39.0,4.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
120447,Brad Smith,Defender,Bournemouth,91,Australia,2015-16,21.0,,0.1008,1.0,,11.0,,24.0,4.0,3.0,25.0,108.0,,7.0,,,285.0,5.0,22.0,1.0,14.0,20.0,78.0,,,5.6863,2.0,,12.0,5.0,41.0,,5.0,43.0,8.0,,41.0,14.0,4.0,,,46.0,4.0,36.0,2.0,0.0,,105.0,60.0,10.0,4.0,,,3.0,3.0,5.0,230.0,,41.0,,1.0,1.0,11.0,4.0,1.0,,,,1.0,10.0,,,4.0,5.0,16.0,1.0,,2.0,10.0,,3.0,1.0,7.0,23.0,40.0,3.0,,,,1.0,,,,,0.0328,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
89088,Andre Wisdom,Defender,Birmingham City U21,8942,England,2015-16,27.0,,0.3728,0.0,,19.0,,50.0,10.0,9.0,71.0,307.0,,20.0,1.0,,823.0,10.0,40.0,1.0,15.0,30.0,223.0,,,18.2878,4.0,5.0,23.0,15.0,15.0,,3.0,67.0,4.0,,146.0,53.0,10.0,,,142.0,14.0,47.0,10.0,0.0,,301.0,150.0,16.0,8.0,,,96.0,8.0,13.0,545.0,13.0,98.0,,1.0,21.0,26.0,4.0,1.0,,1.0,,,21.0,,,4.0,36.0,17.0,3.0,,3.0,21.0,1.0,6.0,1.0,3.0,50.0,78.0,2.0,,,,1.0,,,1.0,,0.1097,,,,,1.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,
134383,Connor Randall,Defender,Liverpool PL2,7139,England,2015-16,12.0,,0.0327,0.0,,3.0,,15.0,3.0,2.0,22.0,82.0,,5.0,,,163.0,3.0,6.0,,4.0,4.0,55.0,,,1.0743,1.0,1.0,,3.0,4.0,,2.0,18.0,1.0,,42.0,8.0,3.0,,,29.0,3.0,13.0,2.0,0.0,,81.0,37.0,2.0,,,,22.0,3.0,5.0,138.0,3.0,31.0,,0.0,7.0,7.0,,1.0,1.0,1.0,,,1.0,,,,4.0,9.0,1.0,,4.0,1.0,,,1.0,2.0,14.0,24.0,2.0,,0.2133,,1.0,,,1.0,,0.1205,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
