playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,hitWoodwork,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
465920,Mykhailo Mudryk,Midfielder,Chelsea,8,Ukraine,2024-25,17.0,,0.4943,0.0,,,8.0,7.0,1.0,8.0,35.0,,6.0,,,145.0,9.0,,,3.0,7.0,26.0,,,,1.5614,2.0,,1.0,2.0,13.0,22.0,,2.0,0.0,26.0,,7.0,9.0,7.0,,,24.0,2.0,20.0,2.0,0.0,,33.0,30.0,,,1.0,2.0,,1.0,73.0,,4.0,,,0.0,,,1.0,,1.0,1.0,0.3696,2.0,1.0,1.0,,,6.0,,1.0,,,6.0,2.0,,1.0,1.0,1.0,4.0,8.0,,,2.0,,,,,,5.0,,,6.0,12.0,,,2.0,2.0,3.0,1.0,5.0,,1.0,,1.0,0.2504,,,,,,,,,,,,,,
609640,Mathis Amougou,Midfielder,Chelsea,8,France,2024-25,1.0,,0.0041,0.0,,,,1.0,,,7.0,,,,,7.0,,,,,,7.0,,,,,,,,,1.0,4.0,,,0.0,1.0,,1.0,2.0,1.0,,,5.0,,1.0,,0.0,,7.0,1.0,,,2.0,,,,10.0,,2.0,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448047,Enzo Fernández,Midfielder,Chelsea,8,Argentina,2024-25,182.0,,6.2208,0.0,,,216.0,36.0,32.0,289.0,1778.0,,48.0,7.0,,2946.0,159.0,6.0,,82.0,144.0,1390.0,,,3.0,36.7564,72.0,4.0,20.0,37.0,149.0,537.0,,54.0,2.0,341.0,,524.0,156.0,36.0,,,937.0,31.0,293.0,15.0,0.0,,1711.0,462.0,,,393.0,52.0,13.0,99.0,2327.0,27.0,578.0,29.0,,8.0,73.0,67.0,9.0,14.0,20.0,2.0,6.9956,65.0,39.0,14.0,7.0,58.0,36.0,6.0,2.0,3.0,6.0,4.0,74.0,8.0,26.0,6.0,6.0,33.0,85.0,1.0,8.0,36.0,3.0,8.0,2.0,32.0,2.0,21.0,,2.0,83.0,49.0,8.0,19.0,29.0,33.0,26.0,7.0,324.0,3.0,6.0,6.0,1.0,6.127,,,,,14.0,2.0,2.0,43.0,0.1509,2.0,2.0,,,
244851,Cole Palmer,Midfielder,Chelsea,8,England,2024-25,120.0,,9.1441,0.0,,,177.0,37.0,36.0,221.0,1310.0,,9.0,5.0,,3195.0,147.0,6.0,,63.0,145.0,996.0,,,5.0,42.8013,81.0,,19.0,41.0,113.0,261.0,,60.0,3.0,267.0,,340.0,106.0,37.0,,,824.0,35.0,258.0,2.0,0.0,,1195.0,497.0,,,401.0,15.0,11.0,93.0,2005.0,5.0,300.0,10.0,,7.0,44.0,32.0,20.0,40.0,51.0,3.0,16.4221,34.0,86.0,22.0,8.0,26.0,57.0,15.0,7.0,6.0,20.0,1.0,75.0,19.0,35.0,17.0,17.0,7.0,156.0,1.0,20.0,15.0,9.0,19.0,,14.0,15.0,46.0,,,109.0,83.0,20.0,35.0,41.0,20.0,51.0,1.0,308.0,16.0,10.0,20.0,,17.2837,6.0,,,1.0,10.0,12.0,12.0,44.0,0.5443,5.0,2.0,1.0,5.0,4.0
532605,Andrey Santos,Midfielder,Chelsea,8,Brazil,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215413,Kiernan Dewsbury-Hall,Midfielder,Everton,11,England,2024-25,11.0,,0.2197,0.0,,,18.0,13.0,2.0,22.0,149.0,,1.0,,,259.0,16.0,1.0,,4.0,16.0,123.0,,,1.0,2.3821,2.0,,7.0,3.0,10.0,36.0,,6.0,0.0,27.0,,34.0,9.0,13.0,,,79.0,2.0,26.0,,0.0,,146.0,31.0,,,37.0,4.0,2.0,4.0,193.0,1.0,48.0,2.0,,0.0,4.0,4.0,,1.0,,,,8.0,,,1.0,5.0,1.0,,,,,11.0,2.0,,,,,1.0,8.0,,1.0,2.0,,,,3.0,,2.0,,,2.0,5.0,1.0,,1.0,5.0,2.0,,42.0,,2.0,,1.0,0.2226,,,,,,,,1.0,,,,,,
486672,Moisés Caicedo,Midfielder,Chelsea,8,Ecuador,2024-25,165.0,,2.8154,0.0,,,156.0,38.0,38.0,212.0,2153.0,,56.0,10.0,,3356.0,236.0,6.0,1.0,59.0,200.0,1845.0,,,4.0,43.9736,28.0,2.0,53.0,42.0,145.0,625.0,,58.0,0.0,401.0,,531.0,229.0,38.0,,,1077.0,36.0,345.0,36.0,0.0,,2106.0,311.0,,,659.0,70.0,49.0,96.0,2721.0,22.0,868.0,49.0,,11.0,56.0,53.0,4.0,9.0,3.0,,0.3207,114.0,11.0,12.0,2.0,71.0,6.0,1.0,,1.0,8.0,,,2.0,4.0,,,20.0,17.0,5.0,1.0,39.0,0.0,2.0,1.0,41.0,,22.0,,,6.0,47.0,1.0,8.0,1.0,73.0,29.0,10.0,338.0,22.0,5.0,8.0,,0.8224,1.0,1.0,,,,,,,,,,2.0,,
514356,Roméo Lavia,Midfielder,Chelsea U21,12943,Belgium,2024-25,46.0,,0.3608,0.0,,,29.0,16.0,11.0,33.0,422.0,,18.0,,,801.0,51.0,,1.0,7.0,39.0,379.0,,,4.0,10.9155,6.0,,10.0,11.0,40.0,142.0,,7.0,0.0,97.0,,101.0,40.0,16.0,,,212.0,11.0,79.0,12.0,0.0,,419.0,51.0,,,113.0,16.0,16.0,10.0,526.0,2.0,177.0,10.0,,4.0,4.0,8.0,,2.0,,,,22.0,,3.0,1.0,12.0,,,,,1.0,5.0,,,,,,6.0,1.0,,1.0,6.0,,,,9.0,,6.0,,,,13.0,1.0,,1.0,13.0,10.0,,66.0,,11.0,1.0,,0.2565,,,,,,,,,,,,,,
547692,Samuel Rak-Sakyi,Midfielder,Chelsea U21,12943,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611912,Landon Emenalo,Midfielder,Chelsea U21,12943,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611921,Reggie Walsh,Midfielder,Chelsea U21,12943,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
