playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,fiftyFifty,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,blocks,totalFoulsConceded,interceptions,backwardPasses,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,iboxTarget,shotsOnTargetInBox,shotsOffTargetIncWoodwork,blockedShots,goalAssists,goals,offsides,awayGoals,oboxBlocked,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,shotsBlockedOutsideBox,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,headedGoals,lastPlayerTackle,clearancesOffTheLine,ownGoalScored,crossesNotClaimed,setPiecesGoals,redCards2ndYellow,otherGoals,penaltiesSaved,savesFromPenalty
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2022-23,0.7452,0.0,,45.0,,86.0,22.0,13.0,118.0,624.0,,,26.0,1.0,,1403.0,85.0,4.0,33.0,70.0,479.0,,2.0,15.4855,3.0,40.0,31.0,95.0,,8.0,0.0,142.0,,247.0,90.0,22.0,,232.0,27.0,116.0,15.0,0.0,,613.0,3.0,195.0,24.0,17.0,,,187.0,27.0,960.0,53.0,12.0,280.0,,3.0,32.0,37.0,57.0,6.0,21.0,1.0,3.0,0.2168,1.0,2.0,2.0,1.0,11.0,14.0,9.0,1.0,6.0,11.0,1.0,8.0,13.0,10.0,46.0,21.0,1.0,21.0,5.0,14.0,18.0,7.0,13.0,22.0,95.0,6.0,10.0,1.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2022-23,0.1025,0.0,,14.0,,25.0,15.0,8.0,40.0,399.0,,,21.0,1.0,,732.0,41.0,2.0,9.0,33.0,342.0,,1.0,4.8147,,11.0,8.0,124.0,,17.0,0.0,77.0,,107.0,48.0,15.0,,175.0,6.0,56.0,8.0,0.0,,385.0,,57.0,11.0,2.0,,,108.0,17.0,501.0,1.0,4.0,184.0,,2.0,15.0,12.0,36.0,,15.0,1.0,,0.1325,2.0,3.0,3.0,,10.0,,7.0,,,13.0,,2.0,,2.0,23.0,6.0,,3.0,2.0,,9.0,3.0,8.0,12.0,60.0,4.0,6.0,,0.1592,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519324,Amario Cozier-Duberry,Midfielder,Arsenal,3,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2022-23,0.553,0.0,,1.0,,7.0,12.0,,7.0,80.0,,,2.0,,,163.0,4.0,,2.0,4.0,70.0,,,3.377,,1.0,5.0,33.0,,1.0,0.0,16.0,,8.0,8.0,12.0,,49.0,5.0,14.0,,0.0,,78.0,,18.0,1.0,2.0,,,19.0,3.0,109.0,,,25.0,,0.0,,1.0,12.0,,2.0,1.0,,0.0322,2.0,,,,,3.0,12.0,,1.0,2.0,,10.0,,4.0,10.0,1.0,,,3.0,4.0,7.0,,1.0,,20.0,1.0,,,0.265,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,4.0,,,,,,,,,,,,,
499175,Ethan Nwaneri,Midfielder,Arsenal,3,England,2022-23,,0.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.0,,,,,1.0,,,,,,0.0,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438098,Fábio Vieira,Midfielder,Arsenal,3,Portugal,2022-23,1.4121,0.0,,6.0,,33.0,22.0,3.0,40.0,266.0,,,8.0,,,499.0,20.0,1.0,11.0,17.0,221.0,,,6.1418,1.0,2.0,5.0,72.0,,5.0,0.0,50.0,,64.0,34.0,22.0,,174.0,4.0,42.0,3.0,0.0,,263.0,4.0,88.0,4.0,6.0,,,74.0,5.0,376.0,3.0,1.0,57.0,,0.0,7.0,9.0,30.0,2.0,18.0,2.0,,0.2516,9.0,2.0,2.0,,5.0,10.0,19.0,1.0,5.0,5.0,,26.0,,10.0,25.0,5.0,1.0,2.0,11.0,15.0,20.0,,3.0,4.0,56.0,4.0,1.0,,0.8293,,,7.0,6.0,2.0,1.0,,1.0,2.0,4.0,0.0,,4.0,2.0,,1.0,1.0,,,3.0,,,4.0,1.0,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2022-23,4.0248,0.0,,34.0,,185.0,37.0,36.0,212.0,1571.0,,,68.0,9.0,,3004.0,130.0,6.0,45.0,92.0,1290.0,,3.0,34.5724,5.0,41.0,35.0,527.0,,39.0,2.0,244.0,,439.0,152.0,37.0,,829.0,29.0,176.0,38.0,0.0,,1535.0,15.0,320.0,27.0,19.0,,,293.0,69.0,1983.0,18.0,13.0,535.0,,5.0,27.0,58.0,114.0,5.0,56.0,14.0,,6.0714,26.0,6.0,22.0,,25.0,34.0,1.0,3.0,5.0,30.0,,112.0,1.0,40.0,84.0,18.0,3.0,7.0,10.0,34.0,35.0,10.0,26.0,15.0,312.0,12.0,16.0,1.0,4.6024,4.0,4.0,12.0,14.0,7.0,7.0,5.0,1.0,8.0,6.0,6.0,1.0,6.0,8.0,,,4.0,3.0,3.0,,1.0,0.1986,1.0,2.0,,,2.0,,,,,,,,,
85955,Jorginho,Midfielder,Arsenal,3,Italy,2022-23,0.4494,0.0,,60.0,,183.0,32.0,24.0,221.0,1610.0,,,37.0,8.0,,2133.0,128.0,4.0,39.0,110.0,1325.0,,,15.8621,6.0,14.0,23.0,500.0,,41.0,1.0,233.0,,476.0,188.0,32.0,,774.0,19.0,196.0,18.0,0.0,,1567.0,4.0,278.0,36.0,9.0,,,398.0,64.0,1907.0,1.0,15.0,615.0,,4.0,38.0,55.0,105.0,,49.0,3.0,,2.1238,7.0,7.0,15.0,,31.0,4.0,8.0,1.0,,19.0,,17.0,,11.0,86.0,20.0,1.0,24.0,9.0,4.0,26.0,5.0,18.0,30.0,236.0,10.0,12.0,2.0,1.6868,,,4.0,4.0,1.0,2.0,,1.0,2.0,,1.0,2.0,,2.0,,,,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2022-23,8.4384,0.0,,36.0,,242.0,37.0,37.0,271.0,1689.0,,,34.0,5.0,,3143.0,126.0,7.0,60.0,112.0,1362.0,,3.0,35.8773,1.0,12.0,38.0,266.0,,26.0,4.0,286.0,,484.0,178.0,37.0,,1036.0,31.0,252.0,14.0,0.0,,1647.0,19.0,472.0,23.0,51.0,,,597.0,56.0,2232.0,12.0,5.0,401.0,,4.0,29.0,46.0,160.0,5.0,69.0,33.0,1.0,8.7398,60.0,25.0,41.0,,34.0,31.0,,10.0,19.0,20.0,,132.0,1.0,69.0,140.0,15.0,10.0,13.0,29.0,72.0,74.0,5.0,30.0,6.0,342.0,23.0,15.0,,9.8889,8.0,8.0,27.0,33.0,7.0,15.0,1.0,9.0,19.0,14.0,6.0,2.0,14.0,19.0,1.0,3.0,13.0,9.0,9.0,13.0,,0.4351,18.0,2.0,,,,,,,,,,,,
232241,Matt Smith,Midfielder,Arsenal,3,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
