playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,savesMadeCaught,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,handballsConceded,expectedGoals,overruns,cornersTakenInclShortCorners,successfulCornersIntoBox,redCards2ndYellow,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,headedGoals,freekickTotal,attemptsFromSetPieces,oboxBlocked,shotsBlockedOutsideBox,unsuccessfulLayoffs,setPiecesGoals,otherGoals
87835,Matt Doherty,Defender,Wolverhampton Wanderers,39,Ireland,2024-25,58.0,,1.2233,0.0,,38.0,,2.0,109.0,30.0,25.0,179.0,1210.0,,78.0,5.0,,2113.0,22.0,116.0,5.0,,27.0,60.0,957.0,,,2.0,32.1991,11.0,7.0,95.0,38.0,36.0,118.0,,11.0,0.0,174.0,,425.0,106.0,30.0,,,,417.0,33.0,96.0,56.0,0.0,,1155.0,248.0,21.0,11.0,,,514.0,18.0,74.0,1578.0,9.0,28.0,615.0,11.0,,6.0,70.0,67.0,,5.0,1.0,4.0,3.0,2.1341,6.0,1.0,2.0,21.0,2.0,2.0,2.0,1.0,1.0,1.0,28.0,20.0,1.0,4.0,13.0,0.0,1.0,17.0,1.0,7.0,21.0,12.0,4.0,3.0,6.0,15.0,22.0,1.0,153.0,46.0,1.0,1.0375,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Manchester City,43,Algeria,2024-25,188.0,,,1.0,,89.0,,3.0,139.0,37.0,37.0,183.0,1377.0,,52.0,,,3127.0,30.0,220.0,9.0,,78.0,198.0,1173.0,,,7.0,,39.0,3.0,66.0,67.0,158.0,458.0,,46.0,0.0,408.0,,388.0,145.0,37.0,,,1.0,681.0,58.0,356.0,22.0,0.0,,1334.0,428.0,57.0,63.0,,,142.0,30.0,21.0,2315.0,18.0,30.0,538.0,14.0,,5.0,44.0,76.0,,,14.0,15.0,13.0,,21.0,7.0,11.0,49.0,4.0,6.0,2.0,25.0,,,104.0,16.0,,,36.0,2.0,1.0,32.0,3.0,56.0,69.0,103.0,,8.0,22.0,6.0,26.0,,389.0,230.0,2.0,,1.0,30.0,10.0,1.0,15.0,1.0,1.0,,,,,,,,,,,
231480,Santiago Bueno,Defender,Wolverhampton Wanderers,39,Uruguay,2024-25,67.0,,0.1175,0.0,,41.0,,1.0,57.0,29.0,18.0,100.0,837.0,9.0,67.0,4.0,,1682.0,32.0,81.0,4.0,,24.0,46.0,708.0,,,1.0,27.4783,,7.0,70.0,34.0,35.0,264.0,,5.0,0.0,148.0,,225.0,43.0,29.0,,,,165.0,30.0,81.0,35.0,0.0,9.0,807.0,109.0,21.0,,,,300.0,26.0,29.0,1046.0,4.0,21.0,572.0,13.0,,2.0,43.0,41.0,,11.0,,,3.0,0.6471,6.0,,2.0,,,,,,3.0,3.0,7.0,,,,15.0,,,20.0,,4.0,,6.0,,3.0,1.0,21.0,15.0,,48.0,4.0,1.0,0.4277,,,,,,1.0,,,,,,,,,,,,
516939,Emmanuel Agbadou,Defender,Wolverhampton Wanderers,39,Cote d’Ivoire,2024-25,40.0,,0.3169,0.0,,30.0,,1.0,70.0,16.0,16.0,141.0,996.0,15.0,46.0,4.0,,1411.0,20.0,70.0,2.0,,11.0,44.0,779.0,,,2.0,23.3126,4.0,8.0,89.0,22.0,20.0,291.0,,4.0,0.0,110.0,,345.0,83.0,16.0,,,,220.0,20.0,64.0,26.0,0.0,9.0,953.0,158.0,19.0,10.0,6.0,,318.0,7.0,76.0,1201.0,1.0,18.0,635.0,4.0,,3.0,71.0,48.0,,,,1.0,2.0,1.0398,6.0,,1.0,2.0,1.0,1.0,1.0,,,,7.0,,,1.0,6.0,0.0,,11.0,,2.0,2.0,6.0,1.0,4.0,1.0,13.0,12.0,,42.0,,,0.845,,,,,,,,0.0255,1.0,1.0,1.0,1.0,1.0,,,,,
501837,Yerson Mosquera,Defender,Wolverhampton Wanderers,39,Colombia,2024-25,18.0,,0.0321,0.0,,11.0,,,16.0,5.0,5.0,33.0,237.0,5.0,17.0,,,442.0,6.0,29.0,3.0,,6.0,18.0,192.0,,,,8.805,2.0,1.0,14.0,12.0,12.0,30.0,,7.0,0.0,47.0,,78.0,24.0,5.0,,,,56.0,9.0,30.0,11.0,0.0,5.0,228.0,40.0,7.0,,,,106.0,6.0,12.0,306.0,1.0,11.0,149.0,4.0,,2.0,17.0,15.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,,9.0,,,1.0,3.0,,,4.0,,,1.0,1.0,1.0,1.0,,10.0,10.0,1.0,23.0,,,0.3495,,,,,,1.0,,,,,,,,,,,,
60232,Craig Dawson,Defender,Wolverhampton Wanderers,39,England,2024-25,22.0,,0.0929,0.0,,15.0,,1.0,33.0,15.0,10.0,74.0,558.0,10.0,32.0,1.0,,969.0,11.0,42.0,4.0,,5.0,21.0,440.0,,,2.0,20.5481,2.0,8.0,51.0,25.0,11.0,206.0,,5.0,0.0,64.0,,171.0,35.0,15.0,,,1.0,125.0,21.0,32.0,21.0,0.0,10.0,528.0,79.0,3.0,1.0,,,152.0,6.0,44.0,679.0,1.0,14.0,359.0,4.0,,2.0,41.0,24.0,,5.0,,1.0,1.0,0.0493,4.0,,,,,2.0,,,1.0,1.0,14.0,,2.0,1.0,5.0,,,12.0,,2.0,,2.0,1.0,3.0,,11.0,9.0,,29.0,,,0.4923,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolverhampton Wanderers,39,Portugal,2024-25,165.0,,1.7085,0.0,,62.0,,1.0,125.0,34.0,32.0,194.0,1091.0,,70.0,4.0,,2891.0,42.0,152.0,5.0,1.0,58.0,124.0,861.0,,,7.0,47.4279,21.0,14.0,84.0,49.0,123.0,96.0,,30.0,0.0,317.0,,371.0,139.0,34.0,,,,511.0,44.0,247.0,28.0,0.0,,1079.0,357.0,36.0,32.0,,,333.0,48.0,36.0,1817.0,11.0,41.0,402.0,18.0,,8.0,69.0,70.0,,2.0,16.0,6.0,7.0,0.7987,12.0,4.0,6.0,47.0,,4.0,,16.0,3.0,3.0,28.0,15.0,,2.0,22.0,,,26.0,,31.0,47.0,52.0,2.0,5.0,14.0,10.0,23.0,,291.0,183.0,,0.8899,2.0,,,,,1.0,,,4.0,4.0,,,,4.0,4.0,,,
510362,Toti Gomes,Defender,Wolverhampton Wanderers,39,Portugal,2024-25,84.0,,0.6025,0.0,,61.0,,,133.0,31.0,30.0,224.0,1665.0,14.0,80.0,8.0,,2615.0,27.0,149.0,5.0,1.0,33.0,96.0,1391.0,,,6.0,43.2888,8.0,15.0,147.0,45.0,57.0,664.0,,15.0,0.0,233.0,,647.0,116.0,31.0,,,2.0,466.0,40.0,153.0,53.0,0.0,14.0,1605.0,288.0,43.0,20.0,,,197.0,24.0,50.0,2110.0,3.0,48.0,978.0,7.0,,7.0,91.0,106.0,,1.0,3.0,,3.0,0.3982,7.0,1.0,,10.0,,4.0,,3.0,3.0,3.0,20.0,6.0,,,12.0,,,18.0,,10.0,10.0,25.0,,4.0,4.0,17.0,25.0,2.0,157.0,29.0,,0.7298,2.0,,,,,,,,,,,,,,,,,
560248,Bastien Meupiyou,Defender,Wolverhampton Wanderers,39,France,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531170,Nasser Djiga,Defender,Wolverhampton Wanderers,39,Burkina Faso,2024-25,4.0,,0.0054,0.0,,,,,3.0,5.0,1.0,8.0,46.0,,2.0,,,65.0,1.0,2.0,,,2.0,1.0,36.0,,,,1.5911,,,4.0,2.0,3.0,6.0,,1.0,0.0,6.0,,19.0,2.0,5.0,,,,13.0,2.0,4.0,1.0,0.0,,45.0,11.0,,,,,13.0,,2.0,60.0,1.0,4.0,25.0,,,0.0,5.0,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,8.0,2.0,,,,,,,,,,,,,,,,,,,,
