playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,tacklesWon,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,lastPlayerTackle,blocks,clearancesOffTheLine,foulWonPenalty,rightFootGoals,throughBalls,goalAssists,shotsOnTargetOutsideBox,oboxTarget,hitWoodwork,headedGoals,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,unsuccessfulLayoffs,secondGoalAssists
448514,Rayan Aït-Nouri,Defender,Manchester City,43,Algeria,2022-23,69.0,,0.8509,0.0,,33.0,,67.0,21.0,9.0,86.0,474.0,,,31.0,2.0,,1067.0,17.0,86.0,2.0,1.0,21.0,72.0,381.0,,,,15.0097,2.0,24.0,18.0,52.0,174.0,,11.0,1.0,155.0,,169.0,61.0,21.0,,,13.0,224.0,16.0,124.0,14.0,0.0,,469.0,171.0,28.0,,,28.0,15.0,7.0,793.0,13.0,170.0,6.0,,4.0,19.0,35.0,20.0,5.0,24.0,2.0,5.0,5.0,1.5067,8.0,1.0,16.0,13.0,1.0,3.0,1.0,1.0,12.0,3.0,6.0,4.0,4.0,1.0,32.0,5.0,1.0,7.0,1.0,3.0,0.0,1.0,18.0,15.0,30.0,1.0,3.0,6.0,9.0,2.0,103.0,76.0,5.0,1.0,2.0,0.7198,,,,,,,,,,,,,,,,,,,
432830,Nathan Collins,Defender,Brentford,94,Ireland,2022-23,65.0,,0.2322,1.0,,27.0,,77.0,26.0,19.0,134.0,1129.0,,,68.0,4.0,,1812.0,31.0,81.0,4.0,,12.0,44.0,928.0,,,1.0,26.8039,15.0,83.0,36.0,34.0,233.0,,9.0,0.0,146.0,,378.0,96.0,26.0,,,12.0,261.0,32.0,78.0,37.0,1.0,,1112.0,157.0,8.0,,,456.0,17.0,67.0,1370.0,22.0,734.0,9.0,,2.0,57.0,61.0,15.0,,34.0,1.0,,3.0,,2.0,,18.0,,,1.0,,,7.0,,,,,,13.0,,,2.0,1.0,7.0,,,,,8.0,1.0,2.0,,21.0,,62.0,6.0,,,,0.2292,2.0,28.0,1.0,,,,,,,,,,,,,,,,
60232,Craig Dawson,Defender,Wolverhampton Wanderers,39,England,2022-23,72.0,,0.1766,0.0,,20.0,,94.0,25.0,25.0,205.0,1224.0,,,91.0,7.0,,2135.0,43.0,84.0,4.0,1.0,17.0,36.0,917.0,,,1.0,22.5998,7.0,99.0,31.0,29.0,262.0,,13.0,0.0,156.0,,469.0,120.0,25.0,,,7.0,265.0,27.0,65.0,48.0,0.0,,1194.0,225.0,3.0,,,402.0,17.0,102.0,1492.0,32.0,754.0,8.0,,6.0,111.0,68.0,13.0,,22.0,2.0,3.0,,0.2085,15.0,1.0,9.0,2.0,1.0,,0.0,1.0,,,,1.0,1.0,,32.0,,,2.0,1.0,11.0,1.0,,1.0,2.0,7.0,1.0,12.0,5.0,18.0,,91.0,6.0,3.0,1.0,2.0,0.9525,1.0,29.0,,1.0,1.0,,,,,,,,,,,,,,
94147,Conor Coady,Defender,Charlton Athletic,33,England,2022-23,47.0,,0.5074,0.0,,14.0,,60.0,24.0,23.0,179.0,1200.0,1.0,,49.0,7.0,,2096.0,24.0,52.0,4.0,,5.0,27.0,915.0,,,2.0,31.5843,4.0,85.0,28.0,23.0,267.0,,13.0,0.0,99.0,,435.0,92.0,24.0,,,5.0,264.0,24.0,50.0,25.0,0.0,1.0,1168.0,194.0,,,,434.0,11.0,106.0,1387.0,27.0,758.0,2.0,,2.0,119.0,50.0,9.0,1.0,28.0,1.0,3.0,,0.9382,3.0,,21.0,,1.0,2.0,1.0,,1.0,,1.0,2.0,2.0,,10.0,,,3.0,1.0,4.0,0.0,,2.0,,4.0,1.0,,2.0,14.0,,64.0,3.0,1.0,,1.0,0.8355,,17.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
114128,Jonny,Defender,Alavés,173,Spain,2022-23,80.0,,0.8285,1.0,,32.0,,96.0,18.0,14.0,110.0,692.0,,,31.0,4.0,,1263.0,16.0,80.0,4.0,,44.0,65.0,555.0,,,,16.6837,5.0,25.0,20.0,64.0,127.0,,19.0,0.0,160.0,,269.0,91.0,18.0,,,17.0,291.0,16.0,129.0,15.0,1.0,,680.0,176.0,14.0,,,181.0,13.0,27.0,1049.0,5.0,295.0,9.0,,3.0,14.0,44.0,15.0,4.0,31.0,3.0,2.0,1.0,0.2234,6.0,1.0,18.0,14.0,1.0,1.0,0.0,2.0,4.0,,4.0,,,,13.0,5.0,,5.0,1.0,21.0,1.0,,15.0,14.0,28.0,1.0,4.0,4.0,14.0,,115.0,115.0,4.0,2.0,1.0,0.3419,,5.0,,,1.0,3.0,,1.0,1.0,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolverhampton Wanderers,39,Portugal,2022-23,167.0,,0.9464,1.0,,71.0,,156.0,36.0,31.0,221.0,1209.0,,,67.0,7.0,,2635.0,37.0,159.0,4.0,,61.0,129.0,951.0,,,2.0,42.6861,9.0,76.0,42.0,130.0,77.0,,24.0,0.0,326.0,,461.0,167.0,36.0,,,29.0,489.0,38.0,259.0,30.0,1.0,,1203.0,383.0,34.0,,,363.0,47.0,37.0,1954.0,35.0,507.0,24.0,,11.0,65.0,99.0,42.0,8.0,68.0,5.0,,1.0,,4.0,,30.0,52.0,,,,3.0,5.0,,8.0,,,,32.0,12.0,,10.0,2.0,27.0,,,33.0,52.0,52.0,2.0,4.0,12.0,29.0,,308.0,215.0,7.0,3.0,2.0,0.42,,15.0,,,,4.0,1.0,,,,,,,,,,,,
214048,Maximilian Kilman,Defender,West Ham United,21,England,2022-23,90.0,,0.5733,0.0,,36.0,,138.0,37.0,37.0,347.0,2092.0,,,128.0,11.0,,3308.0,42.0,154.0,7.0,,48.0,68.0,1618.0,,,2.0,51.0421,11.0,163.0,56.0,48.0,755.0,,12.0,0.0,244.0,,789.0,219.0,37.0,,,16.0,487.0,49.0,116.0,86.0,0.0,,2064.0,390.0,20.0,,,436.0,18.0,127.0,2528.0,75.0,1260.0,8.0,,3.0,209.0,139.0,20.0,2.0,39.0,1.0,1.0,1.0,,13.0,1.0,25.0,3.0,,,,,,,2.0,1.0,1.0,,30.0,,,4.0,1.0,28.0,,,6.0,3.0,15.0,1.0,12.0,4.0,19.0,,112.0,1.0,1.0,,,1.3116,,42.0,3.0,,,,,,,1.0,,,,,,,,,
510362,Toti Gomes,Defender,Wolverhampton Wanderers,39,Portugal,2022-23,45.0,,0.2544,0.0,,15.0,,57.0,17.0,10.0,83.0,497.0,,,33.0,4.0,,981.0,16.0,46.0,1.0,,13.0,29.0,395.0,,,1.0,14.0548,2.0,44.0,14.0,29.0,177.0,,5.0,1.0,91.0,,204.0,61.0,17.0,,,6.0,148.0,13.0,58.0,17.0,0.0,,490.0,110.0,9.0,,,40.0,16.0,19.0,709.0,10.0,270.0,6.0,,6.0,26.0,30.0,9.0,4.0,19.0,,2.0,,0.2576,5.0,,8.0,5.0,1.0,1.0,0.0,,7.0,,4.0,1.0,1.0,,15.0,6.0,,4.0,,8.0,1.0,,6.0,5.0,9.0,,3.0,1.0,11.0,,76.0,42.0,3.0,,,0.4138,,8.0,2.0,,,,,,,,1.0,,,,,,,,
490721,Hugo Bueno,Defender,Wolverhampton Wanderers,39,Spain,2022-23,66.0,,1.0071,0.0,,33.0,,59.0,21.0,16.0,78.0,503.0,,,27.0,,,1315.0,17.0,64.0,4.0,,34.0,54.0,419.0,,,1.0,24.1415,1.0,30.0,29.0,49.0,150.0,,7.0,0.0,130.0,,181.0,90.0,21.0,,,17.0,199.0,25.0,103.0,10.0,0.0,,496.0,176.0,14.0,,,22.0,7.0,6.0,873.0,8.0,245.0,2.0,,1.0,19.0,30.0,16.0,11.0,25.0,2.0,1.0,3.0,0.1069,2.0,,14.0,29.0,,1.0,,,5.0,18.0,19.0,1.0,1.0,7.0,14.0,10.0,,15.0,2.0,13.0,,,14.0,41.0,25.0,2.0,1.0,8.0,10.0,11.0,150.0,103.0,9.0,,,0.1777,,1.0,1.0,,,,1.0,,,,,,,,,,,,
492776,Dexter Lembikisa,Defender,Wolverhampton Wanderers U21,12934,Jamaica,2022-23,1.0,,0.0031,0.0,,,,2.0,1.0,,2.0,11.0,,,1.0,,,22.0,1.0,,,,2.0,,9.0,,,,0.5028,,,1.0,,,,,0.0,1.0,,8.0,2.0,1.0,,,,5.0,1.0,,,0.0,,11.0,3.0,,,,2.0,,,13.0,,4.0,,,0.0,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
