playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,totalFoulsConceded,foulAttemptedTackle,fiftyFifty,totalTackles,totalShots,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,substituteOn,totalTouchesInOppositionBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,blockedShots,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,awayGoals,oboxBlocked,homeGoals,headedGoals,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,successfulCrossesOpenPlay,successfulLayoffs,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,ownGoalScored,overruns,goalAssists,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,unsuccessfulLayoffs,lastPlayerTackle,foulWonPenalty,penaltiesTaken,penaltyGoals,leftFootGoals
184667,Victor Lindelöf,Defender,Aston Villa,7,Sweden,2022-23,41.0,,0.4,0.0,,,2.0,40.0,20.0,14.0,63.0,928.0,11.0,,53.0,5.0,,1360.0,20.0,61.0,4.0,10.0,28.0,840.0,,,2.0,16.1771,3.0,3.0,63.0,16.0,21.0,276.0,,4.0,0.0,102.0,,271.0,84.0,20.0,,,224.0,12.0,49.0,33.0,0.0,11.0,904.0,1.0,68.0,,,311.0,21.0,25.0,1088.0,4.0,641.0,,1.0,23.0,27.0,,10.0,5.0,20.0,22.0,3.0,13.0,1.0,6.0,5.0,9.0,5.0,1.0,1.0,3.0,3.0,17.0,2.0,9.0,70.0,1.0,1.0,0.2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Manchester United,1,England,2022-23,32.0,,0.0636,0.0,,,,45.0,16.0,8.0,84.0,574.0,,,47.0,5.0,,762.0,22.0,39.0,1.0,10.0,14.0,453.0,,,,7.4207,1.0,,41.0,7.0,10.0,132.0,,4.0,0.0,71.0,,174.0,55.0,16.0,,,144.0,6.0,24.0,25.0,0.0,,563.0,1.0,88.0,,,233.0,13.0,37.0,679.0,14.0,346.0,,4.0,39.0,22.0,,8.0,4.0,15.0,8.0,1.0,8.0,1.0,8.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,11.0,35.0,1.0,,0.3181,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221820,Lisandro Martínez,Defender,Manchester United,1,Argentina,2022-23,77.0,,1.0133,0.0,,,7.0,96.0,27.0,24.0,193.0,1518.0,83.0,,63.0,8.0,,2115.0,31.0,111.0,6.0,30.0,79.0,1257.0,,,1.0,28.4701,6.0,5.0,97.0,33.0,46.0,576.0,,10.0,0.0,188.0,,528.0,164.0,27.0,,,413.0,27.0,125.0,32.0,0.0,83.0,1401.0,1.0,218.0,,,298.0,33.0,68.0,1851.0,26.0,912.0,,6.0,97.0,65.0,,21.0,10.0,50.0,52.0,7.0,27.0,,3.0,11.0,23.0,24.0,,,9.0,6.0,28.0,17.0,27.0,116.0,5.0,5.0,0.5181,3.0,2.0,2.0,,1.0,0.1183,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
222690,Tyrell Malacia,Defender,Manchester United U21,15988,Netherlands,2022-23,75.0,,0.7163,0.0,,,,65.0,22.0,14.0,84.0,668.0,,,12.0,6.0,,1393.0,4.0,74.0,2.0,26.0,66.0,565.0,,,,15.9223,9.0,2.0,44.0,14.0,71.0,246.0,,13.0,0.0,149.0,,212.0,90.0,22.0,,,278.0,12.0,137.0,8.0,0.0,,657.0,2.0,147.0,,,86.0,25.0,19.0,1021.0,9.0,309.0,,6.0,19.0,34.0,,39.0,19.0,43.0,46.0,3.0,20.0,11.0,8.0,16.0,10.0,13.0,13.0,12.0,21.0,1.0,33.0,7.0,3.0,124.0,107.0,4.0,0.244,2.0,,,,2.0,0.1013,,,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,
90152,Raphaël Varane,Defender,Manchester United,1,France,2022-23,44.0,,0.5088,0.0,,,2.0,90.0,24.0,22.0,148.0,1099.0,,,58.0,8.0,,1916.0,16.0,75.0,4.0,13.0,33.0,897.0,,,,21.6977,4.0,6.0,89.0,22.0,28.0,280.0,,3.0,0.0,119.0,,377.0,100.0,24.0,,,341.0,18.0,61.0,42.0,0.0,,1072.0,2.0,159.0,,,329.0,11.0,54.0,1312.0,24.0,610.0,,1.0,58.0,47.0,,12.0,4.0,26.0,24.0,6.0,18.0,1.0,2.0,18.0,7.0,15.0,4.0,1.0,5.0,2.0,9.0,6.0,17.0,113.0,3.0,6.0,0.7443,2.0,2.0,2.0,,4.0,0.4321,,,,,,,,,,1.0,2.0,,,4.0,4.0,,,,1.0,,,,,,,,,,,,,,,
216051,Diogo Dalot,Defender,Manchester United,1,Portugal,2022-23,64.0,,1.5327,0.0,,,3.0,166.0,26.0,24.0,232.0,1189.0,,,57.0,9.0,,2155.0,18.0,118.0,4.0,53.0,79.0,887.0,,,2.0,29.9606,27.0,6.0,52.0,34.0,46.0,133.0,,3.0,0.0,182.0,,417.0,152.0,26.0,,,476.0,30.0,125.0,39.0,0.0,,1172.0,9.0,330.0,,,466.0,37.0,70.0,1724.0,17.0,495.0,,6.0,66.0,92.0,,21.0,10.0,39.0,53.0,12.0,21.0,30.0,2.0,40.0,18.0,12.0,6.0,30.0,11.0,5.0,41.0,23.0,7.0,173.0,170.0,3.0,2.6014,10.0,2.0,2.0,1.0,7.0,1.4312,1.0,1.0,8.0,0.0,,1.0,8.0,,14.0,,,,14.0,5.0,5.0,,32.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
106760,Luke Shaw,Defender,Manchester United,1,England,2022-23,119.0,,2.8809,0.0,,,2.0,190.0,31.0,30.0,253.0,1805.0,28.0,,75.0,11.0,,2555.0,29.0,145.0,7.0,71.0,99.0,1491.0,,,2.0,32.11,32.0,1.0,53.0,35.0,90.0,626.0,,27.0,0.0,264.0,,745.0,189.0,31.0,,,741.0,28.0,189.0,46.0,0.0,28.0,1735.0,10.0,390.0,,,207.0,36.0,61.0,2466.0,15.0,837.0,,8.0,63.0,92.0,1.0,46.0,24.0,61.0,55.0,10.0,31.0,41.0,1.0,22.0,34.0,19.0,17.0,63.0,25.0,6.0,36.0,17.0,17.0,227.0,179.0,6.0,1.0868,4.0,1.0,1.0,,4.0,0.993,1.0,0.0,3.0,1.0,,,3.0,1.0,16.0,1.0,1.0,38.0,26.0,2.0,2.0,8.0,16.0,20.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0414,1.0,,,,,
214590,Aaron Wan-Bissaka,Defender,West Ham United,21,DR Congo,2022-23,57.0,,0.9381,0.0,,,2.0,101.0,19.0,16.0,116.0,705.0,,,30.0,7.0,,1436.0,17.0,74.0,4.0,38.0,61.0,572.0,,,1.0,13.187,15.0,3.0,35.0,10.0,40.0,63.0,,2.0,0.0,131.0,,244.0,73.0,19.0,,,309.0,6.0,101.0,13.0,0.0,,701.0,7.0,176.0,,,272.0,22.0,17.0,1069.0,8.0,283.0,,2.0,15.0,39.0,,11.0,8.0,34.0,40.0,3.0,19.0,11.0,3.0,46.0,16.0,15.0,17.0,11.0,27.0,1.0,25.0,19.0,8.0,126.0,114.0,4.0,1.0764,7.0,5.0,5.0,,2.0,0.276,,,2.0,,,,2.0,,3.0,3.0,,,3.0,2.0,2.0,,5.0,,,1.0,,,,,,,,,,1.0,,,,
232937,Brandon Williams,Defender,Hull City U21,19590,England,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518467,Marc Jurado,Defender,Manchester United U21,15988,Spain,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
