playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,keyPassesAttemptAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,blockedShots,goals,awayGoals,oboxBlocked,shotsBlockedInBox,leftFootGoals,handballsConceded,shotsOnTargetOutsideBox,homeGoals,oboxTarget,iboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,ownGoalScored,headedGoals,clearancesOffTheLine,rightFootGoals,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,redCards2ndYellow,penaltiesTaken,penaltyGoals
77794,Kieran Trippier,Defender,Newcastle United,4,England,2025-26,86.0,2.0119,0.0,,,,26.0,,2.0,125.0,21.0,18.0,200.0,1061.0,,,48.0,4.0,,,1592.0,,24.0,72.0,4.0,30.0,48.0,812.0,6.0,,2.0,24.729,8.0,48.0,27.0,62.0,47.0,,19.0,0.0,158.0,,463.0,73.0,21.0,,,508.0,23.0,110.0,24.0,0.0,,1009.0,304.0,14.0,,,402.0,22.0,49.0,1482.0,7.0,27.0,387.0,16.0,,0.0823,3.0,75.0,45.0,3.0,27.0,10.0,0.0823,1.0,2.0,1.0,4.0,35.0,1.0,48.0,34.0,20.0,14.0,16.0,12.0,6.0,66.0,12.0,2.0,2.0,11.0,4.0,1.0,2.0,10.0,23.0,149.0,130.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
487838,Lewis Hall,Defender,Newcastle United U21,12970,England,2025-26,133.0,2.7544,0.0,,6.0,0.8794,54.0,,14.0,121.0,30.0,24.0,186.0,1261.0,,,58.0,3.0,,2.0,2179.0,2.0,32.0,158.0,5.0,53.0,132.0,1028.0,50.0,,5.0,34.3458,3.0,77.0,39.0,101.0,385.0,,41.0,0.0,291.0,,463.0,134.0,30.0,,,622.0,34.0,233.0,26.0,0.0,,1225.0,406.0,31.0,,,157.0,17.0,47.0,2021.0,5.0,25.0,473.0,10.0,,1.0094,4.0,65.0,56.0,6.0,24.0,11.0,0.1536,3.0,3.0,1.0,4.0,50.0,,41.0,20.0,5.0,20.0,21.0,23.0,31.0,82.0,69.0,4.0,8.0,22.0,37.0,14.0,4.0,28.0,29.0,256.0,168.0,2.0,11.0,1.0,1.0,7.0,4.0,1.0,1.0,3.0,0.0,3.0,4.0,7.0,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle United U21,12970,Netherlands,2025-26,68.0,0.8815,0.0,,4.0,1.006,22.0,,11.0,91.0,25.0,21.0,153.0,1190.0,7.0,,135.0,4.0,,3.0,1838.0,3.0,48.0,131.0,6.0,17.0,44.0,990.0,42.0,,3.0,25.905,10.0,141.0,27.0,20.0,425.0,,19.0,0.0,199.0,,456.0,88.0,25.0,,1.0,260.0,21.0,64.0,87.0,0.0,6.0,1152.0,174.0,14.0,1.0,,266.0,13.0,47.0,1521.0,4.0,35.0,777.0,4.0,,1.7385,2.0,62.0,72.0,4.0,7.0,,,,,1.0,,2.0,1.0,,,,,9.0,8.0,,2.0,5.0,,7.0,1.0,4.0,26.0,,27.0,,43.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,
119471,Fabian Schär,Defender,Newcastle United,4,Switzerland,2025-26,48.0,0.6134,0.0,,4.0,0.5836,14.0,,13.0,41.0,16.0,11.0,124.0,796.0,4.0,,73.0,4.0,,2.0,1091.0,2.0,27.0,66.0,3.0,8.0,20.0,601.0,19.0,,2.0,11.6283,8.0,71.0,13.0,21.0,198.0,,6.0,0.0,114.0,,327.0,43.0,16.0,,,241.0,10.0,41.0,46.0,0.0,4.0,772.0,138.0,10.0,,,231.0,15.0,71.0,975.0,2.0,35.0,432.0,4.0,,0.9829,1.0,83.0,28.0,5.0,4.0,1.0,0.1313,,1.0,,,3.0,1.0,,1.0,,,5.0,4.0,1.0,3.0,2.0,2.0,9.0,6.0,,12.0,2.0,18.0,,40.0,4.0,1.0,4.0,,,2.0,2.0,,1.0,2.0,,2.0,2.0,2.0,,,,1.0,,,,,,,
465642,Malick Thiaw,Defender,Newcastle United,4,Germany,2025-26,97.0,0.9727,0.0,,14.0,5.2931,44.0,,20.0,113.0,35.0,33.0,176.0,1695.0,2.0,,175.0,4.0,,9.0,2964.0,9.0,61.0,176.0,8.0,18.0,62.0,1434.0,50.0,1.0,5.0,47.9495,12.0,184.0,52.0,36.0,362.0,,11.0,0.0,273.0,,612.0,118.0,35.0,,7.0,568.0,44.0,98.0,114.0,0.0,2.0,1670.0,199.0,32.0,,,625.0,24.0,85.0,2114.0,2.0,27.0,952.0,8.0,,4.721,4.0,63.0,59.0,2.0,6.0,1.0,,,1.0,,,7.0,2.0,,1.0,,1.0,8.0,12.0,1.0,7.0,3.0,,6.0,4.0,8.0,33.0,,31.0,,96.0,5.0,,8.0,4.0,3.0,,8.0,1.0,2.0,1.0,1.0,1.0,8.0,,1.0,,2.0,,1.0,,,,,,
111773,Emil Krafth,Defender,Newcastle United,4,Sweden,2025-26,3.0,0.0043,0.0,,,,,,,5.0,1.0,1.0,5.0,19.0,,,,,,,45.0,,,,1.0,1.0,,14.0,,,,0.3663,,1.0,2.0,3.0,,,,0.0,3.0,,11.0,,1.0,,,7.0,1.0,3.0,,0.0,,19.0,8.0,,,,5.0,1.0,,33.0,1.0,,7.0,1.0,,,0.0,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
441191,Tino Livramento,Defender,Newcastle United,4,England,2025-26,50.0,0.9478,0.0,,,,22.0,,1.0,59.0,17.0,14.0,73.0,653.0,,,18.0,5.0,,,1328.0,,9.0,61.0,1.0,24.0,52.0,560.0,18.0,,2.0,15.716,1.0,39.0,14.0,41.0,100.0,,16.0,0.0,111.0,,200.0,81.0,17.0,,,340.0,13.0,93.0,9.0,0.0,,645.0,188.0,15.0,,,206.0,7.0,20.0,1007.0,2.0,12.0,249.0,6.0,,0.1356,1.0,14.0,23.0,3.0,9.0,9.0,,1.0,2.0,1.0,4.0,27.0,2.0,,9.0,,28.0,8.0,7.0,18.0,27.0,27.0,,1.0,11.0,14.0,2.0,,6.0,,147.0,97.0,,2.0,,,2.0,,,1.0,,,,,2.0,,,,,,1.0,1.0,,,,
78916,Dan Burn,Defender,Newcastle United,4,England,2025-26,125.0,0.3994,1.0,,3.0,1.0979,40.0,,7.0,144.0,29.0,25.0,218.0,1054.0,3.0,,162.0,5.0,,2.0,2199.0,2.0,64.0,151.0,5.0,37.0,53.0,807.0,45.0,,,33.9631,11.0,152.0,34.0,61.0,345.0,,13.0,1.0,276.0,,441.0,76.0,29.0,,,274.0,29.0,114.0,98.0,0.0,3.0,1030.0,292.0,26.0,,,165.0,36.0,29.0,1505.0,3.0,47.0,563.0,16.0,,1.0569,9.0,74.0,67.0,4.0,5.0,1.0,,1.0,1.0,2.0,1.0,13.0,3.0,,1.0,,31.0,11.0,14.0,1.0,13.0,7.0,,4.0,5.0,2.0,12.0,,21.0,,103.0,66.0,,3.0,1.0,0.0,,3.0,,,,1.0,,3.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,
545477,Alex Murphy,Defender,Newcastle United U21,12970,Ireland,2025-26,,0.0032,0.0,,,,,,,,2.0,,,7.0,1.0,,,,,,7.0,,,,,,,7.0,1.0,,,0.7219,,2.0,1.0,,2.0,,,0.0,,,,,2.0,,,3.0,1.0,,,0.0,1.0,7.0,,,,,2.0,,,13.0,,,4.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
553746,Leo Shahar,Defender,Newcastle United U21,12970,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
