playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,keyPassesAttemptAssists,substituteOff,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,goals,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,shotsBlockedInBox,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,expectedGoalsFreekick,overruns,successfulLayoffs,shotsOnTargetOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,oboxTarget,freekickTotal,attemptsFromSetPieces,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,leftFootGoals,redCards2ndYellow,offsides,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,rightFootGoals,penaltiesTaken,penaltyGoals
7933,Fabricio Coloccini,Defender,Newcastle United,4,Argentina,2014-15,90.0,0.8418,1.0,,,83.0,32.0,,32.0,158.0,1051.0,1.0,,,107.0,6.0,,2837.0,50.0,130.0,6.0,33.0,73.0,809.0,,4.0,51.005,7.0,169.0,55.0,40.0,336.0,,8.0,0.0,220.0,25.0,0.0,,412.0,163.0,32.0,,,231.0,49.0,113.0,57.0,1.0,,1013.0,5.0,179.0,,,232.0,84.0,1468.0,38.0,663.0,,3.0,75.0,44.0,2.0,1.0,,1.0,4.0,2.0,0.9129,62.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,18.0,2.0,13.0,1.0,2.0,1.0,3.0,10.0,2.0,3.0,49.0,3.0,19.0,14.0,68.0,2.0,71.0,2.0,2.0,5.0,1.0,1.0442,,,,,,,,,,,,,,,,,,,,,,,
106618,Paul Dummett,Defender,Newcastle United,4,Wales,2014-15,76.0,0.8454,0.0,,,113.0,25.0,,24.0,216.0,845.0,0.0,,,139.0,5.0,,2109.0,51.0,140.0,3.0,36.0,52.0,577.0,,2.0,28.8677,18.0,164.0,34.0,25.0,265.0,,17.0,0.0,216.0,16.0,0.0,,431.0,71.0,25.0,,,259.0,31.0,77.0,88.0,0.0,,828.0,12.0,284.0,,,71.0,52.0,1387.0,66.0,373.0,,4.0,103.0,53.0,15.0,3.0,1.0,3.0,2.0,4.0,0.2632,37.0,16.0,,29.0,,2.0,3.0,3.0,3.0,27.0,,6.0,1.0,3.0,,29.0,4.0,,12.0,31.0,2.0,11.0,13.0,32.0,,78.0,145.0,2.0,8.0,,1.3627,0.0907,2.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14775,Ryan Taylor,Defender,Fleetwood Town,2048,England,2014-15,53.0,1.2265,0.0,,,74.0,14.0,1.0,11.0,127.0,455.0,0.0,,,32.0,,,907.0,18.0,58.0,5.0,27.0,44.0,294.0,,2.0,18.9132,8.0,45.0,20.0,35.0,69.0,,15.0,0.0,111.0,15.0,0.0,,209.0,75.0,14.0,,,190.0,15.0,79.0,14.0,0.0,,413.0,11.0,243.0,,,115.0,34.0,793.0,36.0,163.0,,3.0,53.0,33.0,13.0,4.0,3.0,3.0,4.0,6.0,0.9992,26.0,12.0,2.0,10.0,,4.0,25.0,,,2.0,,4.0,,5.0,,77.0,9.0,,6.0,22.0,4.0,5.0,8.0,23.0,1.0,62.0,39.0,4.0,4.0,,0.807,0.6133,,2.0,6.0,,19.0,,6.0,9.0,9.0,66.0,13.0,50.0,1.0,,,,,,,,,
11378,Mike Williamson,Defender,Gateshead,447,England,2014-15,98.0,1.2185,2.0,,,91.0,31.0,1.0,27.0,196.0,958.0,0.0,,,161.0,4.0,,2415.0,63.0,150.0,7.0,19.0,52.0,721.0,,4.0,49.363,11.0,180.0,52.0,35.0,156.0,,17.0,0.0,248.0,13.0,1.0,,441.0,90.0,31.0,,,155.0,45.0,87.0,98.0,0.0,,945.0,4.0,211.0,,,277.0,41.0,1311.0,64.0,607.0,,5.0,105.0,40.0,5.0,1.0,4.0,,2.0,3.0,1.2729,33.0,8.0,,4.0,1.0,1.0,,2.0,2.0,32.0,1.0,8.0,2.0,,,4.0,4.0,1.0,5.0,25.0,5.0,18.0,17.0,42.0,,84.0,5.0,1.0,10.0,,1.843,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
92170,Massadio Haïdara,Defender,Brest,862,Mali,2014-15,71.0,0.3112,0.0,,,62.0,15.0,1.0,12.0,100.0,459.0,0.0,,,41.0,3.0,,1099.0,23.0,86.0,2.0,25.0,68.0,348.0,,1.0,18.919,6.0,47.0,19.0,48.0,153.0,,23.0,0.0,157.0,17.0,0.0,,209.0,83.0,15.0,,,188.0,17.0,116.0,18.0,0.0,,448.0,10.0,202.0,,,35.0,11.0,883.0,20.0,177.0,,0.0,38.0,32.0,7.0,1.0,3.0,6.0,2.0,1.0,0.0555,28.0,5.0,1.0,31.0,,2.0,6.0,,,4.0,,7.0,,18.0,,31.0,33.0,,4.0,21.0,17.0,3.0,12.0,34.0,,62.0,121.0,2.0,6.0,,0.1246,,2.0,,1.0,,16.0,,1.0,,,1.0,,,,,,1.0,,,,,,
52940,Daryl Janmaat,Defender,Watford,57,Netherlands,2014-15,149.0,2.1709,1.0,,,216.0,37.0,6.0,37.0,361.0,1410.0,0.0,,,74.0,8.0,,3254.0,40.0,183.0,8.0,62.0,149.0,972.0,,4.0,54.3901,19.0,96.0,60.0,109.0,62.0,,20.0,0.0,332.0,26.0,1.0,,657.0,179.0,37.0,,,528.0,52.0,258.0,34.0,0.0,,1391.0,16.0,574.0,,,482.0,77.0,2405.0,83.0,545.0,,6.0,145.0,71.0,25.0,4.0,,24.0,11.0,6.0,1.023,103.0,24.0,2.0,93.0,1.0,4.0,24.0,1.0,1.0,42.0,7.0,26.0,1.0,30.0,,93.0,51.0,7.0,18.0,77.0,28.0,7.0,31.0,78.0,,209.0,324.0,4.0,20.0,2.0,1.6327,,6.0,3.0,4.0,,39.0,,4.0,,,,,,,1.0,1.0,2.0,,,,,,
17974,Steven Taylor,Defender,Peterborough United,73,England,2014-15,16.0,0.0292,1.0,,,12.0,10.0,,7.0,28.0,231.0,0.0,,,25.0,2.0,,653.0,7.0,30.0,,2.0,12.0,189.0,,,6.6988,5.0,53.0,6.0,9.0,36.0,,5.0,0.0,46.0,,1.0,,101.0,20.0,10.0,,,48.0,6.0,21.0,18.0,0.0,,229.0,,30.0,,,74.0,14.0,324.0,11.0,155.0,,2.0,16.0,7.0,,1.0,3.0,,,1.0,0.6636,6.0,5.0,,,1.0,,,,,5.0,,3.0,,1.0,1.0,,1.0,,4.0,3.0,2.0,11.0,6.0,8.0,,20.0,,,3.0,,0.6399,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
149465,Remie Streete,Defender,Port Vale,50,England,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156257,Lubomír Satka,Defender,Samsunspor,1391,Slovakia,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181397,Jamie Sterry,Defender,Doncaster Rovers,290,England,2014-15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
