playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalsConcededOutsideBox,penaltiesConceded,totalFoulsConceded,substituteOff,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,homeGoals,rightFootGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,hitWoodwork,goalAssists,attemptsFromSetPieces,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,offsides,handballsConceded,unsuccessfulLayoffs,foulWonPenalty,penaltiesTaken,leftFootGoals,penaltyGoals,otherGoals
7933,Fabricio Coloccini,Defender,Newcastle United,4,Argentina,2010-11,99.0,1.0,,,123.0,35.0,35.0,212.0,1169.0,,,,80.0,9.0,,3082.0,54.0,125.0,99.0,869.0,,4.0,7.0,21.0,171.0,50.0,45.0,315.0,,20.0,0.0,224.0,,570.0,210.0,35.0,,,267.0,47.0,144.0,26.0,1.0,,1128.0,4.0,244.0,10.0,,,228.0,88.0,1610.0,72.0,693.0,,3.0,89.0,59.0,3.0,,14.0,1.0,3.0,1.0,6.0,1.0,69.0,8.0,1.0,3.0,5.0,2.0,0.0,3.0,23.0,1.0,1.0,2.0,1.0,15.0,3.0,2.0,1.0,5.0,10.0,2.0,54.0,11.0,91.0,1.0,56.0,1.0,2.0,,,,,,,,,,,,,
26725,José Enrique,Defender,Liverpool PL2,7139,Spain,2010-11,171.0,0.0,,,265.0,36.0,36.0,383.0,1662.0,,,,44.0,9.0,,3125.0,30.0,174.0,160.0,1175.0,,5.0,29.0,23.0,61.0,50.0,141.0,430.0,,34.0,0.0,345.0,,932.0,291.0,36.0,,,810.0,48.0,301.0,14.0,0.0,,1608.0,17.0,709.0,65.0,,,150.0,104.0,2684.0,69.0,500.0,,5.0,118.0,74.0,2.0,1.0,15.0,3.0,31.0,8.0,4.0,12.0,61.0,11.0,9.0,1.0,101.0,,,31.0,29.0,51.0,,,,11.0,1.0,52.0,,101.0,117.0,7.0,50.0,12.0,58.0,3.0,150.0,293.0,,1.0,1.0,,,,,,,,,,,
14775,Ryan Taylor,Defender,Fleetwood Town,2048,England,2010-11,6.0,1.0,,,13.0,6.0,3.0,18.0,76.0,,,3.0,2.0,,,278.0,1.0,11.0,10.0,53.0,,,4.0,,5.0,6.0,5.0,7.0,,2.0,0.0,17.0,,24.0,6.0,6.0,,,35.0,5.0,15.0,1.0,1.0,,67.0,5.0,45.0,,,,30.0,5.0,153.0,2.0,32.0,,0.0,5.0,4.0,1.0,,1.0,,2.0,7.0,2.0,,8.0,6.0,,,6.0,,,9.0,7.0,2.0,,,,3.0,,,,19.0,1.0,4.0,5.0,2.0,2.0,,15.0,2.0,,1.0,8.0,19.0,7.0,9.0,,,,,,,,
40725,Danny Simpson,Defender,Scarborough Athletic,3368,England,2010-11,96.0,0.0,,,154.0,30.0,30.0,214.0,842.0,,,,37.0,6.0,,2686.0,26.0,70.0,59.0,587.0,,3.0,13.0,21.0,95.0,45.0,70.0,68.0,,6.0,0.0,166.0,,407.0,100.0,30.0,,,352.0,43.0,129.0,11.0,0.0,,829.0,13.0,418.0,4.0,,,254.0,41.0,1556.0,56.0,296.0,,4.0,60.0,62.0,2.0,,20.0,1.0,20.0,1.0,2.0,3.0,49.0,4.0,,5.0,62.0,,,20.0,14.0,75.0,,,,17.0,1.0,16.0,,62.0,30.0,2.0,32.0,17.0,56.0,,113.0,211.0,,,,,,,1.0,2.0,,,,,,
1886,Sol Campbell,Defender,Newcastle United,4,England,2010-11,9.0,0.0,,,22.0,7.0,4.0,27.0,96.0,,,3.0,12.0,,,406.0,5.0,17.0,10.0,62.0,,1.0,1.0,6.0,36.0,10.0,4.0,15.0,,,0.0,26.0,,50.0,21.0,7.0,,,19.0,9.0,14.0,7.0,0.0,,95.0,,34.0,,,,23.0,7.0,167.0,9.0,50.0,,1.0,5.0,13.0,1.0,,2.0,1.0,,,,,10.0,1.0,1.0,,1.0,,,,4.0,,,,,2.0,1.0,,,1.0,,1.0,8.0,3.0,9.0,,8.0,1.0,,,,,,,,,1.0,,,,,
11378,Mike Williamson,Defender,Gateshead,447,England,2010-11,98.0,0.0,,,164.0,29.0,28.0,224.0,801.0,,,1.0,185.0,7.0,,2565.0,65.0,196.0,76.0,529.0,,5.0,3.0,22.0,267.0,41.0,33.0,107.0,,32.0,0.0,294.0,,416.0,77.0,29.0,,,167.0,38.0,109.0,120.0,0.0,,788.0,2.0,243.0,2.0,,,202.0,48.0,1259.0,65.0,410.0,,5.0,60.0,58.0,3.0,2.0,18.0,,,1.0,4.0,,42.0,11.0,,,1.0,,,,45.0,,,,,10.0,4.0,,,1.0,5.0,7.0,32.0,15.0,50.0,,76.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,,,
18846,James Perch,Defender,Mansfield Town,77,England,2010-11,25.0,0.0,,,35.0,12.0,9.0,47.0,248.0,,,3.0,13.0,2.0,,869.0,6.0,31.0,24.0,193.0,,2.0,4.0,4.0,35.0,15.0,19.0,14.0,,7.0,0.0,56.0,,110.0,15.0,12.0,,,115.0,14.0,43.0,7.0,0.0,,246.0,2.0,99.0,1.0,,,101.0,8.0,476.0,8.0,93.0,,6.0,12.0,10.0,1.0,,10.0,1.0,7.0,,1.0,,16.0,3.0,,2.0,13.0,,,7.0,3.0,28.0,1.0,,,2.0,,,,13.0,4.0,2.0,14.0,5.0,17.0,1.0,23.0,72.0,,,,,,,,1.0,,,,,,
17974,Steven Taylor,Defender,Peterborough United,73,England,2010-11,18.0,0.0,,,37.0,14.0,12.0,58.0,335.0,,,2.0,30.0,1.0,,1007.0,6.0,36.0,12.0,253.0,,,2.0,14.0,73.0,19.0,12.0,47.0,,5.0,2.0,54.0,,153.0,45.0,14.0,,,93.0,19.0,24.0,24.0,0.0,,329.0,1.0,67.0,1.0,,,108.0,24.0,489.0,23.0,185.0,,2.0,21.0,17.0,,,5.0,3.0,1.0,1.0,6.0,1.0,6.0,10.0,,1.0,3.0,3.0,1.0,1.0,13.0,,,2.0,1.0,1.0,,1.0,2.0,3.0,3.0,4.0,5.0,20.0,18.0,2.0,27.0,4.0,1.0,1.0,,,,,,,,,,,,
77816,James Tavernier,Defender,Rangers,67,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49697,Tamás Kádár,Defender,Dynamo Kyiv,194,Hungary,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
